university_id,year,research_score,citation_score,research_impact,research_productivity
U00798,2024,8.5,34.2,,
U00801,2024,11.5,9.8,,
U00807,2024,9.3,33.6,,
U00812,2024,9.8,15.1,,
U00826,2024,11.0,34.0,,
U00835,2024,8.7,16.4,,
U02971,2024,13.2,11.8,,
U00849,2024,12.5,12.2,,
U02501,2024,12.2,11.6,,
U00906,2024,8.4,14.0,,
U00944,2024,9.4,21.5,,
U00925,2024,9.9,14.5,,
U00933,2024,9.4,36.5,,
U00954,2024,9.6,23.4,,
U00955,2024,11.5,9.1,,
U00965,2024,9.7,12.5,,
U00971,2024,9.2,32.3,,
U00977,2024,10.6,33.3,,
U00988,2024,11.3,22.2,,
U00990,2024,9.7,7.0,,
U00991,2024,11.2,12.6,,
U00994,2024,11.2,36.7,,
U01004,2024,13.6,15.3,,
U01005,2024,12.3,11.9,,
U01014,2024,13.6,13.6,,
U01017,2024,9.1,23.0,,
U01021,2024,9.2,27.6,,
U02992,2024,8.8,12.7,,
U01060,2024,8.3,11.4,,
U01061,2024,10.2,17.3,,
U01066,2024,8.3,7.3,,
U03001,2024,10.6,19.5,,
U01070,2024,10.1,27.8,,
U03513,2024,8.6,16.0,,
U01083,2024,12.6,23.5,,
U01085,2024,11.6,35.8,,
U01094,2024,10.8,24.9,,
U01095,2024,8.8,12.4,,
U01096,2024,10.3,7.3,,
U03003,2024,8.1,12.0,,
U01102,2024,10.1,8.6,,
U03006,2024,7.7,10.7,,
U01141,2024,22.9,19.2,,
U01151,2024,18.8,17.2,,
U01218,2024,9.8,18.4,,
U01163,2024,9.7,22.1,,
U01164,2024,12.3,21.8,,
U01165,2024,15.6,15.9,,
U01166,2024,11.3,26.3,,
U01175,2024,14.3,20.1,,
U02671,2024,9.0,24.3,,
U03013,2024,8.7,18.0,,
U01198,2024,9.5,15.4,,
U01205,2024,9.1,14.9,,
U01222,2024,11.1,28.0,,
U03022,2024,8.6,17.2,,
U01223,2024,9.3,25.3,,
U01224,2024,9.6,37.6,,
U03025,2024,8.1,26.3,,
U01234,2024,17.3,15.8,,
U03037,2024,11.7,30.3,,
U01260,2024,11.6,21.1,,
U01262,2024,13.4,14.7,,
U03440,2024,15.6,28.8,,
U01273,2024,16.1,19.6,,
U03050,2024,14.1,25.8,,
U01280,2024,14.0,29.7,,
U03052,2024,10.3,26.5,,
U03057,2024,18.1,24.6,,
U01293,2024,10.8,12.4,,
U01298,2024,8.5,10.5,,
U02674,2024,13.0,32.6,,
U01320,2024,19.3,22.4,,
U01324,2024,11.7,31.9,,
U03075,2024,7.5,31.4,,
U01332,2024,13.9,15.5,,
U02507,2024,9.1,28.7,,
U01351,2024,12.1,13.5,,
U01352,2024,12.1,11.6,,
U01357,2024,14.1,14.3,,
U01361,2024,8.1,21.3,,
U01369,2024,7.5,23.7,,
U01375,2024,12.0,22.6,,
U01379,2024,11.7,8.6,,
U03099,2024,13.4,16.1,,
U03105,2024,11.8,24.3,,
U02721,2024,9.2,10.3,,
U03518,2024,9.9,33.6,,
U03112,2024,12.6,23.8,,
U01402,2024,10.3,11.0,,
U01405,2024,11.6,25.3,,
U03117,2024,9.9,16.3,,
U01407,2024,9.1,40.9,,
U03520,2024,7.6,6.6,,
U01415,2024,10.6,22.9,,
U01417,2024,8.4,16.0,,
U03120,2024,9.0,23.2,,
U02537,2024,9.4,16.9,,
U01453,2024,8.7,17.3,,
U01454,2024,10.5,14.8,,
U01460,2024,8.7,35.2,,
U01467,2024,14.1,21.0,,
U01466,2024,18.4,13.3,,
U01514,2024,10.3,20.0,,
U01513,2024,10.0,11.8,,
U01475,2024,11.7,8.4,,
U01476,2024,14.6,23.1,,
U01517,2024,16.0,12.1,,
U01519,2024,8.9,30.1,,
U01520,2024,9.5,9.2,,
U01488,2024,16.1,17.6,,
U01524,2024,10.7,26.9,,
U01494,2024,11.5,27.5,,
U01495,2024,15.1,22.4,,
U01509,2024,11.7,15.7,,
U01544,2024,13.1,19.8,,
U02647,2024,9.0,27.2,,
U01565,2024,9.7,10.7,,
U01568,2024,8.7,23.8,,
U01572,2024,9.0,9.1,,
U03340,2024,13.0,26.0,,
U01575,2024,10.1,11.2,,
U01579,2024,11.1,7.7,,
U01593,2024,9.8,7.7,,
U01599,2024,9.8,10.0,,
U02624,2024,8.1,9.6,,
U03156,2024,11.7,29.1,,
U01604,2024,12.4,12.8,,
U01608,2024,8.0,5.3,,
U01611,2024,12.3,32.0,,
U01618,2024,9.2,5.8,,
U01623,2024,11.0,20.0,,
U01566,2024,9.4,24.5,,
U01630,2024,8.4,7.3,,
U01631,2024,11.4,22.2,,
U01637,2024,9.0,13.2,,
U01639,2024,10.3,19.6,,
U01645,2024,15.3,20.6,,
U01646,2024,12.6,23.7,,
U03163,2024,16.3,23.2,,
U01653,2024,9.2,9.6,,
U02648,2024,12.2,19.2,,
U01661,2024,9.5,16.7,,
U02542,2024,9.1,12.0,,
U03174,2024,15.6,21.5,,
U03175,2024,17.7,17.7,,
U01675,2024,10.7,12.5,,
U01678,2024,9.1,26.1,,
U01679,2024,7.7,5.2,,
U03342,2024,12.6,28.9,,
U02649,2024,12.1,33.0,,
U01685,2024,8.7,7.8,,
U01686,2024,13.4,9.9,,
U01688,2024,12.5,8.2,,
U03185,2024,10.3,15.2,,
U02546,2024,8.7,10.1,,
U03190,2024,9.4,39.3,,
U02549,2024,9.5,13.6,,
U01713,2024,11.4,28.8,,
U01714,2024,10.1,33.9,,
U01721,2024,10.7,14.6,,
U02551,2024,10.6,10.2,,
U01732,2024,8.7,15.3,,
U03196,2024,14.4,15.4,,
U01748,2024,14.9,27.6,,
U03201,2024,14.9,26.5,,
U03202,2024,10.7,13.7,,
U01761,2024,9.9,5.2,,
U01763,2024,8.9,29.4,,
U01804,2024,9.5,23.9,,
U01810,2024,7.9,37.9,,
U01816,2024,13.8,26.3,,
U03213,2024,16.7,29.9,,
U01849,2024,17.1,18.1,,
U01851,2024,13.4,16.8,,
U01792,2024,9.4,29.3,,
U01858,2024,10.6,12.0,,
U03345,2024,14.1,22.6,,
U01859,2024,9.1,29.1,,
U03020,2024,10.9,19.7,,
U01863,2024,14.5,21.8,,
U01874,2024,15.5,19.4,,
U01882,2024,10.6,10.9,,
U01890,2024,9.2,12.1,,
U03234,2024,15.4,29.8,,
U03236,2024,9.5,25.8,,
U03237,2024,10.8,18.6,,
U01895,2024,10.7,3.7,,
U01898,2024,10.8,8.5,,
U03248,2024,7.4,12.8,,
U03246,2024,7.0,9.0,,
U01929,2024,15.2,24.1,,
U01931,2024,14.8,22.5,,
U01963,2024,13.0,19.3,,
U01969,2024,16.0,19.5,,
U03256,2024,12.9,15.2,,
U01809,2024,8.2,15.8,,
U01976,2024,9.6,3.4,,
U01979,2024,10.4,23.8,,
U03259,2024,13.5,23.4,,
U01987,2024,13.6,20.7,,
U03260,2024,11.4,26.4,,
U01996,2024,9.5,26.1,,
U01999,2024,12.0,22.3,,
U02001,2024,12.2,23.4,,
U03262,2024,8.4,13.6,,
U02015,2024,11.0,13.3,,
U02039,2024,11.2,11.4,,
U03285,2024,9.0,35.7,,
U02047,2024,9.7,15.8,,
U02651,2024,9.0,18.1,,
U01872,2024,9.3,25.9,,
U02061,2024,8.6,4.1,,
U02062,2024,11.1,30.0,,
U02063,2024,11.3,18.1,,
U02064,2024,9.3,14.1,,
U02106,2024,9.8,29.9,,
U03532,2024,9.8,29.9,,
U02652,2024,10.5,26.6,,
U02105,2024,11.7,23.2,,
U02123,2024,11.0,14.0,,
U02161,2024,18.9,18.2,,
U02162,2024,8.4,11.2,,
U02168,2024,11.1,24.2,,
U02177,2024,4.6,14.8,,
U02627,2024,10.2,22.3,,
U02187,2024,12.7,33.9,,
U02694,2024,14.7,28.6,,
U02189,2024,11.0,28.5,,
U02191,2024,10.5,12.7,,
U02288,2024,8.6,33.7,,
U02298,2024,9.1,18.9,,
U02290,2024,12.0,13.9,,
U02291,2024,9.0,12.1,,
U02310,2024,11.0,18.9,,
U02318,2024,13.4,21.3,,
U02319,2024,9.5,9.5,,
U02320,2024,9.2,8.7,,
U02340,2024,9.0,5.1,,
U02356,2024,10.2,8.1,,
U02355,2024,8.0,17.1,,
U02677,2024,14.3,25.0,,
U03557,2024,10.4,14.3,,
U03553,2024,12.6,9.1,,
U03556,2024,8.9,4.7,,
U02493,2024,8.7,12.2,,
U03389,2024,12.2,22.0,,
U03560,2024,22.8,19.3,,
U00924,2024,9.6,35.4,,
U03575,2024,11.2,26.1,,
U03576,2024,7.6,36.0,,
U03570,2024,9.9,7.6,,
U03593,2024,9.3,22.9,,
U03596,2024,10.7,7.7,,
U03595,2024,8.5,29.8,,
U03404,2024,13.5,35.3,,
U03410,2024,9.7,34.7,,
U03664,2024,11.7,34.5,,
U03669,2024,12.4,17.6,,
U03670,2024,8.6,26.8,,
U03674,2024,10.5,28.8,,
U03709,2024,11.2,21.6,,
U00005,2024,,,,
U00006,2024,,,,
U00007,2024,,,,
U00010,2024,,,,
U00011,2024,,,,
U00013,2024,,,,
U00015,2024,,,,
U00021,2024,,,,
U00028,2024,,,,
U00029,2024,,,,
U02710,2024,,,,
U02728,2024,,,,
U02633,2024,,,,
U02729,2024,,,,
U00039,2024,,,,
U03481,2024,,,,
U00044,2024,,,,
U00045,2024,,,,
U00049,2024,,,,
U00050,2024,,,,
U00052,2024,,,,
U00054,2024,,,,
U00061,2024,,,,
U00055,2024,,,,
U00056,2024,,,,
U00057,2024,,,,
U00063,2024,,,,
U00065,2024,,,,
U00067,2024,,,,
U00068,2024,,,,
U00070,2024,,,,
U00071,2024,,,,
U00077,2024,,,,
U00079,2024,,,,
U02735,2024,,,,
U00080,2024,,,,
U02736,2024,,,,
U02737,2024,,,,
U00081,2024,,,,
U00083,2024,,,,
U00085,2024,,,,
U02739,2024,,,,
U00086,2024,,,,
U00087,2024,,,,
U00090,2024,,,,
U00091,2024,,,,
U00092,2024,,,,
U00093,2024,,,,
U00094,2024,,,,
U00095,2024,,,,
U00097,2024,,,,
U00099,2024,,,,
U00100,2024,,,,
U00101,2024,,,,
U00102,2024,,,,
U00103,2024,,,,
U00105,2024,,,,
U00058,2024,,,,
U00108,2024,,,,
U00107,2024,,,,
U00059,2024,,,,
U00110,2024,,,,
U00116,2024,,,,
U00115,2024,,,,
U00112,2024,,,,
U00119,2024,,,,
U00124,2024,,,,
U00121,2024,,,,
U00128,2024,,,,
U00129,2024,,,,
U00130,2024,,,,
U00132,2024,,,,
U00131,2024,,,,
U00153,2024,,,,
U00136,2024,,,,
U00139,2024,,,,
U00137,2024,,,,
U00138,2024,,,,
U00140,2024,,,,
U00142,2024,,,,
U00143,2024,,,,
U00155,2024,,,,
U00159,2024,,,,
U00163,2024,,,,
U00160,2024,,,,
U00171,2024,,,,
U00172,2024,,,,
U00174,2024,,,,
U03335,2024,,,,
U00175,2024,,,,
U00176,2024,,,,
U00177,2024,,,,
U00178,2024,,,,
U00179,2024,,,,
U00180,2024,,,,
U00191,2024,,,,
U00198,2024,,,,
U00201,2024,,,,
U00207,2024,,,,
U00213,2024,,,,
U00212,2024,,,,
U00215,2024,,,,
U00220,2024,,,,
U00222,2024,,,,
U00226,2024,,,,
U02756,2024,,,,
U00229,2024,,,,
U02757,2024,,,,
U00233,2024,,,,
U00235,2024,,,,
U00239,2024,,,,
U00242,2024,,,,
U00244,2024,,,,
U02764,2024,,,,
U00246,2024,,,,
U00249,2024,,,,
U00268,2024,,,,
U00266,2024,,,,
U00270,2024,,,,
U02770,2024,,,,
U00275,2024,,,,
U00277,2024,,,,
U00284,2024,,,,
U00293,2024,,,,
U02778,2024,,,,
U00296,2024,,,,
U02780,2024,,,,
U00299,2024,,,,
U02783,2024,,,,
U02207,2024,,,,
U00321,2024,,,,
U00323,2024,,,,
U00325,2024,,,,
U00324,2024,,,,
U00326,2024,,,,
U00329,2024,,,,
U03713,2024,,,,
U02410,2024,,,,
U00340,2024,,,,
U02436,2024,,,,
U00360,2024,,,,
U00355,2024,,,,
U02414,2024,,,,
U02415,2024,,,,
U02424,2024,,,,
U00362,2024,,,,
U00363,2024,,,,
U00365,2024,,,,
U00366,2024,,,,
U02836,2024,,,,
U02708,2024,,,,
U02712,2024,,,,
U02709,2024,,,,
U02711,2024,,,,
U00367,2024,,,,
U00368,2024,,,,
U02840,2024,,,,
U00376,2024,,,,
U00378,2024,,,,
U00381,2024,,,,
U02430,2024,,,,
U00383,2024,,,,
U00393,2024,,,,
U00401,2024,,,,
U00402,2024,,,,
U02844,2024,,,,
U00419,2024,,,,
U00420,2024,,,,
U02429,2024,,,,
U00441,2024,,,,
U00442,2024,,,,
U00448,2024,,,,
U00449,2024,,,,
U02847,2024,,,,
U00471,2024,,,,
U02859,2024,,,,
U00477,2024,,,,
U00484,2024,,,,
U02720,2024,,,,
U02864,2024,,,,
U02865,2024,,,,
U00493,2024,,,,
U00503,2024,,,,
U00511,2024,,,,
U00514,2024,,,,
U00519,2024,,,,
U00524,2024,,,,
U00523,2024,,,,
U00526,2024,,,,
U00529,2024,,,,
U00528,2024,,,,
U00530,2024,,,,
U02883,2024,,,,
U00539,2024,,,,
U00541,2024,,,,
U00546,2024,,,,
U00550,2024,,,,
U00551,2024,,,,
U00500,2024,,,,
U02884,2024,,,,
U02885,2024,,,,
U00555,2024,,,,
U00562,2024,,,,
U00564,2024,,,,
U02893,2024,,,,
U03719,2024,,,,
U03720,2024,,,,
U03721,2024,,,,
U03722,2024,,,,
U03723,2024,,,,
U03726,2024,,,,
U03724,2024,,,,
U03725,2024,,,,
U03727,2024,,,,
U03717,2024,,,,
U03729,2024,,,,
U03728,2024,,,,
U03734,2024,,,,
U03730,2024,,,,
U03731,2024,,,,
U03733,2024,,,,
U03735,2024,,,,
U03737,2024,,,,
U03738,2024,,,,
U03739,2024,,,,
U03740,2024,,,,
U03741,2024,,,,
U02894,2024,,,,
U00578,2024,,,,
U00579,2024,,,,
U00580,2024,,,,
U00582,2024,,,,
U00583,2024,,,,
U00588,2024,,,,
U02897,2024,,,,
U00589,2024,,,,
U00918,2024,,,,
U00598,2024,,,,
U00600,2024,,,,
U00603,2024,,,,
U00606,2024,,,,
U02586,2024,,,,
U02587,2024,,,,
U00610,2024,,,,
U00613,2024,,,,
U00611,2024,,,,
U00615,2024,,,,
U00617,2024,,,,
U00622,2024,,,,
U00631,2024,,,,
U00633,2024,,,,
U00637,2024,,,,
U00641,2024,,,,
U00648,2024,,,,
U00649,2024,,,,
U00661,2024,,,,
U00662,2024,,,,
U00663,2024,,,,
U00666,2024,,,,
U00678,2024,,,,
U00679,2024,,,,
U02914,2024,,,,
U00680,2024,,,,
U00694,2024,,,,
U00699,2024,,,,
U02919,2024,,,,
U00703,2024,,,,
U02921,2024,,,,
U00712,2024,,,,
U02928,2024,,,,
U00725,2024,,,,
U00730,2024,,,,
U00736,2024,,,,
U02214,2024,,,,
U00740,2024,,,,
U00741,2024,,,,
U02215,2024,,,,
U00743,2024,,,,
U00757,2024,,,,
U00758,2024,,,,
U00759,2024,,,,
U00761,2024,,,,
U02947,2024,,,,
U00770,2024,,,,
U00772,2024,,,,
U00773,2024,,,,
U00848,2024,,,,
U00780,2024,,,,
U00788,2024,,,,
U00789,2024,,,,
U00794,2024,,,,
U02955,2024,,,,
U02956,2024,,,,
U01909,2024,,,,
U00802,2024,,,,
U00804,2024,,,,
U00803,2024,,,,
U00805,2024,,,,
U03339,2024,,,,
U00806,2024,,,,
U00809,2024,,,,
U00810,2024,,,,
U00808,2024,,,,
U00813,2024,,,,
U00814,2024,,,,
U00816,2024,,,,
U00819,2024,,,,
U02960,2024,,,,
U00815,2024,,,,
U00828,2024,,,,
U02969,2024,,,,
U00839,2024,,,,
U00847,2024,,,,
U00850,2024,,,,
U00853,2024,,,,
U00855,2024,,,,
U00862,2024,,,,
U00866,2024,,,,
U00873,2024,,,,
U00876,2024,,,,
U00904,2024,,,,
U00907,2024,,,,
U00909,2024,,,,
U00916,2024,,,,
U02502,2024,,,,
U00930,2024,,,,
U00931,2024,,,,
U00932,2024,,,,
U00939,2024,,,,
U00938,2024,,,,
U00941,2024,,,,
U00919,2024,,,,
U00942,2024,,,,
U00946,2024,,,,
U00945,2024,,,,
U00950,2024,,,,
U02225,2024,,,,
U00964,2024,,,,
U00966,2024,,,,
U02642,2024,,,,
U00967,2024,,,,
U00968,2024,,,,
U00969,2024,,,,
U00974,2024,,,,
U00975,2024,,,,
U00979,2024,,,,
U00985,2024,,,,
U02630,2024,,,,
U00989,2024,,,,
U00995,2024,,,,
U00996,2024,,,,
U01006,2024,,,,
U01007,2024,,,,
U01008,2024,,,,
U02991,2024,,,,
U01032,2024,,,,
U01033,2024,,,,
U01038,2024,,,,
U01050,2024,,,,
U01051,2024,,,,
U02998,2024,,,,
U01052,2024,,,,
U01058,2024,,,,
U01071,2024,,,,
U01073,2024,,,,
U01074,2024,,,,
U01080,2024,,,,
U01091,2024,,,,
U01089,2024,,,,
U01090,2024,,,,
U01092,2024,,,,
U01097,2024,,,,
U01101,2024,,,,
U01116,2024,,,,
U01113,2024,,,,
U01114,2024,,,,
U01117,2024,,,,
U01123,2024,,,,
U01124,2024,,,,
U01125,2024,,,,
U01128,2024,,,,
U01134,2024,,,,
U01135,2024,,,,
U01136,2024,,,,
U01150,2024,,,,
U03009,2024,,,,
U01153,2024,,,,
U01156,2024,,,,
U01158,2024,,,,
U01160,2024,,,,
U01162,2024,,,,
U01168,2024,,,,
U01169,2024,,,,
U01170,2024,,,,
U01171,2024,,,,
U01172,2024,,,,
U01181,2024,,,,
U01183,2024,,,,
U01189,2024,,,,
U01191,2024,,,,
U01217,2024,,,,
U01193,2024,,,,
U01194,2024,,,,
U01199,2024,,,,
U01200,2024,,,,
U01202,2024,,,,
U01203,2024,,,,
U01209,2024,,,,
U01049,2024,,,,
U01225,2024,,,,
U01230,2024,,,,
U01233,2024,,,,
U01219,2024,,,,
U03027,2024,,,,
U01237,2024,,,,
U01239,2024,,,,
U01240,2024,,,,
U01245,2024,,,,
U01247,2024,,,,
U03036,2024,,,,
U01249,2024,,,,
U01252,2024,,,,
U03506,2024,,,,
U01254,2024,,,,
U01255,2024,,,,
U01257,2024,,,,
U02229,2024,,,,
U01267,2024,,,,
U01268,2024,,,,
U01271,2024,,,,
U01269,2024,,,,
U01286,2024,,,,
U03058,2024,,,,
U02486,2024,,,,
U02713,2024,,,,
U01300,2024,,,,
U01305,2024,,,,
U01307,2024,,,,
U01308,2024,,,,
U02506,2024,,,,
U01316,2024,,,,
U01319,2024,,,,
U01322,2024,,,,
U01323,2024,,,,
U03079,2024,,,,
U01287,2024,,,,
U02509,2024,,,,
U03082,2024,,,,
U03083,2024,,,,
U01349,2024,,,,
U01353,2024,,,,
U02644,2024,,,,
U01368,2024,,,,
U01373,2024,,,,
U01376,2024,,,,
U03098,2024,,,,
U01381,2024,,,,
U01384,2024,,,,
U01288,2024,,,,
U01387,2024,,,,
U01388,2024,,,,
U03517,2024,,,,
U03108,2024,,,,
U01391,2024,,,,
U03113,2024,,,,
U01848,2024,,,,
U01404,2024,,,,
U01406,2024,,,,
U03116,2024,,,,
U01408,2024,,,,
U02646,2024,,,,
U01410,2024,,,,
U01413,2024,,,,
U01416,2024,,,,
U02513,2024,,,,
U02518,2024,,,,
U02519,2024,,,,
U02524,2024,,,,
U02529,2024,,,,
U01426,2024,,,,
U01428,2024,,,,
U01429,2024,,,,
U01430,2024,,,,
U01431,2024,,,,
U01432,2024,,,,
U01433,2024,,,,
U01455,2024,,,,
U01456,2024,,,,
U01457,2024,,,,
U01512,2024,,,,
U01474,2024,,,,
U01516,2024,,,,
U01510,2024,,,,
U02232,2024,,,,
U01485,2024,,,,
U01523,2024,,,,
U01492,2024,,,,
U01526,2024,,,,
U01536,2024,,,,
U01506,2024,,,,
U01507,2024,,,,
U01535,2024,,,,
U01537,2024,,,,
U01540,2024,,,,
U01545,2024,,,,
U01553,2024,,,,
U01556,2024,,,,
U01558,2024,,,,
U01560,2024,,,,
U03144,2024,,,,
U01562,2024,,,,
U01564,2024,,,,
U03151,2024,,,,
U01574,2024,,,,
U01581,2024,,,,
U01584,2024,,,,
U01598,2024,,,,
U02714,2024,,,,
U03155,2024,,,,
U01606,2024,,,,
U01607,2024,,,,
U02540,2024,,,,
U01614,2024,,,,
U01615,2024,,,,
U01616,2024,,,,
U01619,2024,,,,
U03158,2024,,,,
U01629,2024,,,,
U01634,2024,,,,
U01633,2024,,,,
U03505,2024,,,,
U01638,2024,,,,
U01642,2024,,,,
U01643,2024,,,,
U01644,2024,,,,
U01650,2024,,,,
U02717,2024,,,,
U01651,2024,,,,
U03169,2024,,,,
U02488,2024,,,,
U02489,2024,,,,
U01659,2024,,,,
U01660,2024,,,,
U02468,2024,,,,
U01663,2024,,,,
U01664,2024,,,,
U01674,2024,,,,
U03188,2024,,,,
U01691,2024,,,,
U01693,2024,,,,
U01692,2024,,,,
U01694,2024,,,,
U01695,2024,,,,
U01698,2024,,,,
U01699,2024,,,,
U01701,2024,,,,
U01711,2024,,,,
U01720,2024,,,,
U03195,2024,,,,
U02553,2024,,,,
U01749,2024,,,,
U01750,2024,,,,
U01751,2024,,,,
U01752,2024,,,,
U03203,2024,,,,
U01762,2024,,,,
U01764,2024,,,,
U01766,2024,,,,
U03205,2024,,,,
U01778,2024,,,,
U01780,2024,,,,
U01781,2024,,,,
U02626,2024,,,,
U01796,2024,,,,
U01797,2024,,,,
U01800,2024,,,,
U01807,2024,,,,
U01821,2024,,,,
U01827,2024,,,,
U01829,2024,,,,
U01834,2024,,,,
U01835,2024,,,,
U01836,2024,,,,
U01837,2024,,,,
U01839,2024,,,,
U01832,2024,,,,
U01838,2024,,,,
U01833,2024,,,,
U01841,2024,,,,
U01850,2024,,,,
U01852,2024,,,,
U01857,2024,,,,
U03220,2024,,,,
U03221,2024,,,,
U03222,2024,,,,
U01868,2024,,,,
U01870,2024,,,,
U01877,2024,,,,
U01878,2024,,,,
U01881,2024,,,,
U01885,2024,,,,
U01883,2024,,,,
U01884,2024,,,,
U01886,2024,,,,
U02558,2024,,,,
U03231,2024,,,,
U03233,2024,,,,
U02559,2024,,,,
U01896,2024,,,,
U01902,2024,,,,
U01903,2024,,,,
U01908,2024,,,,
U03247,2024,,,,
U01914,2024,,,,
U01916,2024,,,,
U01917,2024,,,,
U01924,2024,,,,
U01928,2024,,,,
U01930,2024,,,,
U01932,2024,,,,
U01933,2024,,,,
U01934,2024,,,,
U02260,2024,,,,
U01970,2024,,,,
U01985,2024,,,,
U01988,2024,,,,
U01992,2024,,,,
U02492,2024,,,,
U01995,2024,,,,
U01997,2024,,,,
U02005,2024,,,,
U02007,2024,,,,
U02011,2024,,,,
U03263,2024,,,,
U03264,2024,,,,
U00920,2024,,,,
U02033,2024,,,,
U02043,2024,,,,
U02044,2024,,,,
U02060,2024,,,,
U02065,2024,,,,
U02052,2024,,,,
U02054,2024,,,,
U02055,2024,,,,
U02073,2024,,,,
U03293,2024,,,,
U03294,2024,,,,
U02076,2024,,,,
U02077,2024,,,,
U02079,2024,,,,
U03298,2024,,,,
U02110,2024,,,,
U03305,2024,,,,
U02117,2024,,,,
U02122,2024,,,,
U03307,2024,,,,
U02128,2024,,,,
U02129,2024,,,,
U02130,2024,,,,
U02131,2024,,,,
U02148,2024,,,,
U02132,2024,,,,
U02135,2024,,,,
U02137,2024,,,,
U02138,2024,,,,
U02140,2024,,,,
U02144,2024,,,,
U02146,2024,,,,
U02147,2024,,,,
U02141,2024,,,,
U02142,2024,,,,
U02143,2024,,,,
U02134,2024,,,,
U02149,2024,,,,
U02150,2024,,,,
U02107,2024,,,,
U02152,2024,,,,
U02165,2024,,,,
U03313,2024,,,,
U02569,2024,,,,
U02562,2024,,,,
U02566,2024,,,,
U02179,2024,,,,
U00929,2024,,,,
U02182,2024,,,,
U02186,2024,,,,
U02691,2024,,,,
U00913,2024,,,,
U03321,2024,,,,
U00922,2024,,,,
U02192,2024,,,,
U02194,2024,,,,
U02193,2024,,,,
U02195,2024,,,,
U03348,2024,,,,
U03357,2024,,,,
U02275,2024,,,,
U02278,2024,,,,
U02281,2024,,,,
U02282,2024,,,,
U02285,2024,,,,
U02300,2024,,,,
U02304,2024,,,,
U02308,2024,,,,
U02315,2024,,,,
U02329,2024,,,,
U03365,2024,,,,
U02343,2024,,,,
U02344,2024,,,,
U02345,2024,,,,
U02346,2024,,,,
U02347,2024,,,,
U02349,2024,,,,
U02350,2024,,,,
U02354,2024,,,,
U02357,2024,,,,
U02365,2024,,,,
U02364,2024,,,,
U02371,2024,,,,
U02373,2024,,,,
U02378,2024,,,,
U02379,2024,,,,
U03542,2024,,,,
U03541,2024,,,,
U03543,2024,,,,
U03547,2024,,,,
U02571,2024,,,,
U01533,2024,,,,
U03555,2024,,,,
U03554,2024,,,,
U03559,2024,,,,
U03386,2024,,,,
U03563,2024,,,,
U03564,2024,,,,
U03565,2024,,,,
U03568,2024,,,,
U03393,2024,,,,
U03577,2024,,,,
U03581,2024,,,,
U03586,2024,,,,
U03588,2024,,,,
U03592,2024,,,,
U03402,2024,,,,
U03403,2024,,,,
U03613,2024,,,,
U03622,2024,,,,
U03623,2024,,,,
U03619,2024,,,,
U03621,2024,,,,
U03630,2024,,,,
U03632,2024,,,,
U02272,2024,,,,
U03425,2024,,,,
U03634,2024,,,,
U02273,2024,,,,
U03635,2024,,,,
U03636,2024,,,,
U03641,2024,,,,
U03657,2024,,,,
U03660,2024,,,,
U03663,2024,,,,
U03668,2024,,,,
U03680,2024,,,,
U03686,2024,,,,
U03691,2024,,,,
U03705,2024,,,,
U03706,2024,,,,
U03707,2024,,,,
U03708,2024,,,,
