university_id,year,source,total_students,students_per_staff,international_student_percentage,international_student_is_true_percentage,international_student_score_qs,faculty_student_score_qs
U01497,2023,WUR_2023,25782.0,19.9,0.0,True,,
U01497,2025,QS_2025,,,,False,1.0,5.1
U01498,2024,THE_2024,31378,24.0,0.0,True,,
U01498,2025,QS_2025,,,,False,1.0,3.8
U01499,2025,QS_2025,,,,False,1.9,10.6
U01500,2024,THE_2024,15820,17.5,6.0,True,,
U01500,2023,WUR_2023,15840.0,17.2,6.0,True,,
U01500,2025,QS_2025,,,,False,5.2,4.0
U01501,2025,QS_2025,,,,False,2.1,3.3
U01502,2025,QS_2025,,,,False,2.5,7.2
U01503,2025,QS_2025,,,,False,1.6,7.3
U01504,2024,THE_2024,22619,15.4,43.0,True,,
U01505,2024,THE_2024,15792,6.2,36.0,True,,
U01506,2024,THE_2024,33940,11.5,46.0,True,,
U01507,2024,THE_2024,12543,13.5,64.0,True,,
U01508,2024,THE_2024,18103,18.3,43.0,True,,
U01509,2024,THE_2024,51307,25.1,47.0,True,,
U01510,2024,THE_2024,34622,33.5,18.0,True,,
U01511,2024,THE_2024,16120,15.0,22.0,True,,
U01512,2024,THE_2024,19315,13.3,20.0,True,,
U01513,2024,THE_2024,8085,9.9,27.0,True,,
U01514,2024,THE_2024,40725,15.6,45.0,True,,
U01515,2024,THE_2024,18290,18.8,25.0,True,,
U01516,2024,THE_2024,17293,15.1,48.0,True,,
U01517,2024,THE_2024,10130,10.7,8.0,True,,
U01518,2024,THE_2024,47044,36.6,40.0,True,,
U01519,2024,THE_2024,59556,11.8,9.0,True,,
U01520,2024,THE_2024,42633,18.3,17.0,True,,
U01521,2024,THE_2024,20034,30.6,30.0,True,,
U01522,2024,THE_2024,34761,54.5,18.0,True,,
U01523,2024,THE_2024,26290,44.5,17.0,True,,
U01524,2024,THE_2024,8868,17.5,21.0,True,,
U01525,2024,THE_2024,21632,27.1,14.0,True,,
U01526,2024,THE_2024,55538,11.4,11.0,True,,
U01527,2024,THE_2024,25427,41.5,20.0,True,,
U01528,2024,THE_2024,27860,15.4,40.0,True,,
U01529,2024,THE_2024,24905,14.4,44.0,True,,
U01530,2024,THE_2024,23792,36.4,31.0,True,,
U01531,2024,THE_2024,39935,20.5,22.0,True,,
U01532,2024,THE_2024,45875,14.2,15.0,True,,
U01533,2024,THE_2024,63500,13.3,14.0,True,,
U01534,2024,THE_2024,19417,34.4,17.0,True,,
U01535,2024,THE_2024,18778,22.2,34.0,True,,
U01536,2024,THE_2024,29240,58.5,13.0,True,,
U01537,2024,THE_2024,20425,49.6,29.0,True,,
U01538,2024,THE_2024,21448,20.5,25.0,True,,
U01539,2024,THE_2024,23004,18.2,12.0,True,,
U01540,2024,THE_2024,26305,5.4,10.0,True,,
U01541,2024,THE_2024,35663,24.4,31.0,True,,
U01542,2024,THE_2024,44365,15.3,11.0,True,,
U01543,2024,THE_2024,45517,19.9,7.0,True,,
U01544,2024,THE_2024,74105,24.7,11.0,True,,
U01545,2024,THE_2024,29719,29.4,17.0,True,,
U01546,2024,THE_2024,614,7.4,11.0,True,,
U01547,2024,THE_2024,23637,38.3,12.0,True,,
U01548,2024,THE_2024,27190,16.6,28.0,True,,
U01549,2024,THE_2024,7475,57.1,14.0,True,,
U01550,2024,THE_2024,29467,41.9,13.0,True,,
U01551,2024,THE_2024,10908,18.6,41.0,True,,
U01552,2024,THE_2024,27529,25.1,5.0,True,,
U01553,2024,THE_2024,66389,12.3,12.0,True,,
U01554,2024,THE_2024,32901,13.2,13.0,True,,
U01555,2024,THE_2024,16048,18.9,14.0,True,,
U01556,2024,THE_2024,28572,14.5,14.0,True,,
U01557,2024,THE_2024,4027,15.5,29.0,True,,
U01558,2024,THE_2024,7271,8.4,30.0,True,,
U01559,2024,THE_2024,24608,31.3,16.0,True,,
U01560,2024,THE_2024,22269,14.1,32.0,True,,
U01561,2024,THE_2024,44401,26.5,7.0,True,,
U01562,2024,THE_2024,12173,22.7,13.0,True,,
U01563,2024,THE_2024,14330,38.1,16.0,True,,
U01564,2024,THE_2024,46256,11.2,17.0,True,,
U01565,2024,THE_2024,718,7.4,20.0,True,,
U01566,2024,THE_2024,83182,13.9,2.0,True,,
U01567,2024,THE_2024,28121,30.1,13.0,True,,
U01568,2024,THE_2024,1988,17.9,18.0,True,,
U01569,2024,THE_2024,30755,24.1,11.0,True,,
U01570,2024,THE_2024,3289,9.3,41.0,True,,
U01571,2024,THE_2024,7594,34.5,11.0,True,,
U01572,2024,THE_2024,14091,41.8,92.0,True,,
U01573,2024,THE_2024,19346,10.2,22.0,True,,
U01574,2024,THE_2024,3337,12.9,44.0,True,,
U01575,2024,THE_2024,27034,25.9,16.0,True,,
U01576,2024,THE_2024,2703,23.9,67.0,True,,
U01577,2024,THE_2024,37709,46.7,16.0,True,,
U01578,2024,THE_2024,9966,12.8,37.0,True,,
U01579,2024,THE_2024,25825,10.5,19.0,True,,
U01580,2024,THE_2024,15152,25.3,20.0,True,,
U01581,2024,THE_2024,3714,14.0,67.0,True,,
U01582,2024,THE_2024,11373,19.0,31.0,True,,
U01583,2024,THE_2024,12263,19.5,13.0,True,,
U01584,2024,THE_2024,27086,17.2,12.0,True,,
U01585,2024,THE_2024,28830,39.1,7.0,True,,
U01586,2024,THE_2024,7110,14.7,7.0,True,,
U01587,2024,THE_2024,16785,27.5,23.0,True,,
U01588,2024,THE_2024,19267,8.9,5.0,True,,
U01589,2024,THE_2024,15315,23.7,48.0,True,,
U01590,2024,THE_2024,29463,23.9,8.0,True,,
U01591,2024,THE_2024,23545,29.2,20.0,True,,
U01592,2024,THE_2024,40734,20.5,15.0,True,,
U01593,2024,THE_2024,2984,0.9,3.0,True,,
U01594,2024,THE_2024,17701,31.5,9.0,True,,
U01595,2024,THE_2024,3725,13.1,18.0,True,,
U01596,2024,THE_2024,4437,4.7,8.0,True,,
U01597,2024,THE_2024,28377,17.0,3.0,True,,
U01598,2024,THE_2024,27765,24.4,7.0,True,,
U01599,2024,THE_2024,30227,13.4,15.0,True,,
U01600,2024,THE_2024,32252,18.9,3.0,True,,
U01601,2024,THE_2024,20208,4.5,7.0,True,,
U01602,2024,THE_2024,37565,15.7,6.0,True,,
U01603,2024,THE_2024,3847,20.5,11.0,True,,
U01604,2024,THE_2024,8799,12.9,33.0,True,,
U01605,2024,THE_2024,20555,10.7,6.0,True,,
U01606,2024,THE_2024,24679,21.6,15.0,True,,
U01607,2024,THE_2024,3503,11.3,14.0,True,,
U01608,2024,THE_2024,9170,19.6,9.0,True,,
U01609,2024,THE_2024,2210,18.4,1.0,True,,
U01610,2024,THE_2024,26717,22.2,3.0,True,,
U01611,2024,THE_2024,1678,14.8,39.0,True,,
U01612,2024,THE_2024,27786,16.2,5.0,True,,
U01613,2024,THE_2024,1534,22.1,83.0,True,,
U01614,2024,THE_2024,1992,8.7,39.0,True,,
U01615,2024,THE_2024,111949,22.9,15.0,True,,
U01616,2024,THE_2024,6961,16.0,15.0,True,,
U01617,2024,THE_2024,10366,21.1,8.0,True,,
U01618,2024,THE_2024,42107,10.5,3.0,True,,
U01619,2024,THE_2024,1683,9.4,37.0,True,,
U01620,2024,THE_2024,3117,10.8,13.0,True,,
U01621,2024,THE_2024,24644,32.7,14.0,True,,
U01622,2024,THE_2024,25993,12.3,3.0,True,,
U01623,2024,THE_2024,23920,16.6,9.0,True,,
U01624,2024,THE_2024,4379,11.8,21.0,True,,
U01625,2024,THE_2024,8536,58.2,13.0,True,,
U01626,2024,THE_2024,30497,31.9,15.0,True,,
U01627,2024,THE_2024,2275,10.3,32.0,True,,
U01628,2024,THE_2024,11041,7.3,6.0,True,,
U01629,2024,THE_2024,32770,16.9,5.0,True,,
U01630,2024,THE_2024,18773,13.8,12.0,True,,
U01631,2024,THE_2024,3927,18.8,4.0,True,,
U01632,2024,THE_2024,5637,18.2,13.0,True,,
U01633,2024,THE_2024,17200,24.1,41.0,True,,
U01634,2024,THE_2024,18822,31.7,5.0,True,,
U01635,2024,THE_2024,5815,26.7,0.0,True,,
U01636,2024,THE_2024,25,0.3,26.0,True,,
U01637,2024,THE_2024,16102,22.0,18.0,True,,
U01638,2024,THE_2024,18061,18.6,7.0,True,,
U01639,2024,THE_2024,33024,20.5,20.0,True,,
U01640,2024,THE_2024,652,8.6,18.0,True,,
U01641,2024,THE_2024,23010,34.8,5.0,True,,
U01642,2024,THE_2024,12830,12.6,17.0,True,,
U01643,2024,THE_2024,4246,26.4,23.0,True,,
U01644,2024,THE_2024,7773,22.5,7.0,True,,
U01645,2024,THE_2024,2045,20.5,2.0,True,,
U01646,2024,THE_2024,36654,24.5,9.0,True,,
U01647,2024,THE_2024,9151,21.5,6.0,True,,
U01648,2024,THE_2024,5847,13.9,3.0,True,,
U01649,2024,THE_2024,3318,2.0,7.0,True,,
U01650,2024,THE_2024,4754,13.0,54.0,True,,
U01651,2024,THE_2024,23815,16.1,22.0,True,,
U01652,2024,THE_2024,22140,17.8,20.0,True,,
U01653,2024,THE_2024,10460,43.0,1.0,True,,
U01654,2024,THE_2024,13656,13.3,13.0,True,,
U01655,2024,THE_2024,2848,2.1,1.0,True,,
U01656,2024,THE_2024,1372,12.9,0.0,True,,
U01657,2024,THE_2024,47295,15.8,3.0,True,,
U01658,2024,THE_2024,8065,9.3,2.0,True,,
U01659,2024,THE_2024,36059,19.4,3.0,True,,
U01660,2024,THE_2024,28469,26.4,3.0,True,,
U01661,2024,THE_2024,18384,19.6,18.0,True,,
U01662,2024,THE_2024,4110,10.8,9.0,True,,
U01663,2024,THE_2024,15114,10.6,8.0,True,,
U01664,2024,THE_2024,49165,13.7,9.0,True,,
U01665,2024,THE_2024,14699,35.4,10.0,True,,
U01666,2024,THE_2024,29221,12.5,13.0,True,,
U01667,2024,THE_2024,11681,22.8,0.0,True,,
U01668,2024,THE_2024,7806,12.8,0.0,True,,
U01669,2024,THE_2024,1221,11.5,12.0,True,,
U01670,2024,THE_2024,5020,15.8,0.0,True,,
U01671,2024,THE_2024,14981,40.8,7.0,True,,
U01672,2024,THE_2024,25318,18.6,4.0,True,,
U01673,2024,THE_2024,4135,11.7,0.0,True,,
U01674,2024,THE_2024,30486,20.0,2.0,True,,
U01675,2024,THE_2024,8248,17.4,18.0,True,,
U01676,2024,THE_2024,3887,18.2,0.0,True,,
U01677,2024,THE_2024,12877,23.5,2.0,True,,
U01678,2024,THE_2024,28065,28.9,2.0,True,,
U01679,2024,THE_2024,6685,24.0,1.0,True,,
U01680,2024,THE_2024,32167,38.6,0.0,True,,
U01681,2024,THE_2024,15347,4.9,5.0,True,,
U01682,2024,THE_2024,6237,28.0,0.0,True,,
U01683,2024,THE_2024,3930,11.2,6.0,True,,
U01684,2024,THE_2024,17070,12.9,11.0,True,,
U01685,2024,THE_2024,3157,15.3,14.0,True,,
U01686,2024,THE_2024,2286,16.4,24.0,True,,
U01687,2024,THE_2024,1089,9.8,24.0,True,,
U01688,2024,THE_2024,800,14.8,14.0,True,,
U01689,2024,THE_2024,1751,18.4,3.0,True,,
U01690,2024,THE_2024,5561,19.4,2.0,True,,
U01691,2024,THE_2024,34828,12.8,4.0,True,,
U01692,2024,THE_2024,52534,13.5,1.0,True,,
U01693,2024,THE_2024,9166,16.8,38.0,True,,
U01694,2024,THE_2024,7845,33.2,1.0,True,,
U01695,2024,THE_2024,23336,31.7,2.0,True,,
U01696,2024,THE_2024,21518,26.5,0.0,True,,
U01697,2024,THE_2024,48569,19.0,0.0,True,,
U01698,2024,THE_2024,3053,44.9,3.0,True,,
U01699,2024,THE_2024,8156,25.8,5.0,True,,
U01700,2024,THE_2024,6174,16.7,0.0,True,,
U01701,2024,THE_2024,2375,18.8,1.0,True,,
U01702,2024,THE_2024,10244,27.5,5.0,True,,
U01703,2024,THE_2024,1905,18.3,7.0,True,,
U01704,2024,THE_2024,9084,8.3,10.0,True,,
U01705,2024,THE_2024,10353,26.7,17.0,True,,
U01706,2024,THE_2024,9831,18.5,3.0,True,,
U01707,2024,THE_2024,35258,9.4,6.0,True,,
U01708,2024,THE_2024,6910,13.0,13.0,True,,
U01709,2024,THE_2024,25631,10.3,20.0,True,,
U01710,2024,THE_2024,6579,5.0,3.0,True,,
U01711,2024,THE_2024,6912,22.0,19.0,True,,
U01712,2024,THE_2024,8654,28.4,2.0,True,,
U01713,2024,THE_2024,3265,20.5,3.0,True,,
U01714,2024,THE_2024,24802,12.3,10.0,True,,
U01715,2024,THE_2024,8594,13.0,1.0,True,,
U01716,2024,THE_2024,3229,10.7,2.0,True,,
U01717,2024,THE_2024,79372,31.5,13.0,True,,
U01718,2024,THE_2024,63803,20.0,16.0,True,,
U01719,2024,THE_2024,4715,17.3,0.0,True,,
U01720,2024,THE_2024,23602,9.1,12.0,True,,
U01721,2024,THE_2024,14332,28.9,5.0,True,,
U01722,2024,THE_2024,8666,9.0,4.0,True,,
U01723,2024,THE_2024,6715,12.4,1.0,True,,
U01724,2024,THE_2024,16693,14.9,12.0,True,,
U01725,2024,THE_2024,6616,22.2,12.0,True,,
U01726,2024,THE_2024,32345,16.5,1.0,True,,
U01727,2024,THE_2024,38866,13.5,3.0,True,,
U01728,2024,THE_2024,6130,18.7,29.0,True,,
U01729,2024,THE_2024,12212,9.3,5.0,True,,
U01730,2024,THE_2024,7198,12.0,21.0,True,,
U01731,2024,THE_2024,7661,20.6,4.0,True,,
U01732,2024,THE_2024,4704,16.3,2.0,True,,
U01733,2024,THE_2024,23137,29.2,86.0,True,,
U01734,2024,THE_2024,26730,23.2,4.0,True,,
U01735,2024,THE_2024,8308,15.0,14.0,True,,
U01736,2024,THE_2024,39996,13.2,3.0,True,,
U01737,2024,THE_2024,13248,14.3,6.0,True,,
U01738,2024,THE_2024,18725,18.2,2.0,True,,
U01739,2024,THE_2024,9449,30.1,8.0,True,,
U01740,2024,THE_2024,81570,33.5,8.0,True,,
U01741,2024,THE_2024,33296,96.5,6.0,True,,
U01742,2024,THE_2024,10132,15.6,5.0,True,,
U01743,2024,THE_2024,13562,11.2,26.0,True,,
U01744,2024,THE_2024,23272,9.8,13.0,True,,
U01745,2024,THE_2024,26967,14.5,14.0,True,,
U01746,2024,THE_2024,26740,11.9,2.0,True,,
U01747,2024,THE_2024,480,1.6,2.0,True,,
U01748,2024,THE_2024,42668,15.1,1.0,True,,
U01749,2024,THE_2024,2940,24.2,10.0,True,,
U01750,2024,THE_2024,33611,46.5,5.0,True,,
U01751,2024,THE_2024,6050,15.8,15.0,True,,
U01752,2024,THE_2024,14304,24.7,2.0,True,,
U01753,2024,THE_2024,2751,13.4,1.0,True,,
U01754,2024,THE_2024,24872,14.6,6.0,True,,
U01755,2024,THE_2024,15207,38.1,2.0,True,,
U01756,2024,THE_2024,12057,8.0,4.0,True,,
U01757,2024,THE_2024,13856,29.9,13.0,True,,
U01758,2024,THE_2024,33133,18.9,3.0,True,,
U01759,2024,THE_2024,1465,5.5,8.0,True,,
U01760,2024,THE_2024,11742,6.2,12.0,True,,
U01761,2024,THE_2024,40412,31.9,11.0,True,,
U01762,2024,THE_2024,6223,20.0,4.0,True,,
U01763,2024,THE_2024,13023,19.3,5.0,True,,
U01764,2024,THE_2024,6307,10.0,35.0,True,,
U01765,2024,THE_2024,4556,12.4,5.0,True,,
U01766,2024,THE_2024,37686,18.8,5.0,True,,
U01767,2024,THE_2024,14005,24.6,25.0,True,,
U01768,2024,THE_2024,8253,11.3,7.0,True,,
U01769,2024,THE_2024,8014,10.9,14.0,True,,
U01770,2024,THE_2024,37660,15.3,1.0,True,,
U01771,2024,THE_2024,28884,12.2,5.0,True,,
U01772,2024,THE_2024,20139,63.5,1.0,True,,
U01773,2024,THE_2024,8987,11.7,3.0,True,,
U01774,2024,THE_2024,16260,10.4,24.0,True,,
U01775,2024,THE_2024,8878,15.0,19.0,True,,
U01776,2024,THE_2024,6034,14.2,4.0,True,,
U01777,2024,THE_2024,15951,13.5,2.0,True,,
U01778,2024,THE_2024,3545,7.4,2.0,True,,
U01779,2024,THE_2024,5970,16.3,12.0,True,,
U01780,2024,THE_2024,35992,45.4,1.0,True,,
U01781,2024,THE_2024,18795,47.9,22.0,True,,
U01782,2024,THE_2024,20224,20.3,1.0,True,,
U01783,2024,THE_2024,12276,9.4,8.0,True,,
U01784,2024,THE_2024,21846,54.8,7.0,True,,
U01785,2024,THE_2024,23163,33.1,11.0,True,,
U01786,2024,THE_2024,23419,16.3,4.0,True,,
U01787,2024,THE_2024,8586,30.1,9.0,True,,
U01788,2024,THE_2024,18722,11.2,12.0,True,,
U01789,2024,THE_2024,23045,12.8,7.0,True,,
U01790,2024,THE_2024,11543,22.2,17.0,True,,
U01791,2024,THE_2024,35014,16.0,1.0,True,,
U01792,2024,THE_2024,9231,12.0,7.0,True,,
U01793,2024,THE_2024,2550,17.2,0.0,True,,
U01794,2024,THE_2024,24154,16.3,2.0,True,,
U01795,2024,THE_2024,39510,16.4,5.0,True,,
U01796,2024,THE_2024,37049,21.2,15.0,True,,
U01797,2024,THE_2024,12000,18.1,1.0,True,,
U01798,2024,THE_2024,8940,17.5,0.0,True,,
U01799,2024,THE_2024,32299,33.9,1.0,True,,
U01800,2024,THE_2024,12730,23.4,3.0,True,,
U01801,2024,THE_2024,42080,13.5,1.0,True,,
U01802,2024,THE_2024,25031,19.8,6.0,True,,
U01803,2024,THE_2024,5434,15.9,20.0,True,,
U01804,2024,THE_2024,42106,17.4,1.0,True,,
U01805,2024,THE_2024,14158,21.0,14.0,True,,
U01806,2024,THE_2024,6880,17.0,12.0,True,,
U01807,2024,THE_2024,3980,21.5,1.0,True,,
U01808,2024,THE_2024,37527,17.5,0.0,True,,
U01809,2024,THE_2024,14728,1.7,2.0,True,,
U01810,2024,THE_2024,5472,11.5,1.0,True,,
U01811,2024,THE_2024,11056,21.3,0.0,True,,
U01812,2024,THE_2024,2854,13.2,5.0,True,,
U01813,2024,THE_2024,1654,11.1,0.0,True,,
U01814,2024,THE_2024,1848,14.9,0.0,True,,
U01815,2024,THE_2024,41222,7.9,14.0,True,,
U01816,2024,THE_2024,2714,23.4,5.0,True,,
U01817,2024,THE_2024,5121,12.9,27.0,True,,
U01818,2024,THE_2024,10944,10.2,3.0,True,,
U01819,2024,THE_2024,6738,24.4,3.0,True,,
U01820,2024,THE_2024,13321,16.1,7.0,True,,
U01821,2024,THE_2024,12194,15.2,10.0,True,,
U01822,2024,THE_2024,6175,18.1,0.0,True,,
U01823,2024,THE_2024,1851,18.5,2.0,True,,
U01824,2024,THE_2024,23176,12.4,4.0,True,,
U01825,2024,THE_2024,8315,9.5,8.0,True,,
U01826,2024,THE_2024,72606,28.7,2.0,True,,
U01827,2024,THE_2024,8049,7.5,4.0,True,,
U01828,2024,THE_2024,6528,12.2,5.0,True,,
U01829,2024,THE_2024,14660,18.9,40.0,True,,
U01830,2024,THE_2024,8727,23.1,1.0,True,,
U01831,2024,THE_2024,5052,16.0,1.0,True,,
U01832,2024,THE_2024,12714,32.2,4.0,True,,
U01833,2024,THE_2024,1376,3.2,1.0,True,,
U01834,2024,THE_2024,26010,13.5,2.0,True,,
U01835,2024,THE_2024,8434,25.0,19.0,True,,
U01836,2024,THE_2024,6376,9.2,23.0,True,,
U01837,2024,THE_2024,9474,16.1,10.0,True,,
U01838,2024,THE_2024,34961,14.7,7.0,True,,
U01839,2024,THE_2024,8339,32.1,1.0,True,,
U01840,2024,THE_2024,23418,22.4,2.0,True,,
U01841,2024,THE_2024,10237,8.4,9.0,True,,
U01842,2024,THE_2024,12069,8.6,16.0,True,,
U01843,2024,THE_2024,11773,29.7,0.0,True,,
U01844,2024,THE_2024,13795,16.3,2.0,True,,
U01845,2024,THE_2024,35807,16.8,4.0,True,,
U01846,2024,THE_2024,22378,9.3,4.0,True,,
U01847,2024,THE_2024,175561,17.1,4.0,True,,
U01848,2024,THE_2024,12305,16.0,6.0,True,,
U01849,2024,THE_2024,36736,18.6,3.0,True,,
U01850,2024,THE_2024,30591,18.6,3.0,True,,
U01851,2024,THE_2024,2937,16.5,12.0,True,,
U01852,2024,THE_2024,18657,9.2,4.0,True,,
U01853,2024,THE_2024,6181,26.7,8.0,True,,
U01854,2024,THE_2024,11069,12.2,11.0,True,,
U01855,2024,THE_2024,11792,11.0,0.0,True,,
U01856,2024,THE_2024,13154,18.7,2.0,True,,
U01857,2024,THE_2024,2556,9.3,4.0,True,,
U01858,2024,THE_2024,8585,35.0,28.0,True,,
U01859,2024,THE_2024,27592,17.5,12.0,True,,
U01860,2024,THE_2024,8245,19.6,36.0,True,,
U01861,2024,THE_2024,52335,16.7,8.0,True,,
U01862,2024,THE_2024,2755,9.2,0.0,True,,
U01863,2024,THE_2024,16620,13.3,1.0,True,,
U01864,2024,THE_2024,9938,10.1,2.0,True,,
U01865,2024,THE_2024,2502,20.3,0.0,True,,
U01866,2024,THE_2024,1869,13.4,0.0,True,,
U01867,2024,THE_2024,39221,15.8,14.0,True,,
U01868,2024,THE_2024,10321,6.9,0.0,True,,
U01869,2024,THE_2024,18012,22.9,6.0,True,,
U01870,2024,THE_2024,1367,3.4,1.0,True,,
U01871,2024,THE_2024,9741,10.6,29.0,True,,
U01872,2024,THE_2024,29490,21.8,11.0,True,,
U01873,2024,THE_2024,6375,9.2,6.0,True,,
U01874,2024,THE_2024,21302,9.6,6.0,True,,
U01875,2024,THE_2024,13300,26.4,12.0,True,,
U01876,2024,THE_2024,6980,19.2,1.0,True,,
U01877,2024,THE_2024,6925,13.1,19.0,True,,
U01878,2024,THE_2024,17367,15.1,5.0,True,,
U01879,2024,THE_2024,22633,18.6,2.0,True,,
U01880,2024,THE_2024,27976,14.6,3.0,True,,
U01881,2024,THE_2024,19651,24.8,13.0,True,,
U01882,2024,THE_2024,28491,10.2,7.0,True,,
U01883,2024,THE_2024,11120,12.3,11.0,True,,
U01884,2024,THE_2024,17459,11.5,7.0,True,,
U01885,2024,THE_2024,15359,12.4,5.0,True,,
U01886,2024,THE_2024,19189,12.2,3.0,True,,
U01887,2024,THE_2024,1315,2.9,1.0,True,,
U01888,2024,THE_2024,46464,47.3,4.0,True,,
U01889,2024,THE_2024,12902,17.0,10.0,True,,
U01890,2024,THE_2024,24835,21.7,11.0,True,,
U01891,2024,THE_2024,17933,6.5,29.0,True,,
U01892,2024,THE_2024,7477,27.1,2.0,True,,
U01893,2024,THE_2024,6810,11.4,1.0,True,,
U01894,2024,THE_2024,11828,31.8,11.0,True,,
U01895,2024,THE_2024,13545,29.1,64.0,True,,
U01896,2024,THE_2024,110873,30.9,2.0,True,,
U01897,2024,THE_2024,85158,31.6,0.0,True,,
U01898,2024,THE_2024,15159,17.6,3.0,True,,
U01899,2024,THE_2024,19416,17.7,8.0,True,,
U01900,2024,THE_2024,18448,16.4,3.0,True,,
U01901,2024,THE_2024,22266,36.4,3.0,True,,
U01902,2024,THE_2024,16638,14.4,4.0,True,,
U01903,2024,THE_2024,18126,17.6,2.0,True,,
U01904,2024,THE_2024,27917,19.7,1.0,True,,
U01905,2024,THE_2024,5462,24.1,1.0,True,,
U01906,2024,THE_2024,27163,35.3,1.0,True,,
U01907,2024,THE_2024,11910,16.4,6.0,True,,
U01908,2024,THE_2024,9307,21.7,2.0,True,,
U01909,2024,THE_2024,11416,12.0,30.0,True,,
U01910,2024,THE_2024,20146,10.7,3.0,True,,
U01911,2024,THE_2024,46689,18.0,0.0,True,,
U01912,2024,THE_2024,21119,16.1,1.0,True,,
U01913,2024,THE_2024,19711,24.5,0.0,True,,
U01914,2024,THE_2024,35348,25.4,6.0,True,,
U01915,2024,THE_2024,8850,15.7,1.0,True,,
U01916,2024,THE_2024,24908,33.5,11.0,True,,
U01917,2024,THE_2024,30262,17.1,1.0,True,,
U01918,2024,THE_2024,3071,3.6,1.0,True,,
U01919,2024,THE_2024,6817,17.3,0.0,True,,
U01920,2024,THE_2024,10719,16.8,0.0,True,,
U01921,2024,THE_2024,14741,24.7,0.0,True,,
U01922,2024,THE_2024,8928,21.7,0.0,True,,
U01923,2024,THE_2024,9464,22.8,3.0,True,,
U01924,2024,THE_2024,1216,4.1,3.0,True,,
U01925,2024,THE_2024,33228,17.8,19.0,True,,
U01926,2024,THE_2024,6013,7.2,2.0,True,,
U01927,2024,THE_2024,5224,18.4,31.0,True,,
U01928,2024,THE_2024,1592,15.0,19.0,True,,
U01929,2024,THE_2024,1589,12.6,0.0,True,,
U01930,2024,THE_2024,2486,14.9,1.0,True,,
U01931,2024,THE_2024,2058,12.9,1.0,True,,
U01932,2024,THE_2024,17182,24.0,8.0,True,,
U01933,2024,THE_2024,64226,47.8,0.0,True,,
U01934,2024,THE_2024,22236,27.8,6.0,True,,
U01935,2024,THE_2024,8258,8.9,36.0,True,,
U01936,2024,THE_2024,28561,14.6,2.0,True,,
U01937,2024,THE_2024,30186,14.9,1.0,True,,
U01938,2024,THE_2024,1217,1.6,3.0,True,,
U01939,2024,THE_2024,10279,12.8,2.0,True,,
U01940,2024,THE_2024,4968,12.1,0.0,True,,
U01941,2024,THE_2024,5350,3.9,3.0,True,,
U01942,2024,THE_2024,7055,43.0,0.0,True,,
U01943,2024,THE_2024,5007,9.0,1.0,True,,
U01944,2024,THE_2024,19228,13.3,5.0,True,,
U01945,2024,THE_2024,15681,17.0,6.0,True,,
U01946,2024,THE_2024,2496,4.2,17.0,True,,
U01947,2024,THE_2024,10410,12.1,4.0,True,,
U01948,2024,THE_2024,8762,22.7,2.0,True,,
U01949,2024,THE_2024,14768,20.7,5.0,True,,
U01950,2024,THE_2024,9968,12.6,8.0,True,,
U01951,2024,THE_2024,35595,13.3,6.0,True,,
U01952,2024,THE_2024,3452,23.6,0.0,True,,
U01953,2024,THE_2024,13164,32.3,7.0,True,,
U01954,2024,THE_2024,5705,13.1,8.0,True,,
U01955,2024,THE_2024,6340,5.4,17.0,True,,
U01956,2024,THE_2024,10068,6.4,8.0,True,,
U01957,2024,THE_2024,9704,19.9,0.0,True,,
U01958,2024,THE_2024,12189,16.5,8.0,True,,
U01959,2024,THE_2024,4415,18.6,2.0,True,,
U01960,2024,THE_2024,75399,17.7,1.0,True,,
U01961,2024,THE_2024,8459,23.6,0.0,True,,
U01962,2024,THE_2024,4833,14.0,2.0,True,,
U01963,2024,THE_2024,4540,7.4,3.0,True,,
U01964,2024,THE_2024,21759,18.2,2.0,True,,
U01965,2024,THE_2024,6643,19.8,5.0,True,,
U01966,2024,THE_2024,18828,12.8,13.0,True,,
U01967,2024,THE_2024,18122,12.0,5.0,True,,
U01968,2024,THE_2024,3424,14.4,2.0,True,,
U01969,2024,THE_2024,939,0.9,0.0,True,,
U01970,2024,THE_2024,15046,17.6,4.0,True,,
U01971,2024,THE_2024,1164,2.5,1.0,True,,
U01972,2024,THE_2024,16267,13.7,24.0,True,,
U01973,2024,THE_2024,12702,44.7,0.0,True,,
U01974,2024,THE_2024,12686,21.1,1.0,True,,
U01975,2024,THE_2024,7296,6.0,11.0,True,,
U01976,2024,THE_2024,8215,11.8,6.0,True,,
U01977,2024,THE_2024,22042,20.4,0.0,True,,
U01978,2024,THE_2024,10634,22.9,4.0,True,,
U01979,2024,THE_2024,25073,18.4,0.0,True,,
U01980,2024,THE_2024,17693,14.5,3.0,True,,
U01981,2024,THE_2024,5354,27.2,1.0,True,,
U01982,2024,THE_2024,19172,24.3,0.0,True,,
U01983,2024,THE_2024,14404,15.1,1.0,True,,
U01984,2024,THE_2024,30597,12.6,3.0,True,,
U01985,2024,THE_2024,15142,25.2,5.0,True,,
U01986,2024,THE_2024,7198,20.3,0.0,True,,
U01987,2024,THE_2024,8326,20.7,1.0,True,,
U01988,2024,THE_2024,23263,16.7,2.0,True,,
U01989,2024,THE_2024,9401,18.3,13.0,True,,
U01990,2024,THE_2024,95994,55.6,1.0,True,,
