university_id,year,source,research_score,citation_score,research_impact
U01525,2024,THE_2024,56.5,89.0,72.75
U01526,2024,THE_2024,52.7,88.4,70.55000000000001
U01527,2024,THE_2024,59.7,82.5,71.1
U01528,2024,THE_2024,49.5,92.3,70.9
U01529,2024,THE_2024,52.1,89.0,70.55
U01530,2024,THE_2024,50.6,92.8,71.7
U01531,2024,THE_2024,54.1,81.7,67.9
U01532,2024,THE_2024,58.7,83.7,71.2
U01533,2024,THE_2024,46.9,87.3,67.1
U01534,2024,THE_2024,51.3,86.2,68.75
U01535,2024,THE_2024,48.4,87.6,68.0
U01536,2024,THE_2024,53.3,84.8,69.05
U01537,2024,THE_2024,55.6,78.1,66.85
U01538,2024,THE_2024,56.8,72.5,64.65
U01539,2024,THE_2024,51.0,91.3,71.15
U01540,2024,THE_2024,46.1,92.4,69.25
U01541,2024,THE_2024,45.7,88.3,67.0
U01542,2024,THE_2024,47.3,91.4,69.35
U01543,2024,THE_2024,51.3,85.7,68.5
U01544,2024,THE_2024,44.6,86.5,65.55
U01545,2024,THE_2024,51.1,79.3,65.2
U01546,2024,THE_2024,42.6,82.9,62.75
U01547,2024,THE_2024,43.4,90.8,67.1
U01548,2024,THE_2024,42.5,95.7,69.1
U01549,2024,THE_2024,45.4,90.2,67.8
U01550,2024,THE_2024,48.1,79.7,63.900000000000006
U01551,2024,THE_2024,38.1,90.3,64.2
U01552,2024,THE_2024,47.3,83.7,65.5
U01553,2024,THE_2024,38.4,84.9,61.650000000000006
U01554,2024,THE_2024,41.4,84.8,63.099999999999994
U01555,2024,THE_2024,42.0,81.8,61.9
U01556,2024,THE_2024,38.2,82.4,60.300000000000004
U01557,2024,THE_2024,33.5,91.6,62.55
U01558,2024,THE_2024,28.7,93.5,61.1
U01559,2024,THE_2024,38.8,85.5,62.15
U01560,2024,THE_2024,33.6,93.3,63.45
U01561,2024,THE_2024,38.5,84.1,61.3
U01562,2024,THE_2024,38.3,90.5,64.4
U01563,2024,THE_2024,44.7,80.4,62.550000000000004
U01564,2024,THE_2024,37.2,78.4,57.800000000000004
U01565,2024,THE_2024,39.0,80.1,59.55
U01566,2024,THE_2024,60.7,57.3,59.0
U01567,2024,THE_2024,34.5,82.3,58.4
U01568,2024,THE_2024,27.9,98.0,62.95
U01569,2024,THE_2024,32.6,82.3,57.45
U01570,2024,THE_2024,35.9,78.4,57.150000000000006
U01571,2024,THE_2024,44.4,71.5,57.95
U01572,2024,THE_2024,34.2,78.9,56.550000000000004
U01573,2024,THE_2024,35.4,72.6,54.0
U01574,2024,THE_2024,29.3,89.6,59.449999999999996
U01575,2024,THE_2024,38.0,72.3,55.15
U01576,2024,THE_2024,36.6,81.7,59.150000000000006
U01577,2024,THE_2024,46.7,72.2,59.45
U01578,2024,THE_2024,27.8,76.9,52.35
U01579,2024,THE_2024,29.7,81.4,55.550000000000004
U01580,2024,THE_2024,49.5,63.1,56.3
U01581,2024,THE_2024,26.4,84.0,55.2
U01582,2024,THE_2024,44.1,57.6,50.85
U01583,2024,THE_2024,39.0,68.8,53.9
U01584,2024,THE_2024,34.1,76.1,55.099999999999994
U01585,2024,THE_2024,30.0,89.4,59.7
U01586,2024,THE_2024,32.8,92.4,62.6
U01587,2024,THE_2024,32.3,92.1,62.199999999999996
U01588,2024,THE_2024,36.3,68.9,52.6
U01589,2024,THE_2024,33.1,70.3,51.7
U01590,2024,THE_2024,33.3,81.6,57.449999999999996
U01591,2024,THE_2024,38.7,72.7,55.7
U01592,2024,THE_2024,35.6,74.7,55.150000000000006
U01593,2024,THE_2024,21.3,91.7,56.5
U01594,2024,THE_2024,32.3,82.7,57.5
U01595,2024,THE_2024,25.8,93.5,59.65
U01596,2024,THE_2024,34.9,78.8,56.849999999999994
U01597,2024,THE_2024,31.6,84.5,58.05
U01598,2024,THE_2024,42.9,72.4,57.650000000000006
U01599,2024,THE_2024,29.9,76.3,53.099999999999994
U01600,2024,THE_2024,45.5,54.0,49.75
U01601,2024,THE_2024,23.7,93.7,58.7
U01602,2024,THE_2024,40.5,68.2,54.35
U01603,2024,THE_2024,37.9,69.5,53.7
U01604,2024,THE_2024,21.0,81.4,51.2
U01605,2024,THE_2024,36.7,74.8,55.75
U01606,2024,THE_2024,28.3,84.9,56.6
U01607,2024,THE_2024,28.9,76.0,52.45
U01608,2024,THE_2024,23.9,86.8,55.349999999999994
U01609,2024,THE_2024,29.0,76.9,52.95
U01610,2024,THE_2024,22.7,81.2,51.95
U01611,2024,THE_2024,33.4,50.6,42.0
U01612,2024,THE_2024,31.7,74.4,53.050000000000004
U01613,2024,THE_2024,35.9,48.9,42.4
U01614,2024,THE_2024,30.3,55.7,43.0
U01615,2024,THE_2024,30.2,65.7,47.95
U01616,2024,THE_2024,33.2,63.2,48.2
U01617,2024,THE_2024,29.9,73.8,51.849999999999994
U01618,2024,THE_2024,23.4,65.8,44.599999999999994
U01619,2024,THE_2024,36.5,43.6,40.05
U01620,2024,THE_2024,32.6,60.2,46.400000000000006
U01621,2024,THE_2024,31.4,68.8,50.099999999999994
U01622,2024,THE_2024,26.0,66.0,46.0
U01623,2024,THE_2024,31.1,71.5,51.3
U01624,2024,THE_2024,26.4,67.2,46.8
U01625,2024,THE_2024,36.5,66.5,51.5
U01626,2024,THE_2024,30.2,73.5,51.85
U01627,2024,THE_2024,20.7,75.6,48.15
U01628,2024,THE_2024,16.3,80.9,48.6
U01629,2024,THE_2024,24.6,75.1,49.849999999999994
U01630,2024,THE_2024,33.5,80.2,56.85
U01631,2024,THE_2024,27.7,90.3,59.0
U01632,2024,THE_2024,31.6,59.3,45.45
U01633,2024,THE_2024,16.3,84.8,50.55
U01634,2024,THE_2024,22.8,73.2,48.0
U01635,2024,THE_2024,21.5,94.4,57.95
U01636,2024,THE_2024,22.0,74.4,48.2
U01637,2024,THE_2024,30.9,62.4,46.65
U01638,2024,THE_2024,37.5,56.6,47.05
U01639,2024,THE_2024,22.0,65.6,43.8
U01640,2024,THE_2024,28.6,48.1,38.35
U01641,2024,THE_2024,24.9,74.3,49.599999999999994
U01642,2024,THE_2024,21.8,66.9,44.35
U01643,2024,THE_2024,24.5,53.0,38.75
U01644,2024,THE_2024,22.9,85.3,54.099999999999994
U01645,2024,THE_2024,38.1,62.3,50.2
U01646,2024,THE_2024,25.2,67.2,46.2
U01647,2024,THE_2024,27.3,74.6,50.949999999999996
U01648,2024,THE_2024,29.5,65.9,47.7
U01649,2024,THE_2024,16.4,77.8,47.099999999999994
U01650,2024,THE_2024,21.0,76.1,48.55
U01651,2024,THE_2024,22.7,75.8,49.25
U01652,2024,THE_2024,33.7,61.5,47.6
U01653,2024,THE_2024,27.6,76.9,52.25
U01654,2024,THE_2024,24.3,68.1,46.199999999999996
U01655,2024,THE_2024,14.2,78.0,46.1
U01656,2024,THE_2024,22.8,77.7,50.25
U01657,2024,THE_2024,24.3,79.8,52.05
U01658,2024,THE_2024,15.1,73.1,44.099999999999994
U01659,2024,THE_2024,17.8,84.1,50.949999999999996
U01660,2024,THE_2024,22.5,79.2,50.85
U01661,2024,THE_2024,24.0,61.5,42.75
U01662,2024,THE_2024,17.2,71.9,44.550000000000004
U01663,2024,THE_2024,22.1,68.8,45.45
U01664,2024,THE_2024,25.6,75.7,50.650000000000006
U01665,2024,THE_2024,29.8,67.3,48.55
U01666,2024,THE_2024,24.6,64.9,44.75
U01667,2024,THE_2024,12.6,80.4,46.5
U01668,2024,THE_2024,12.5,81.5,47.0
U01669,2024,THE_2024,13.8,58.6,36.2
U01670,2024,THE_2024,12.8,64.8,38.8
U01671,2024,THE_2024,23.5,71.3,47.4
U01672,2024,THE_2024,30.5,62.6,46.55
U01673,2024,THE_2024,12.0,70.5,41.25
U01674,2024,THE_2024,21.8,78.3,50.05
U01675,2024,THE_2024,22.2,65.4,43.800000000000004
U01676,2024,THE_2024,32.6,48.0,40.3
U01677,2024,THE_2024,26.6,57.4,42.0
U01678,2024,THE_2024,9.6,79.0,44.3
U01679,2024,THE_2024,15.4,83.4,49.400000000000006
U01680,2024,THE_2024,23.8,71.0,47.4
U01681,2024,THE_2024,20.9,65.8,43.349999999999994
U01682,2024,THE_2024,16.1,82.0,49.05
U01683,2024,THE_2024,20.0,45.6,32.8
U01684,2024,THE_2024,19.9,62.6,41.25
U01685,2024,THE_2024,19.1,63.3,41.2
U01686,2024,THE_2024,25.7,32.6,29.15
U01687,2024,THE_2024,31.4,34.5,32.95
U01688,2024,THE_2024,37.0,31.3,34.15
U01689,2024,THE_2024,27.6,62.4,45.0
U01690,2024,THE_2024,12.8,82.6,47.699999999999996
U01691,2024,THE_2024,33.1,38.1,35.6
U01692,2024,THE_2024,36.0,36.7,36.35
U01693,2024,THE_2024,17.2,71.3,44.25
U01694,2024,THE_2024,24.7,65.5,45.1
U01695,2024,THE_2024,18.3,71.7,45.0
U01696,2024,THE_2024,15.0,83.4,49.2
U01697,2024,THE_2024,19.3,79.6,49.449999999999996
U01698,2024,THE_2024,27.4,72.9,50.150000000000006
U01699,2024,THE_2024,19.6,72.4,46.0
U01700,2024,THE_2024,24.1,59.7,41.900000000000006
U01701,2024,THE_2024,24.1,70.6,47.349999999999994
U01702,2024,THE_2024,22.7,80.4,51.550000000000004
U01703,2024,THE_2024,21.4,71.7,46.55
U01704,2024,THE_2024,16.4,54.5,35.45
U01705,2024,THE_2024,35.7,56.3,46.0
U01706,2024,THE_2024,15.0,74.8,44.9
U01707,2024,THE_2024,14.1,77.5,45.8
U01708,2024,THE_2024,19.2,78.3,48.75
U01709,2024,THE_2024,13.4,62.7,38.050000000000004
U01710,2024,THE_2024,17.1,59.3,38.2
U01711,2024,THE_2024,28.7,44.4,36.55
U01712,2024,THE_2024,19.9,74.7,47.3
U01713,2024,THE_2024,15.0,75.6,45.3
U01714,2024,THE_2024,15.8,61.5,38.65
U01715,2024,THE_2024,21.7,43.6,32.65
U01716,2024,THE_2024,11.2,67.6,39.4
U01717,2024,THE_2024,23.2,58.6,40.9
U01718,2024,THE_2024,18.9,58.0,38.45
U01719,2024,THE_2024,15.6,76.5,46.05
U01720,2024,THE_2024,18.5,46.3,32.4
U01721,2024,THE_2024,22.6,75.6,49.099999999999994
U01722,2024,THE_2024,14.7,63.9,39.3
U01723,2024,THE_2024,12.4,65.6,39.0
U01724,2024,THE_2024,22.7,61.9,42.3
U01725,2024,THE_2024,27.2,53.7,40.45
U01726,2024,THE_2024,21.2,79.4,50.300000000000004
U01727,2024,THE_2024,16.2,69.1,42.65
U01728,2024,THE_2024,27.0,38.3,32.65
U01729,2024,THE_2024,19.4,71.2,45.3
U01730,2024,THE_2024,27.1,43.2,35.150000000000006
U01731,2024,THE_2024,20.2,64.7,42.45
U01732,2024,THE_2024,19.5,71.7,45.6
U01733,2024,THE_2024,18.8,66.6,42.699999999999996
U01734,2024,THE_2024,25.6,64.7,45.150000000000006
U01735,2024,THE_2024,25.0,62.4,43.7
U01736,2024,THE_2024,28.1,57.8,42.95
U01737,2024,THE_2024,15.9,60.0,37.95
U01738,2024,THE_2024,20.4,61.2,40.8
U01739,2024,THE_2024,25.0,63.5,44.25
U01740,2024,THE_2024,16.1,68.7,42.400000000000006
U01741,2024,THE_2024,18.2,75.9,47.050000000000004
U01742,2024,THE_2024,22.5,77.9,50.2
U01743,2024,THE_2024,18.0,54.4,36.2
U01744,2024,THE_2024,21.0,57.3,39.15
U01745,2024,THE_2024,25.0,55.4,40.2
U01746,2024,THE_2024,12.0,80.8,46.4
U01747,2024,THE_2024,11.6,71.9,41.75
U01748,2024,THE_2024,18.4,84.1,51.25
U01749,2024,THE_2024,24.0,76.1,50.05
U01750,2024,THE_2024,25.3,58.3,41.8
U01751,2024,THE_2024,33.4,55.5,44.45
U01752,2024,THE_2024,21.8,64.5,43.15
U01753,2024,THE_2024,20.5,63.6,42.05
U01754,2024,THE_2024,21.1,58.7,39.900000000000006
U01755,2024,THE_2024,24.7,66.3,45.5
U01756,2024,THE_2024,22.9,49.9,36.4
U01757,2024,THE_2024,26.9,60.7,43.8
U01758,2024,THE_2024,21.7,63.9,42.8
U01759,2024,THE_2024,12.8,79.3,46.05
U01760,2024,THE_2024,18.5,54.3,36.4
U01761,2024,THE_2024,20.5,65.5,43.0
U01762,2024,THE_2024,22.6,77.3,49.95
U01763,2024,THE_2024,20.2,73.1,46.65
U01764,2024,THE_2024,23.4,55.0,39.2
U01765,2024,THE_2024,11.7,69.3,40.5
U01766,2024,THE_2024,15.6,68.3,41.949999999999996
U01767,2024,THE_2024,16.0,66.5,41.25
U01768,2024,THE_2024,21.7,62.2,41.95
U01769,2024,THE_2024,13.3,66.9,40.1
U01770,2024,THE_2024,25.0,61.0,43.0
U01771,2024,THE_2024,19.0,75.4,47.2
U01772,2024,THE_2024,21.9,54.4,38.15
U01773,2024,THE_2024,10.7,58.1,34.4
U01774,2024,THE_2024,15.1,55.0,35.05
U01775,2024,THE_2024,19.5,52.3,35.9
U01776,2024,THE_2024,24.0,51.1,37.55
U01777,2024,THE_2024,19.6,48.4,34.0
U01778,2024,THE_2024,10.2,66.4,38.300000000000004
U01779,2024,THE_2024,19.5,35.2,27.35
U01780,2024,THE_2024,12.1,75.6,43.849999999999994
U01781,2024,THE_2024,24.4,59.4,41.9
U01782,2024,THE_2024,9.7,77.3,43.5
U01783,2024,THE_2024,15.1,56.4,35.75
U01784,2024,THE_2024,21.2,59.6,40.4
U01785,2024,THE_2024,19.6,52.0,35.8
U01786,2024,THE_2024,11.6,75.9,43.75
U01787,2024,THE_2024,17.6,58.6,38.1
U01788,2024,THE_2024,20.8,42.9,31.85
U01789,2024,THE_2024,17.2,53.7,35.45
U01790,2024,THE_2024,18.7,64.4,41.550000000000004
U01791,2024,THE_2024,13.5,76.5,45.0
U01792,2024,THE_2024,14.7,48.1,31.4
U01793,2024,THE_2024,20.7,51.0,35.85
U01794,2024,THE_2024,14.5,74.1,44.3
U01795,2024,THE_2024,19.8,50.5,35.15
U01796,2024,THE_2024,18.1,54.2,36.150000000000006
U01797,2024,THE_2024,10.7,74.2,42.45
U01798,2024,THE_2024,24.4,56.6,40.5
U01799,2024,THE_2024,9.4,73.0,41.2
U01800,2024,THE_2024,20.1,76.7,48.400000000000006
U01801,2024,THE_2024,23.3,43.3,33.3
U01802,2024,THE_2024,21.9,57.3,39.599999999999994
U01803,2024,THE_2024,16.4,45.2,30.8
U01804,2024,THE_2024,16.5,71.5,44.0
U01805,2024,THE_2024,22.4,56.3,39.349999999999994
U01806,2024,THE_2024,14.0,57.6,35.8
U01807,2024,THE_2024,11.3,78.0,44.65
U01808,2024,THE_2024,12.7,77.1,44.9
U01809,2024,THE_2024,10.2,72.5,41.35
U01810,2024,THE_2024,10.4,63.7,37.050000000000004
U01811,2024,THE_2024,10.7,70.9,40.800000000000004
U01812,2024,THE_2024,12.0,65.7,38.85
U01813,2024,THE_2024,25.1,35.7,30.400000000000002
U01814,2024,THE_2024,27.2,39.0,33.1
U01815,2024,THE_2024,23.1,29.2,26.15
U01816,2024,THE_2024,16.0,66.2,41.1
U01817,2024,THE_2024,17.6,57.0,37.3
U01818,2024,THE_2024,13.6,47.0,30.3
U01819,2024,THE_2024,11.1,62.9,37.0
U01820,2024,THE_2024,18.8,64.2,41.5
U01821,2024,THE_2024,20.5,56.5,38.5
U01822,2024,THE_2024,14.1,60.7,37.4
U01823,2024,THE_2024,16.5,70.6,43.55
U01824,2024,THE_2024,9.9,67.3,38.6
U01825,2024,THE_2024,10.6,51.9,31.25
U01826,2024,THE_2024,9.1,76.2,42.65
U01827,2024,THE_2024,8.9,74.8,41.85
U01828,2024,THE_2024,26.1,44.0,35.05
U01829,2024,THE_2024,15.3,53.2,34.25
U01830,2024,THE_2024,21.0,60.2,40.6
U01831,2024,THE_2024,12.3,71.3,41.8
U01832,2024,THE_2024,14.7,70.8,42.75
U01833,2024,THE_2024,16.0,47.8,31.9
U01834,2024,THE_2024,10.2,68.8,39.5
U01835,2024,THE_2024,24.0,51.4,37.7
U01836,2024,THE_2024,12.6,55.5,34.05
U01837,2024,THE_2024,20.1,58.2,39.150000000000006
U01838,2024,THE_2024,12.8,73.7,43.25
U01839,2024,THE_2024,14.0,74.1,44.05
U01840,2024,THE_2024,10.4,80.4,45.400000000000006
U01841,2024,THE_2024,11.0,67.6,39.3
U01842,2024,THE_2024,11.0,62.6,36.8
U01843,2024,THE_2024,17.3,71.5,44.4
U01844,2024,THE_2024,20.4,56.3,38.349999999999994
U01845,2024,THE_2024,18.3,68.6,43.449999999999996
U01846,2024,THE_2024,16.5,58.1,37.3
U01847,2024,THE_2024,30.4,34.4,32.4
U01848,2024,THE_2024,22.1,49.8,35.95
U01849,2024,THE_2024,23.1,51.4,37.25
U01850,2024,THE_2024,15.6,60.9,38.25
U01851,2024,THE_2024,21.8,51.7,36.75
U01852,2024,THE_2024,18.5,49.2,33.85
U01853,2024,THE_2024,23.9,53.5,38.7
U01854,2024,THE_2024,17.5,58.5,38.0
U01855,2024,THE_2024,16.7,63.7,40.2
U01856,2024,THE_2024,30.5,37.1,33.8
U01857,2024,THE_2024,7.3,60.0,33.65
U01858,2024,THE_2024,16.6,64.3,40.45
U01859,2024,THE_2024,17.9,44.7,31.3
U01860,2024,THE_2024,21.5,52.0,36.75
U01861,2024,THE_2024,24.5,53.6,39.05
U01862,2024,THE_2024,10.5,62.1,36.3
U01863,2024,THE_2024,16.4,63.0,39.7
U01864,2024,THE_2024,12.7,55.7,34.2
U01865,2024,THE_2024,17.2,68.0,42.6
U01866,2024,THE_2024,13.3,70.5,41.9
U01867,2024,THE_2024,15.8,49.8,32.8
U01868,2024,THE_2024,9.2,65.7,37.45
U01869,2024,THE_2024,28.7,44.8,36.75
U01870,2024,THE_2024,17.0,54.0,35.5
U01871,2024,THE_2024,23.5,31.7,27.6
U01872,2024,THE_2024,15.9,42.2,29.05
U01873,2024,THE_2024,31.2,44.6,37.9
U01874,2024,THE_2024,19.9,31.1,25.5
U01875,2024,THE_2024,19.5,56.9,38.2
U01876,2024,THE_2024,17.0,53.7,35.35
U01877,2024,THE_2024,13.1,70.8,41.949999999999996
U01878,2024,THE_2024,17.9,57.8,37.849999999999994
U01879,2024,THE_2024,15.0,78.1,46.55
U01880,2024,THE_2024,13.6,68.7,41.15
U01881,2024,THE_2024,28.0,41.2,34.6
U01882,2024,THE_2024,18.5,46.4,32.45
U01883,2024,THE_2024,15.8,46.0,30.9
U01884,2024,THE_2024,12.6,61.1,36.85
U01885,2024,THE_2024,17.5,45.6,31.55
U01886,2024,THE_2024,20.9,38.6,29.75
U01887,2024,THE_2024,13.5,43.1,28.3
U01888,2024,THE_2024,27.3,42.6,34.95
U01889,2024,THE_2024,18.9,48.9,33.9
U01890,2024,THE_2024,9.8,65.4,37.6
U01891,2024,THE_2024,13.1,38.3,25.7
U01892,2024,THE_2024,15.3,67.9,41.6
U01893,2024,THE_2024,9.9,45.2,27.55
U01894,2024,THE_2024,13.0,69.6,41.3
U01895,2024,THE_2024,14.3,52.4,33.35
U01896,2024,THE_2024,9.2,66.5,37.85
U01897,2024,THE_2024,9.8,61.1,35.45
U01898,2024,THE_2024,13.9,52.7,33.300000000000004
U01899,2024,THE_2024,16.7,43.7,30.200000000000003
U01900,2024,THE_2024,18.3,52.8,35.55
U01901,2024,THE_2024,16.5,54.3,35.4
U01902,2024,THE_2024,10.8,53.0,31.9
U01903,2024,THE_2024,11.8,53.8,32.8
U01904,2024,THE_2024,9.3,46.0,27.65
U01905,2024,THE_2024,13.2,54.6,33.9
U01906,2024,THE_2024,11.8,62.0,36.9
U01907,2024,THE_2024,13.8,55.6,34.7
U01908,2024,THE_2024,11.5,60.9,36.2
U01909,2024,THE_2024,10.9,54.3,32.6
U01910,2024,THE_2024,12.4,51.9,32.15
U01911,2024,THE_2024,11.9,65.5,38.7
U01912,2024,THE_2024,19.8,33.5,26.65
U01913,2024,THE_2024,11.1,50.6,30.85
U01914,2024,THE_2024,10.3,64.5,37.4
U01915,2024,THE_2024,16.7,39.8,28.25
U01916,2024,THE_2024,15.7,40.6,28.15
U01917,2024,THE_2024,15.5,62.0,38.75
U01918,2024,THE_2024,13.0,55.4,34.2
U01919,2024,THE_2024,26.6,23.3,24.950000000000003
U01920,2024,THE_2024,10.6,63.9,37.25
U01921,2024,THE_2024,11.3,69.5,40.4
U01922,2024,THE_2024,9.8,63.7,36.75
U01923,2024,THE_2024,11.5,61.6,36.55
U01924,2024,THE_2024,18.3,36.9,27.6
U01925,2024,THE_2024,14.3,48.1,31.200000000000003
U01926,2024,THE_2024,10.5,55.8,33.15
U01927,2024,THE_2024,21.4,32.8,27.099999999999998
U01928,2024,THE_2024,25.2,19.7,22.45
U01929,2024,THE_2024,19.4,33.4,26.4
U01930,2024,THE_2024,18.4,44.7,31.55
U01931,2024,THE_2024,13.4,49.2,31.3
U01932,2024,THE_2024,16.8,40.9,28.85
U01933,2024,THE_2024,11.4,66.7,39.050000000000004
U01934,2024,THE_2024,24.1,41.7,32.900000000000006
U01935,2024,THE_2024,10.9,54.3,32.6
U01936,2024,THE_2024,9.2,51.5,30.35
U01937,2024,THE_2024,8.9,60.2,34.550000000000004
U01938,2024,THE_2024,10.6,51.6,31.1
U01939,2024,THE_2024,14.4,53.8,34.1
U01940,2024,THE_2024,9.7,52.5,31.1
U01941,2024,THE_2024,11.8,51.2,31.5
U01942,2024,THE_2024,14.2,49.0,31.6
U01943,2024,THE_2024,13.6,48.4,31.0
U01944,2024,THE_2024,15.8,54.7,35.25
U01945,2024,THE_2024,16.1,45.6,30.85
U01946,2024,THE_2024,13.7,31.6,22.65
U01947,2024,THE_2024,13.6,46.7,30.150000000000002
U01948,2024,THE_2024,11.1,51.2,31.150000000000002
U01949,2024,THE_2024,14.6,47.5,31.05
U01950,2024,THE_2024,8.9,53.8,31.349999999999998
U01951,2024,THE_2024,16.0,43.2,29.6
U01952,2024,THE_2024,16.6,55.7,36.150000000000006
U01953,2024,THE_2024,18.9,39.1,29.0
U01954,2024,THE_2024,11.8,40.0,25.9
U01955,2024,THE_2024,10.6,47.9,29.25
U01956,2024,THE_2024,13.5,43.6,28.55
U01957,2024,THE_2024,8.1,55.6,31.85
U01958,2024,THE_2024,17.8,43.8,30.799999999999997
U01959,2024,THE_2024,25.1,43.4,34.25
U01960,2024,THE_2024,9.5,66.0,37.75
U01961,2024,THE_2024,9.4,60.0,34.7
U01962,2024,THE_2024,13.1,55.3,34.199999999999996
U01963,2024,THE_2024,17.5,32.6,25.05
U01964,2024,THE_2024,9.8,63.4,36.6
U01965,2024,THE_2024,13.6,50.8,32.199999999999996
U01966,2024,THE_2024,14.1,39.0,26.55
U01967,2024,THE_2024,21.1,38.0,29.55
U01968,2024,THE_2024,13.3,59.7,36.5
U01969,2024,THE_2024,10.7,57.1,33.9
U01970,2024,THE_2024,15.9,44.5,30.2
U01971,2024,THE_2024,11.7,54.8,33.25
U01972,2024,THE_2024,16.5,29.9,23.2
U01973,2024,THE_2024,11.3,53.9,32.6
U01974,2024,THE_2024,16.9,42.3,29.599999999999998
U01975,2024,THE_2024,13.4,41.2,27.3
U01976,2024,THE_2024,14.3,49.5,31.9
U01977,2024,THE_2024,9.3,59.3,34.3
U01978,2024,THE_2024,14.0,43.2,28.6
U01979,2024,THE_2024,9.6,67.1,38.349999999999994
U01980,2024,THE_2024,12.4,45.9,29.15
U01981,2024,THE_2024,14.6,57.4,36.0
U01982,2024,THE_2024,11.9,50.5,31.2
U01983,2024,THE_2024,12.8,50.7,31.75
U01984,2024,THE_2024,13.9,40.5,27.2
U01985,2024,THE_2024,19.3,34.5,26.9
U01986,2024,THE_2024,13.5,55.8,34.65
U01987,2024,THE_2024,17.2,52.4,34.8
U01988,2024,THE_2024,12.8,51.8,32.3
U01989,2024,THE_2024,24.2,26.9,25.549999999999997
U01990,2024,THE_2024,11.3,50.6,30.950000000000003
U01991,2024,THE_2024,19.9,33.6,26.75
U01992,2024,THE_2024,18.2,51.0,34.6
U01993,2024,THE_2024,15.9,33.6,24.75
U01994,2024,THE_2024,17.6,53.5,35.55
U01995,2024,THE_2024,11.8,42.0,26.9
U01996,2024,THE_2024,11.5,48.0,29.75
U01997,2024,THE_2024,8.3,70.9,39.6
U01998,2024,THE_2024,16.4,53.0,34.7
U01999,2024,THE_2024,12.1,62.7,37.4
U02000,2024,THE_2024,12.7,42.9,27.799999999999997
U02001,2024,THE_2024,11.9,29.1,20.5
U02002,2024,THE_2024,13.1,52.7,32.9
U02003,2024,THE_2024,16.0,47.8,31.9
U02004,2024,THE_2024,14.3,48.2,31.25
U02005,2024,THE_2024,24.0,24.7,24.35
U02006,2024,THE_2024,16.2,38.4,27.299999999999997
U02007,2024,THE_2024,25.9,34.7,30.3
U02008,2024,THE_2024,17.8,52.2,35.0
U02009,2024,THE_2024,16.8,59.9,38.35
U02010,2024,THE_2024,9.1,54.5,31.8
U02011,2024,THE_2024,12.7,49.5,31.1
U02012,2024,THE_2024,11.8,51.9,31.85
U02013,2024,THE_2024,9.7,47.8,28.75
U02014,2024,THE_2024,16.3,50.5,33.4
U02015,2024,THE_2024,17.3,44.7,31.0
U02016,2024,THE_2024,17.3,53.9,35.6
U02017,2024,THE_2024,13.3,67.0,40.15
U02018,2024,THE_2024,18.0,48.2,33.1
U02019,2024,THE_2024,9.6,21.2,15.399999999999999
U02020,2024,THE_2024,17.4,39.2,28.3
U02021,2024,THE_2024,10.2,36.5,23.35
U02022,2024,THE_2024,12.5,31.9,22.2
U02023,2024,THE_2024,14.2,28.5,21.35
U02024,2024,THE_2024,8.7,34.1,21.4
U02025,2024,THE_2024,7.8,55.0,31.4
U02026,2024,THE_2024,15.7,30.1,22.9
U02027,2024,THE_2024,9.4,51.7,30.55
U02028,2024,THE_2024,20.3,33.5,26.9
U02029,2024,THE_2024,18.9,37.0,27.95
U02030,2024,THE_2024,16.7,45.0,30.85
U02031,2024,THE_2024,9.7,38.4,24.049999999999997
U02032,2024,THE_2024,14.7,30.2,22.45
U02033,2024,THE_2024,12.1,46.7,29.400000000000002
U02034,2024,THE_2024,11.7,31.4,21.549999999999997
U02035,2024,THE_2024,9.7,43.2,26.450000000000003
U02036,2024,THE_2024,11.9,26.9,19.4
U02037,2024,THE_2024,17.2,37.5,27.35
U02038,2024,THE_2024,14.2,46.5,30.35
U02039,2024,THE_2024,11.0,35.1,23.05
U02040,2024,THE_2024,13.5,42.6,28.05
U02041,2024,THE_2024,14.9,28.7,21.8
U02042,2024,THE_2024,9.5,47.7,28.6
U02043,2024,THE_2024,9.9,43.6,26.75
U02044,2024,THE_2024,16.5,42.8,29.65
U02045,2024,THE_2024,14.7,41.7,28.200000000000003
U02046,2024,THE_2024,12.8,34.8,23.799999999999997
U02047,2024,THE_2024,9.9,31.2,20.55
U02048,2024,THE_2024,14.3,33.9,24.1
U02049,2024,THE_2024,17.0,37.2,27.1
U02050,2024,THE_2024,13.0,30.3,21.65
U02051,2024,THE_2024,20.8,25.0,22.9
U02052,2024,THE_2024,9.9,44.4,27.15
U02053,2024,THE_2024,20.0,27.0,23.5
U02054,2024,THE_2024,20.0,25.4,22.7
U02055,2024,THE_2024,16.4,38.2,27.3
U02056,2024,THE_2024,9.1,43.0,26.05
U02057,2024,THE_2024,13.5,27.2,20.35
U02058,2024,THE_2024,8.2,44.3,26.25
U02059,2024,THE_2024,18.2,25.5,21.85
U02060,2024,THE_2024,10.0,46.5,28.25
U02061,2024,THE_2024,19.9,44.7,32.3
U02062,2024,THE_2024,9.4,56.7,33.050000000000004
U02063,2024,THE_2024,9.1,56.9,33.0
U02064,2024,THE_2024,14.9,27.9,21.4
U02065,2024,THE_2024,22.7,28.4,25.549999999999997
U02066,2024,THE_2024,16.1,36.1,26.1
U02067,2024,THE_2024,17.6,41.1,29.35
