university_id,year,total_students,students_per_staff,international_student_percentage,stats_female_male_ratio,source,female_male_ratio
U1350,2024,5068.0,16.1,14.0,54 : 46,THE 2024,
U2994,2024,11670.0,17.0,1.0,60 : 40,THE 2024,
U1783,2024,5901.0,10.8,9.0,54 : 46,THE 2024,
U1362,2024,5930.0,6.4,9.0,74 : 26,THE 2024,
U1364,2024,4398.0,20.3,6.0,20 : 80,THE 2024,
U2996,2024,9412.0,8.9,14.0,62 : 38,THE 2024,
U1366,2024,4450.0,15.2,0.0,62 : 38,THE 2024,
U2465,2024,21043.0,29.4,1.0,49 : 51,THE 2024,
U1368,2024,8662.0,24.8,0.0,100 : 0,THE 2024,
U1371,2024,8057.0,44.5,1.0,45 : 55,THE 2024,
U1374,2024,9093.0,28.5,8.0,58 : 42,THE 2024,
U2388,2024,226124.0,49.6,0.0,,THE 2024,
U2393,2024,53043.0,9.8,2.0,39 : 61,THE 2024,
U2394,2024,9455.0,16.8,1.0,57 : 43,THE 2024,
U2399,2024,5104.0,5.0,1.0,55 : 45,THE 2024,
U2408,2024,2183.0,6.3,0.0,56 : 44,THE 2024,
U1384,2024,3815.0,32.1,10.0,23 : 77,THE 2024,
U1386,2024,7652.0,7.9,20.0,48 : 52,THE 2024,
U1387,2024,15044.0,27.8,0.0,68 : 32,THE 2024,
U1388,2024,557.0,15.9,0.0,37 : 63,THE 2024,
U1389,2024,7886.0,20.9,0.0,11 : 89,THE 2024,
U1390,2024,5094.0,14.1,0.0,28 : 72,THE 2024,
U1391,2024,24148.0,25.8,0.0,54 : 46,THE 2024,
U1409,2024,3187.0,13.0,2.0,59 : 41,THE 2024,
U1410,2024,12885.0,13.2,13.0,42 : 58,THE 2024,
U1411,2024,8139.0,13.2,2.0,48 : 52,THE 2024,
U1462,2024,15188.0,24.0,3.0,24 : 76,THE 2024,
U1425,2024,400.0,7.3,41.0,50 : 50,THE 2024,
U1466,2024,5361.0,10.1,0.0,,THE 2024,
U1460,2024,11600.0,18.6,1.0,65 : 35,THE 2024,
U1473,2024,3923.0,9.8,0.0,48 : 52,THE 2024,
U1436,2024,5583.0,7.3,2.0,27 : 73,THE 2024,
U1474,2024,42123.0,32.4,2.0,56 : 44,THE 2024,
U1444,2024,200.0,12.5,0.0,66 : 34,THE 2024,
U1477,2024,5230.0,18.2,10.0,58 : 42,THE 2024,
U1485,2024,6323.0,15.1,5.0,51 : 49,THE 2024,
U1456,2024,3766.0,18.8,0.0,29 : 71,THE 2024,
U1457,2024,6220.0,10.2,3.0,28 : 72,THE 2024,
U1484,2024,6356.0,16.1,2.0,33 : 67,THE 2024,
U1486,2024,5356.0,8.7,9.0,53 : 47,THE 2024,
U1489,2024,10178.0,26.4,0.0,61 : 39,THE 2024,
U1494,2024,6676.0,14.6,3.0,14 : 86,THE 2024,
U1498,2024,2380.0,19.8,10.0,77 : 23,THE 2024,
U1506,2024,19323.0,23.4,0.0,44 : 56,THE 2024,
U1508,2024,1556.0,17.7,4.0,50 : 50,THE 2024,
U1510,2024,4577.0,17.3,1.0,51 : 49,THE 2024,
U3023,2024,1309.0,16.0,1.0,73 : 27,THE 2024,
U1512,2024,4517.0,14.6,0.0,42 : 58,THE 2024,
U1514,2024,4551.0,8.1,1.0,66 : 34,THE 2024,
U3024,2024,10145.0,17.6,32.0,64 : 36,THE 2024,
U1526,2024,989.0,10.4,0.0,55 : 45,THE 2024,
U1530,2024,14875.0,11.5,2.0,65 : 35,THE 2024,
U1532,2024,24000.0,30.9,0.0,47 : 53,THE 2024,
U1545,2024,2490.0,15.6,12.0,61 : 39,THE 2024,
U2614,2024,8000.0,33.2,0.0,0 : 100,THE 2024,
U3035,2024,405.0,3.2,55.0,47 : 53,THE 2024,
U1553,2024,4093.0,8.3,18.0,68 : 32,THE 2024,
U1554,2024,29516.0,60.0,1.0,56 : 44,THE 2024,
U2415,2024,3894.0,9.5,0.0,57 : 43,THE 2024,
U1561,2024,23151.0,11.9,4.0,48 : 52,THE 2024,
U1562,2024,11705.0,9.8,1.0,50 : 50,THE 2024,
U1563,2024,5198.0,7.2,3.0,71 : 29,THE 2024,
U1566,2024,3057.0,14.1,0.0,54 : 46,THE 2024,
U3038,2024,6970.0,60.6,0.0,,THE 2024,
U1577,2024,6548.0,20.3,11.0,55 : 45,THE 2024,
U1581,2024,123.0,1.6,88.0,16 : 84,THE 2024,
U1584,2024,7583.0,9.1,0.0,48 : 52,THE 2024,
U2525,2024,28522.0,29.2,1.0,58 : 42,THE 2024,
U1587,2024,967.0,13.2,0.0,57 : 43,THE 2024,
U1591,2024,1773.0,10.4,20.0,42 : 58,THE 2024,
U1592,2024,11703.0,14.9,13.0,54 : 46,THE 2024,
U1593,2024,4560.0,6.7,3.0,46 : 54,THE 2024,
U1599,2024,3397.0,28.8,0.0,54 : 46,THE 2024,
U2617,2024,370.0,10.6,31.0,57 : 43,THE 2024,
U1600,2024,3479.0,12.5,1.0,47 : 53,THE 2024,
U3047,2024,12759.0,12.8,0.0,72 : 28,THE 2024,
U2287,2024,4712.0,9.1,2.0,55 : 45,THE 2024,
U2288,2024,689.0,13.9,1.0,43 : 57,THE 2024,
U1608,2024,4900.0,16.6,2.0,58 : 42,THE 2024,
U1609,2024,6987.0,18.8,4.0,59 : 41,THE 2024,
U2301,2024,24304.0,14.9,1.0,51 : 49,THE 2024,
U1612,2024,13434.0,67.8,2.0,50 : 50,THE 2024,
U1613,2024,21264.0,77.9,12.0,64 : 36,THE 2024,
U1622,2024,7804.0,14.5,3.0,32 : 68,THE 2024,
U3067,2024,6633.0,20.5,22.0,58 : 42,THE 2024,
U1636,2024,916.0,16.4,64.0,31 : 69,THE 2024,
U1637,2024,1820.0,35.0,0.0,19 : 81,THE 2024,
U1638,2024,3200.0,10.2,10.0,58 : 42,THE 2024,
U1639,2024,11859.0,29.1,1.0,53 : 47,THE 2024,
U1640,2024,3252.0,16.4,33.0,44 : 56,THE 2024,
U1643,2024,2484.0,11.4,0.0,36 : 64,THE 2024,
U1644,2024,6861.0,10.1,9.0,20 : 80,THE 2024,
U1646,2024,2015.0,22.4,2.0,65 : 35,THE 2024,
U1654,2024,8258.0,17.8,7.0,46 : 54,THE 2024,
U1668,2024,18297.0,4.4,7.0,56 : 44,THE 2024,
U3074,2024,5149.0,28.1,0.0,56 : 44,THE 2024,
U2428,2024,11795.0,19.3,2.0,61 : 39,THE 2024,
U1692,2024,2479.0,11.9,2.0,67 : 33,THE 2024,
U1693,2024,2971.0,41.3,1.0,46 : 54,THE 2024,
U1694,2024,13475.0,20.3,0.0,29 : 71,THE 2024,
U1695,2024,2899.0,11.7,17.0,55 : 45,THE 2024,
U3082,2024,19634.0,50.9,0.0,46 : 54,THE 2024,
U1704,2024,2764.0,7.2,5.0,39 : 61,THE 2024,
U1706,2024,4734.0,18.7,13.0,55 : 45,THE 2024,
U1708,2024,13565.0,32.8,0.0,58 : 42,THE 2024,
U3084,2024,2197.0,8.1,0.0,59 : 41,THE 2024,
U1718,2024,4955.0,10.6,0.0,16 : 84,THE 2024,
U1720,2024,4057.0,9.2,1.0,33 : 67,THE 2024,
U1721,2024,4350.0,21.8,30.0,77 : 23,THE 2024,
U2371,2024,2429.0,12.2,0.0,44 : 56,THE 2024,
U1731,2024,24739.0,18.2,0.0,46 : 54,THE 2024,
U1732,2024,22663.0,22.7,1.0,57 : 43,THE 2024,
U1735,2024,3619.0,9.1,1.0,70 : 30,THE 2024,
U1742,2024,3286.0,34.6,34.0,51 : 49,THE 2024,
U1756,2024,5672.0,25.8,47.0,52 : 48,THE 2024,
U1762,2024,710.0,15.8,20.0,59 : 41,THE 2024,
U1764,2024,20149.0,24.8,3.0,66 : 34,THE 2024,
U1769,2024,1035.0,20.7,13.0,54 : 46,THE 2024,
U1770,2024,1000.0,16.7,33.0,68 : 32,THE 2024,
U1771,2024,10000.0,333.3,100.0,,THE 2024,
U1772,2024,2350.0,20.4,80.0,72 : 28,THE 2024,
U1774,2024,1195.0,10.9,38.0,57 : 43,THE 2024,
U1767,2024,155.0,4.4,20.0,57 : 43,THE 2024,
U1773,2024,875.0,10.3,58.0,55 : 45,THE 2024,
U1768,2024,785.0,9.8,49.0,50 : 50,THE 2024,
U1776,2024,880.0,11.0,33.0,49 : 51,THE 2024,
U1785,2024,11059.0,13.3,5.0,48 : 52,THE 2024,
U1787,2024,12067.0,34.5,5.0,67 : 33,THE 2024,
U1792,2024,5758.0,9.4,15.0,67 : 33,THE 2024,
U3099,2024,33417.0,49.5,1.0,47 : 53,THE 2024,
U3100,2024,13124.0,19.5,0.0,57 : 43,THE 2024,
U3101,2024,1271.0,12.8,10.0,61 : 39,THE 2024,
U1803,2024,6353.0,11.9,14.0,57 : 43,THE 2024,
U1806,2024,28768.0,21.1,0.0,50 : 50,THE 2024,
U1811,2024,8269.0,20.6,1.0,66 : 34,THE 2024,
U1812,2024,28576.0,11.7,1.0,57 : 43,THE 2024,
U1815,2024,7123.0,9.4,11.0,71 : 29,THE 2024,
U1819,2024,16887.0,16.7,0.0,48 : 52,THE 2024,
U1817,2024,7619.0,14.7,0.0,68 : 32,THE 2024,
U1818,2024,7416.0,9.9,2.0,41 : 59,THE 2024,
U1820,2024,3588.0,21.2,4.0,44 : 56,THE 2024,
U2433,2024,22694.0,35.4,1.0,51 : 49,THE 2024,
U3109,2024,38988.0,18.2,1.0,64 : 36,THE 2024,
U3111,2024,18521.0,19.3,1.0,62 : 38,THE 2024,
U2434,2024,27382.0,22.4,1.0,68 : 32,THE 2024,
U1829,2024,7339.0,25.0,2.0,59 : 41,THE 2024,
U1834,2024,18984.0,41.2,0.0,53 : 47,THE 2024,
U1835,2024,20908.0,21.7,7.0,44 : 56,THE 2024,
U1839,2024,2200.0,13.6,61.0,35 : 65,THE 2024,
U3122,2024,22237.0,28.3,0.0,52 : 48,THE 2024,
U1845,2024,10380.0,10.0,5.0,69 : 31,THE 2024,
U1847,2024,5124.0,6.8,2.0,67 : 33,THE 2024,
U1848,2024,963.0,14.4,8.0,31 : 69,THE 2024,
U1854,2024,17557.0,21.9,3.0,36 : 64,THE 2024,
U1858,2024,3947.0,21.9,0.0,64 : 36,THE 2024,
U1860,2024,6994.0,37.0,0.0,25 : 75,THE 2024,
U1862,2024,5082.0,26.9,0.0,100 : 0,THE 2024,
U1863,2024,2994.0,3.4,0.0,52 : 48,THE 2024,
U1864,2024,8900.0,12.7,2.0,56 : 44,THE 2024,
U3130,2024,2881.0,14.0,2.0,49 : 51,THE 2024,
U1895,2024,2262.0,30.2,8.0,8 : 92,THE 2024,
U1908,2024,6198.0,20.0,5.0,67 : 33,THE 2024,
U1911,2024,3358.0,18.1,0.0,38 : 62,THE 2024,
U1913,2024,19223.0,21.0,1.0,60 : 40,THE 2024,
U2291,2024,31467.0,26.8,0.0,55 : 45,THE 2024,
U1917,2024,6771.0,17.5,0.0,15 : 85,THE 2024,
U1920,2024,1063.0,8.8,21.0,33 : 67,THE 2024,
U1929,2024,3842.0,28.5,2.0,80 : 20,THE 2024,
U1931,2024,8810.0,17.4,34.0,47 : 53,THE 2024,
U1934,2024,14828.0,34.6,4.0,60 : 40,THE 2024,
U3139,2024,2652.0,13.6,4.0,63 : 37,THE 2024,
U3140,2024,11957.0,19.4,0.0,67 : 33,THE 2024,
U0896,2024,5193.0,19.4,0.0,44 : 56,THE 2024,
U1949,2024,17370.0,34.5,0.0,41 : 59,THE 2024,
U1960,2024,4625.0,8.7,1.0,57 : 43,THE 2024,
U1961,2024,13581.0,56.8,0.0,38 : 62,THE 2024,
U1971,2024,2402.0,13.0,1.0,29 : 71,THE 2024,
U1976,2024,4007.0,6.8,7.0,52 : 48,THE 2024,
U1982,2024,727.0,8.7,2.0,93 : 7,THE 2024,
U1984,2024,940.0,23.5,48.0,72 : 28,THE 2024,
U1985,2024,4505.0,15.8,23.0,55 : 45,THE 2024,
U1990,2024,1115.0,24.8,18.0,79 : 21,THE 2024,
U3168,2024,3175.0,15.1,14.0,72 : 28,THE 2024,
U3169,2024,646.0,28.1,,29 : 71,THE 2024,
U1993,2024,5808.0,28.3,1.0,100 : 0,THE 2024,
U1994,2024,4345.0,15.4,0.0,26 : 74,THE 2024,
U1996,2024,7319.0,22.7,0.0,53 : 47,THE 2024,
U3173,2024,1090.0,11.6,0.0,16 : 84,THE 2024,
U2018,2024,5320.0,22.9,1.0,40 : 60,THE 2024,
U3178,2024,8117.0,19.9,3.0,60 : 40,THE 2024,
U2023,2024,9033.0,12.7,13.0,31 : 69,THE 2024,
U2027,2024,4745.0,33.4,11.0,72 : 28,THE 2024,
U3180,2024,8224.0,32.0,0.0,48 : 52,THE 2024,
U2033,2024,6518.0,26.1,0.0,59 : 41,THE 2024,
U2034,2024,2926.0,22.7,1.0,48 : 52,THE 2024,
U2035,2024,5140.0,17.1,0.0,36 : 64,THE 2024,
U2036,2024,9115.0,22.7,1.0,32 : 68,THE 2024,
U2052,2024,18118.0,19.4,0.0,19 : 81,THE 2024,
U2037,2024,5750.0,7.4,5.0,28 : 72,THE 2024,
U2040,2024,7541.0,9.8,2.0,47 : 53,THE 2024,
U2042,2024,5946.0,10.1,1.0,50 : 50,THE 2024,
U2043,2024,3644.0,13.4,12.0,65 : 35,THE 2024,
U2045,2024,4826.0,8.9,3.0,51 : 49,THE 2024,
U2049,2024,13484.0,21.0,3.0,39 : 61,THE 2024,
U2050,2024,4850.0,10.8,1.0,27 : 73,THE 2024,
U2051,2024,4664.0,14.8,1.0,53 : 47,THE 2024,
U2046,2024,15698.0,22.2,1.0,60 : 40,THE 2024,
U2047,2024,13889.0,12.6,0.0,18 : 82,THE 2024,
U2048,2024,17437.0,24.1,0.0,9 : 91,THE 2024,
U2039,2024,4189.0,11.5,0.0,44 : 56,THE 2024,
U2053,2024,758.0,3.0,0.0,28 : 72,THE 2024,
U2054,2024,3926.0,19.4,3.0,38 : 62,THE 2024,
U2056,2024,2025.0,10.3,0.0,68 : 32,THE 2024,
U2057,2024,1397.0,14.7,0.0,93 : 7,THE 2024,
U2070,2024,8183.0,11.6,2.0,33 : 67,THE 2024,
U3186,2024,558.0,37.2,0.0,0 : 100,THE 2024,
U2436,2024,30310.0,29.7,1.0,59 : 41,THE 2024,
U2439,2024,5714.0,21.8,0.0,42 : 58,THE 2024,
U2443,2024,44529.0,117.8,4.0,62 : 38,THE 2024,
U2083,2024,11125.0,14.5,2.0,38 : 62,THE 2024,
U0906,2024,25527.0,24.8,0.0,44 : 56,THE 2024,
U2086,2024,9894.0,11.9,0.0,42 : 58,THE 2024,
U2090,2024,10057.0,19.7,1.0,47 : 53,THE 2024,
U2555,2024,1306.0,6.7,7.0,45 : 55,THE 2024,
U0908,2024,5272.0,22.3,0.0,21 : 79,THE 2024,
U3191,2024,1917.0,32.0,0.0,46 : 54,THE 2024,
U0898,2024,2899.0,9.7,0.0,24 : 76,THE 2024,
U2096,2024,3156.0,23.4,6.0,36 : 64,THE 2024,
U2098,2024,25511.0,26.2,1.0,50 : 50,THE 2024,
U2097,2024,5877.0,41.7,0.0,15 : 85,THE 2024,
U2099,2024,2049.0,17.4,0.0,48 : 52,THE 2024,
U3219,2024,18818.0,31.0,12.0,,THE 2024,
U3225,2024,21792.0,15.9,0.0,62 : 38,THE 2024,
U2108,2024,60.0,2.9,0.0,60 : 40,THE 2024,
U2110,2024,39611.0,13.6,0.0,36 : 64,THE 2024,
U2112,2024,4515.0,13.0,0.0,52 : 48,THE 2024,
U2113,2024,6127.0,19.0,0.0,55 : 45,THE 2024,
U2115,2024,11105.0,36.7,0.0,33 : 67,THE 2024,
U2130,2024,4359.0,16.6,10.0,65 : 35,THE 2024,
U2134,2024,7695.0,27.3,4.0,34 : 66,THE 2024,
U2138,2024,5000.0,20.5,6.0,79 : 21,THE 2024,
U2143,2024,8732.0,14.1,2.0,,THE 2024,
U2155,2024,1150.0,9.6,34.0,68 : 32,THE 2024,
U3233,2024,70237.0,19.8,2.0,61 : 39,THE 2024,
U2165,2024,1446.0,9.2,2.0,41 : 59,THE 2024,
U2166,2024,1904.0,39.7,1.0,12 : 88,THE 2024,
U2167,2024,3416.0,9.9,0.0,14 : 86,THE 2024,
U2168,2024,3574.0,13.1,0.0,51 : 49,THE 2024,
U2170,2024,3229.0,8.5,10.0,31 : 69,THE 2024,
U2173,2024,16687.0,23.9,0.0,67 : 33,THE 2024,
U2174,2024,14191.0,12.6,3.0,50 : 50,THE 2024,
U2178,2024,3425.0,12.8,24.0,51 : 49,THE 2024,
U2181,2024,17661.0,47.0,0.0,57 : 43,THE 2024,
U2187,2024,10691.0,18.2,17.0,56 : 44,THE 2024,
U2186,2024,6412.0,16.6,8.0,33 : 67,THE 2024,
U2192,2024,10052.0,19.7,0.0,63 : 37,THE 2024,
U2194,2024,5055.0,10.6,0.0,65 : 35,THE 2024,
U2198,2024,4759.0,21.9,1.0,28 : 72,THE 2024,
U2199,2024,2628.0,22.9,11.0,,THE 2024,
U3313,2024,3831.0,8.7,8.0,52 : 48,THE 2024,
U3312,2024,7720.0,14.2,10.0,78 : 22,THE 2024,
U3314,2024,25783.0,20.3,4.0,58 : 42,THE 2024,
U3318,2024,8309.0,21.9,0.0,57 : 43,THE 2024,
U2446,2024,8302.0,18.7,1.0,48 : 52,THE 2024,
U1483,2024,18241.0,13.2,2.0,56 : 44,THE 2024,
U3325,2024,19466.0,20.6,0.0,71 : 29,THE 2024,
U3326,2024,13799.0,29.7,0.0,22 : 78,THE 2024,
U3328,2024,5618.0,22.0,1.0,49 : 51,THE 2024,
U3251,2024,9308.0,16.4,1.0,65 : 35,THE 2024,
U3332,2024,2876.0,19.7,0.0,39 : 61,THE 2024,
U3333,2024,429.0,13.0,35.0,43 : 57,THE 2024,
U3334,2024,12268.0,15.3,0.0,73 : 27,THE 2024,
U3337,2024,4626.0,15.9,3.0,55 : 45,THE 2024,
U3258,2024,2001.0,9.0,44.0,85 : 15,THE 2024,
U3345,2024,4915.0,18.5,1.0,59 : 41,THE 2024,
U3349,2024,13195.0,9.5,0.0,41 : 59,THE 2024,
U3353,2024,7946.0,16.6,0.0,61 : 39,THE 2024,
U3355,2024,3578.0,19.7,0.0,51 : 49,THE 2024,
U3360,2024,6524.0,5.9,32.0,66 : 34,THE 2024,
U3267,2024,11305.0,23.6,32.0,58 : 42,THE 2024,
U3268,2024,3214.0,16.7,0.0,38 : 62,THE 2024,
U3380,2024,19300.0,20.7,0.0,43 : 57,THE 2024,
U3385,2024,3890.0,12.8,85.0,46 : 54,THE 2024,
U3386,2024,3282.0,10.1,6.0,61 : 39,THE 2024,
U3392,2024,11845.0,21.0,3.0,37 : 63,THE 2024,
U3394,2024,24473.0,18.3,5.0,53 : 47,THE 2024,
U3395,2024,1880.0,31.3,32.0,32 : 68,THE 2024,
U3397,2024,2627.0,26.5,1.0,100 : 0,THE 2024,
U3398,2024,7072.0,38.0,0.0,100 : 0,THE 2024,
U3287,2024,7485.0,17.2,14.0,70 : 30,THE 2024,
U3401,2024,5200.0,20.8,0.0,21 : 79,THE 2024,
U3400,2024,8207.0,27.2,8.0,64 : 36,THE 2024,
U3402,2024,4335.0,25.5,19.0,59 : 41,THE 2024,
U3403,2024,675.0,7.5,9.0,82 : 18,THE 2024,
U3408,2024,4682.0,6.4,49.0,53 : 47,THE 2024,
U3419,2024,5388.0,11.4,1.0,31 : 69,THE 2024,
U3422,2024,1361.0,16.2,2.0,87 : 13,THE 2024,
U3425,2024,10900.0,15.7,10.0,57 : 43,THE 2024,
U3418,2024,5908.0,11.7,2.0,51 : 49,THE 2024,
U3441,2024,6450.0,18.4,13.0,64 : 36,THE 2024,
U3446,2024,12086.0,26.2,0.0,59 : 41,THE 2024,
U3449,2024,5881.0,17.0,35.0,60 : 40,THE 2024,
U3460,2024,4872.0,18.2,0.0,66 : 34,THE 2024,
U3461,2024,4454.0,16.1,1.0,40 : 60,THE 2024,
U3462,2024,31103.0,28.5,0.0,55 : 45,THE 2024,
U3463,2024,5672.0,9.2,0.0,58 : 42,THE 2024,
U3049,2023,20965.0,10.6,42.0,,WUR 2023,48 : 52
U0773,2023,21887.0,9.6,25.0,,WUR 2023,50 : 50
U2718,2023,20185.0,11.3,39.0,,WUR 2023,47 : 53
U1970,2023,16164.0,7.1,24.0,,WUR 2023,46 : 54
U1289,2023,11415.0,8.2,33.0,,WUR 2023,40 : 60
U0321,2023,2237.0,6.2,34.0,,WUR 2023,37 : 63
U1702,2023,8279.0,8.0,23.0,,WUR 2023,46 : 54
U2705,2023,40921.0,18.4,24.0,,WUR 2023,52 : 48
U3420,2023,13482.0,5.9,21.0,,WUR 2023,52 : 48
U0851,2023,18545.0,11.2,61.0,,WUR 2023,40 : 60
U0467,2023,21781.0,4.5,38.0,,WUR 2023,
U0599,2023,21665.0,14.8,41.0,,WUR 2023,33 : 67
U2738,2023,15366.0,6.0,36.0,,WUR 2023,47 : 53
U3062,2023,21453.0,6.3,23.0,,WUR 2023,53 : 47
U1016,2023,17584.0,4.7,29.0,,WUR 2023,53 : 47
U2157,2023,38324.0,11.6,10.0,,WUR 2023,
U1627,2023,31994.0,10.3,19.0,,WUR 2023,
U3228,2023,77468.0,25.8,26.0,,WUR 2023,56 : 44
U1480,2023,32337.0,19.8,25.0,,WUR 2023,51 : 49
U0478,2023,24027.0,10.3,26.0,,WUR 2023,51 : 49
U2709,2023,42434.0,9.7,16.0,,WUR 2023,56 : 44
U2175,2023,36790.0,10.3,60.0,,WUR 2023,59 : 41
U2971,2023,45912.0,8.2,17.0,,WUR 2023,50 : 50
U1501,2023,36337.0,9.8,42.0,,WUR 2023,57 : 43
U0550,2023,16091.0,4.2,24.0,,WUR 2023,52 : 48
U1539,2023,19175.0,13.2,20.0,,WUR 2023,51 : 49
U3272,2023,47727.0,10.8,18.0,,WUR 2023,55 : 45
U0337,2023,14305.0,12.9,47.0,,WUR 2023,44 : 56
U2788,2023,32845.0,11.8,47.0,,WUR 2023,62 : 38
U2071,2023,33960.0,40.6,36.0,,WUR 2023,37 : 63
U2851,2023,18087.0,18.2,43.0,,WUR 2023,54 : 46
U2713,2023,37030.0,11.3,28.0,,WUR 2023,48 : 52
U1224,2023,35003.0,34.2,19.0,,WUR 2023,61 : 39
U2966,2023,49588.0,23.8,47.0,,WUR 2023,58 : 42
U1118,2023,28965.0,11.8,52.0,,WUR 2023,63 : 37
U1404,2023,24651.0,15.1,25.0,,WUR 2023,48 : 52
U1236,2023,11120.0,11.9,73.0,,WUR 2023,55 : 45
U0703,2023,28826.0,24.7,40.0,,WUR 2023,33 : 67
U3226,2023,26112.0,10.5,15.0,,WUR 2023,
U2697,2023,56452.0,18.9,34.0,,WUR 2023,55 : 45
U0456,2023,11641.0,12.3,62.0,,WUR 2023,30 : 70
U1159,2023,47663.0,36.5,18.0,,WUR 2023,51 : 49
U2591,2023,19347.0,13.5,21.0,,WUR 2023,55 : 45
U1349,2023,58725.0,42.5,41.0,,WUR 2023,57 : 43
U0400,2023,18468.0,19.0,21.0,,WUR 2023,
U1296,2023,32309.0,12.5,30.0,,WUR 2023,60 : 40
U1618,2023,16218.0,15.0,22.0,,WUR 2023,51 : 49
U2866,2023,48674.0,17.4,22.0,,WUR 2023,48 : 52
U1054,2023,8021.0,9.9,27.0,,WUR 2023,70 : 30
U3194,2023,49171.0,17.4,10.0,,WUR 2023,53 : 47
U0673,2023,36318.0,11.9,9.0,,WUR 2023,52 : 48
U1878,2023,37478.0,11.5,8.0,,WUR 2023,42 : 58
U3086,2023,41372.0,34.2,41.0,,WUR 2023,55 : 45
U2945,2023,37035.0,14.2,44.0,,WUR 2023,55 : 45
U3174,2023,45853.0,19.0,45.0,,WUR 2023,58 : 42
U1855,2023,26209.0,15.1,10.0,,WUR 2023,
U3379,2023,14420.0,7.8,24.0,,WUR 2023,53 : 47
U0808,2023,9864.0,21.0,32.0,,WUR 2023,
U3370,2023,15404.0,18.6,27.0,,WUR 2023,55 : 45
U2644,2023,29157.0,14.5,32.0,,WUR 2023,59 : 41
U0303,2023,10037.0,10.1,21.0,,WUR 2023,
U0191,2023,16758.0,14.6,51.0,,WUR 2023,52 : 48
U2707,2023,37639.0,13.1,18.0,,WUR 2023,60 : 40
U2715,2023,25860.0,28.5,20.0,,WUR 2023,54 : 46
U3152,2023,40549.0,12.6,22.0,,WUR 2023,49 : 51
U3323,2023,32532.0,17.1,13.0,,WUR 2023,62 : 38
U3456,2023,46124.0,12.0,16.0,,WUR 2023,
U1177,2023,22269.0,9.2,12.0,,WUR 2023,25 : 75
U3025,2023,31080.0,7.9,8.0,,WUR 2023,59 : 41
U0514,2023,20299.0,16.1,31.0,,WUR 2023,31 : 69
U0289,2023,27243.0,10.8,31.0,,WUR 2023,59 : 41
U3307,2023,45133.0,36.3,40.0,,WUR 2023,47 : 53
U0378,2023,8429.0,18.0,21.0,,WUR 2023,64 : 36
U3120,2023,18573.0,8.1,6.0,,WUR 2023,
U2830,2023,30009.0,24.4,28.0,,WUR 2023,52 : 48
U2696,2023,25680.0,14.6,31.0,,WUR 2023,56 : 44
U1210,2023,33648.0,19.3,20.0,,WUR 2023,60 : 40
U3440,2023,19481.0,14.7,17.0,,WUR 2023,50 : 50
U0807,2023,19046.0,28.9,30.0,,WUR 2023,51 : 49
U0586,2023,31668.0,33.9,22.0,,WUR 2023,53 : 47
U3282,2023,40701.0,10.0,14.0,,WUR 2023,
U0583,2023,13190.0,4.2,20.0,,WUR 2023,60 : 40
U2823,2023,28540.0,13.5,41.0,,WUR 2023,59 : 41
U3300,2023,25003.0,13.7,22.0,,WUR 2023,56 : 44
U1297,2023,26403.0,29.0,20.0,,WUR 2023,56 : 44
U0823,2023,34399.0,53.2,17.0,,WUR 2023,
U3184,2023,20620.0,27.5,13.0,,WUR 2023,59 : 41
U2625,2023,23102.0,32.8,32.0,,WUR 2023,49 : 51
U2687,2023,27210.0,47.5,17.0,,WUR 2023,56 : 44
U1940,2023,41443.0,13.9,21.0,,WUR 2023,59 : 41
U0668,2023,26497.0,41.9,23.0,,WUR 2023,62 : 38
U1148,2023,9946.0,10.7,9.0,,WUR 2023,21 : 79
U2579,2023,44443.0,14.9,19.0,,WUR 2023,49 : 51
U2676,2023,11728.0,17.2,17.0,,WUR 2023,58 : 42
U2708,2023,36655.0,16.9,28.0,,WUR 2023,52 : 48
U0907,2023,5999.0,6.7,41.0,,WUR 2023,24 : 76
U1398,2023,36426.0,16.5,8.0,,WUR 2023,54 : 46
U3330,2023,12696.0,3.8,15.0,,WUR 2023,55 : 45
U0421,2023,9099.0,12.1,62.0,,WUR 2023,54 : 46
U1791,2023,39738.0,50.0,28.0,,WUR 2023,33 : 67
U2663,2023,8632.0,10.9,30.0,,WUR 2023,57 : 43
U1104,2023,31545.0,7.8,22.0,,WUR 2023,54 : 46
U2976,2023,61009.0,12.0,10.0,,WUR 2023,54 : 46
U2954,2023,33775.0,16.5,11.0,,WUR 2023,49 : 51
U3271,2023,23230.0,13.1,44.0,,WUR 2023,50 : 50
U1323,2023,45465.0,16.0,13.0,,WUR 2023,52 : 48
U0709,2023,39437.0,35.6,12.0,,WUR 2023,57 : 43
U2679,2023,31820.0,15.0,34.0,,WUR 2023,58 : 42
U3144,2023,21175.0,13.7,39.0,,WUR 2023,53 : 47
U2847,2023,23059.0,15.8,5.0,,WUR 2023,67 : 33
U2995,2023,38189.0,20.8,22.0,,WUR 2023,
U1568,2023,55814.0,11.8,13.0,,WUR 2023,51 : 49
U2809,2023,20253.0,37.2,17.0,,WUR 2023,53 : 47
U2755,2023,31519.0,4.2,16.0,,WUR 2023,62 : 38
U2577,2023,62747.0,17.0,19.0,,WUR 2023,65 : 35
U3129,2023,27465.0,14.5,41.0,,WUR 2023,53 : 47
U0003,2023,26475.0,13.5,10.0,,WUR 2023,55 : 45
