master_university_id,year,source,research_score,research_impact_score,research_network_score,industry_income_score
UNI02495,2024,THE,11.8,24.3,,44.0
UNI02496,2024,THE,9.2,10.3,,17.9
UNI02616,2024,THE,9.9,33.6,,16.4
UNI02497,2024,THE,12.6,23.8,,25.4
UNI02619,2024,THE,10.3,11.0,,19.0
UNI02620,2024,THE,11.6,25.3,,39.6
UNI02499,2024,THE,9.9,16.3,,28.8
UNI02623,2024,THE,9.1,40.9,,16.5
UNI02500,2024,THE,7.6,6.6,,17.2
UNI02501,2024,THE,10.6,22.9,,33.5
UNI01120,2024,THE,8.4,16.0,,19.1
UNI02269,2024,THE,9.0,23.2,,22.3
UNI01375,2024,THE,9.4,16.9,,24.1
UNI02630,2024,THE,8.7,17.3,,22.4
UNI01301,2024,THE,10.5,14.8,,28.3
UNI02633,2024,THE,8.7,35.2,,16.4
UNI02502,2024,THE,14.1,21.0,,56.7
UNI02503,2024,THE,18.4,13.3,,72.1
UNI02635,2024,THE,10.3,20.0,,19.4
UNI02636,2024,THE,10.0,11.8,,21.9
UNI02504,2024,THE,11.7,8.4,,38.7
UNI02505,2024,THE,14.6,23.1,,37.1
UNI02506,2024,THE,16.0,12.1,,28.9
UNI01305,2024,THE,8.9,30.1,,25.3
UNI02642,2024,THE,9.5,9.2,,16.2
UNI02644,2024,THE,16.1,17.6,,39.1
UNI02276,2024,THE,10.7,26.9,,24.6
UNI02646,2024,THE,11.5,27.5,,24.1
UNI01304,2024,THE,15.1,22.4,,23.3
UNI02508,2024,THE,11.7,15.7,,41.8
UNI02649,2024,THE,13.1,19.8,,26.3
UNI02651,2024,THE,9.0,27.2,,15.6
UNI02652,2024,THE,9.7,10.7,,39.6
UNI02509,2024,THE,8.7,23.8,,16.0
UNI02653,2024,THE,9.0,9.1,,17.4
UNI02281,2024,THE,13.0,26.0,,24.0
UNI02656,2024,THE,10.1,11.2,,17.5
UNI02657,2024,THE,11.1,7.7,,19.7
UNI02658,2024,THE,9.8,7.7,,17.1
UNI02660,2024,THE,9.8,10.0,,17.7
UNI02510,2024,THE,8.1,9.6,,17.5
UNI01227,2024,THE,11.7,29.1,,36.4
UNI02664,2024,THE,12.4,12.8,,23.2
UNI02511,2024,THE,8.0,5.3,,15.7
UNI02283,2024,THE,12.3,32.0,,19.0
UNI02667,2024,THE,9.2,5.8,,17.2
UNI02512,2024,THE,11.0,20.0,,35.3
UNI02669,2024,THE,9.4,24.5,,19.2
UNI02671,2024,THE,8.4,7.3,,20.0
UNI02513,2024,THE,11.4,22.2,,26.8
UNI02287,2024,THE,9.0,13.2,,17.8
UNI02674,2024,THE,10.3,19.6,,16.7
UNI02514,2024,THE,15.3,20.6,,37.3
UNI02515,2024,THE,12.6,23.7,,44.4
UNI01352,2024,THE,16.3,23.2,,18.2
UNI02516,2024,THE,9.2,9.6,,15.9
UNI00746,2024,THE,12.2,19.2,,23.6
UNI02679,2024,THE,9.5,16.7,,18.5
UNI00744,2024,THE,9.1,12.0,,16.0
UNI01355,2024,THE,15.6,21.5,,45.5
UNI01228,2024,THE,17.7,17.7,,30.0
UNI02682,2024,THE,10.7,12.5,,25.3
UNI02519,2024,THE,9.1,26.1,,19.6
UNI02520,2024,THE,7.7,5.2,,16.0
UNI02684,2024,THE,12.6,28.9,,29.0
UNI01359,2024,THE,12.1,33.0,,16.3
UNI02687,2024,THE,8.7,7.8,,16.3
UNI02689,2024,THE,13.4,9.9,,50.0
UNI02691,2024,THE,12.5,8.2,,24.6
UNI02521,2024,THE,10.3,15.2,,18.3
UNI01193,2024,THE,8.7,10.1,,15.6
UNI02692,2024,THE,9.4,39.3,,16.3
UNI01477,2024,THE,9.5,13.6,,15.8
UNI02522,2024,THE,11.4,28.8,,29.7
UNI02523,2024,THE,10.1,33.9,,30.9
UNI02525,2024,THE,10.7,14.6,,20.5
UNI00903,2024,THE,10.6,10.2,,26.8
UNI02527,2024,THE,8.7,15.3,,15.9
UNI02696,2024,THE,14.4,15.4,,21.8
UNI02528,2024,THE,14.9,27.6,,16.8
UNI01229,2024,THE,14.9,26.5,,21.9
UNI02700,2024,THE,10.7,13.7,,18.4
UNI02702,2024,THE,9.9,5.2,,20.0
UNI02530,2024,THE,8.9,29.4,,20.7
UNI02531,2024,THE,9.5,23.9,,16.6
UNI02706,2024,THE,7.9,37.9,,20.7
UNI00993,2024,THE,13.8,26.3,,23.2
UNI01411,2024,THE,16.7,29.9,,25.8
UNI02708,2024,THE,17.1,18.1,,19.4
UNI02710,2024,THE,13.4,16.8,,15.7
UNI02533,2024,THE,9.4,29.3,,17.8
UNI02535,2024,THE,10.6,12.0,,23.2
UNI02298,2024,THE,14.1,22.6,,37.2
UNI02713,2024,THE,9.1,29.1,,22.9
UNI02536,2024,THE,10.9,19.7,,16.6
UNI02300,2024,THE,14.5,21.8,,59.0
UNI01315,2024,THE,15.5,19.4,,41.2
UNI02716,2024,THE,10.6,10.9,,32.3
UNI02539,2024,THE,9.2,12.1,,16.1
UNI02306,2024,THE,15.4,29.8,,27.7
UNI00924,2024,THE,9.5,25.8,,20.7
UNI01416,2024,THE,10.8,18.6,,23.6
UNI02718,2024,THE,10.7,3.7,,16.2
UNI00551,2024,THE,10.8,8.5,,23.2
UNI02721,2024,THE,7.4,12.8,,18.2
UNI02541,2024,THE,7.0,9.0,,17.3
UNI02542,2024,THE,15.2,24.1,,16.1
UNI02312,2024,THE,14.8,22.5,,26.6
UNI02543,2024,THE,13.0,19.3,,37.1
UNI02544,2024,THE,16.0,19.5,,58.3
UNI02545,2024,THE,12.9,15.2,,58.9
UNI02727,2024,THE,8.2,15.8,,18.5
UNI02729,2024,THE,9.6,3.4,,17.1
UNI02547,2024,THE,10.4,23.8,,26.4
UNI01417,2024,THE,13.5,23.4,,21.8
UNI01324,2024,THE,13.6,20.7,,38.0
UNI02549,2024,THE,11.4,26.4,,22.9
UNI02551,2024,THE,9.5,26.1,,18.5
UNI01144,2024,THE,12.0,22.3,,28.7
UNI02319,2024,THE,12.2,23.4,,21.6
UNI02553,2024,THE,8.4,13.6,,32.3
UNI00998,2024,THE,11.0,13.3,,25.4
UNI02734,2024,THE,11.2,11.4,,33.7
UNI02735,2024,THE,9.0,35.7,,18.4
UNI02555,2024,THE,9.7,15.8,,18.8
UNI02737,2024,THE,9.0,18.1,,16.2
UNI02738,2024,THE,9.3,25.9,,23.2
UNI02740,2024,THE,8.6,4.1,,16.2
UNI01400,2024,THE,11.1,30.0,,15.8
UNI02556,2024,THE,11.3,18.1,,18.1
UNI02558,2024,THE,9.3,14.1,,17.4
UNI01328,2024,THE,9.8,29.9,,18.6
UNI02744,2024,THE,9.8,29.9,,21.1
UNI01389,2024,THE,10.5,26.6,,17.1
UNI01148,2024,THE,11.7,23.2,,17.4
UNI02560,2024,THE,11.0,14.0,,26.7
UNI01152,2024,THE,18.9,18.2,,34.5
UNI02563,2024,THE,8.4,11.2,,15.8
UNI02564,2024,THE,11.1,24.2,,25.0
UNI02329,2024,THE,4.6,14.8,,19.2
UNI02566,2024,THE,10.2,22.3,,42.3
UNI02331,2024,THE,12.7,33.9,,37.2
UNI02567,2024,THE,14.7,28.6,,23.9
UNI01153,2024,THE,11.0,28.5,,21.3
UNI02568,2024,THE,10.5,12.7,,23.9
UNI02336,2024,THE,8.6,33.7,,17.5
UNI02569,2024,THE,9.1,18.9,,29.8
UNI02570,2024,THE,12.0,13.9,,43.6
UNI02572,2024,THE,9.0,12.1,,56.4
UNI02755,2024,THE,11.0,18.9,,40.0
UNI02574,2024,THE,13.4,21.3,,46.7
UNI02757,2024,THE,9.5,9.5,,27.0
UNI02576,2024,THE,9.2,8.7,,19.6
UNI02759,2024,THE,9.0,5.1,,17.6
UNI02761,2024,THE,10.2,8.1,,25.6
UNI02762,2024,THE,8.0,17.1,,16.7
UNI01213,2024,THE,14.3,25.0,,21.8
UNI02764,2024,THE,10.4,14.3,,19.0
UNI02582,2024,THE,12.6,9.1,,27.7
UNI02766,2024,THE,8.9,4.7,,16.2
UNI01183,2024,THE,8.7,12.2,,17.9
UNI02583,2024,THE,12.2,22.0,,18.7
UNI02769,2024,THE,22.8,19.3,,45.4
UNI02771,2024,THE,9.6,35.4,,18.7
UNI02585,2024,THE,11.2,26.1,,26.2
UNI02351,2024,THE,7.6,36.0,,16.7
UNI02773,2024,THE,9.9,7.6,,16.6
UNI02775,2024,THE,9.3,22.9,,18.5
UNI02777,2024,THE,10.7,7.7,,17.4
UNI02779,2024,THE,8.5,29.8,,18.8
UNI01420,2024,THE,13.5,35.3,,21.8
UNI02586,2024,THE,9.7,34.7,,22.8
UNI02587,2024,THE,11.7,34.5,,36.0
UNI02588,2024,THE,12.4,17.6,,59.3
UNI01241,2024,THE,8.6,26.8,,16.4
UNI01424,2024,THE,10.5,28.8,,23.1
UNI02784,2024,THE,11.2,21.6,,48.1
UNI02786,2024,THE,,,,
UNI02788,2024,THE,,,,
UNI02789,2024,THE,,,,
UNI02791,2024,THE,,,,
UNI02591,2024,THE,,,,
UNI02793,2024,THE,,,,
UNI02795,2024,THE,,,,
UNI02797,2024,THE,,,,
UNI02798,2024,THE,,,,
UNI02592,2024,THE,,,,
UNI02801,2024,THE,,,,
UNI02802,2024,THE,,,,
UNI02804,2024,THE,,,,
UNI02806,2024,THE,,,,
UNI02595,2024,THE,,,,
UNI02808,2024,THE,,,,
UNI02597,2024,THE,,,,
UNI00631,2024,THE,,,,
UNI02810,2024,THE,,,,
UNI02598,2024,THE,,,,
UNI02812,2024,THE,,,,
UNI02599,2024,THE,,,,
UNI00877,2024,THE,,,,
UNI00693,2024,THE,,,,
UNI02814,2024,THE,,,,
UNI02815,2024,THE,,,,
UNI02600,2024,THE,,,,
UNI02817,2024,THE,,,,
UNI02819,2024,THE,,,,
UNI02821,2024,THE,,,,
UNI02604,2024,THE,,,,
UNI02601,2024,THE,,,,
UNI02602,2024,THE,,,,
UNI02824,2024,THE,,,,
UNI02825,2024,THE,,,,
UNI02827,2024,THE,,,,
UNI02829,2024,THE,,,,
UNI02606,2024,THE,,,,
UNI02831,2024,THE,,,,
UNI02833,2024,THE,,,,
UNI02835,2024,THE,,,,
UNI02837,2024,THE,,,,
UNI02838,2024,THE,,,,
UNI02607,2024,THE,,,,
UNI02840,2024,THE,,,,
UNI02609,2024,THE,,,,
UNI02610,2024,THE,,,,
UNI00879,2024,THE,,,,
UNI02842,2024,THE,,,,
UNI02844,2024,THE,,,,
UNI02612,2024,THE,,,,
UNI02846,2024,THE,,,,
UNI02614,2024,THE,,,,
UNI02849,2024,THE,,,,
UNI02851,2024,THE,,,,
UNI02615,2024,THE,,,,
UNI02854,2024,THE,,,,
UNI02856,2024,THE,,,,
UNI02858,2024,THE,,,,
UNI02860,2024,THE,,,,
UNI02862,2024,THE,,,,
UNI02864,2024,THE,,,,
UNI02866,2024,THE,,,,
UNI00683,2024,THE,,,,
UNI02617,2024,THE,,,,
UNI02618,2024,THE,,,,
UNI00749,2024,THE,,,,
UNI02621,2024,THE,,,,
UNI02870,2024,THE,,,,
UNI02622,2024,THE,,,,
UNI02624,2024,THE,,,,
UNI02625,2024,THE,,,,
UNI02626,2024,THE,,,,
UNI02874,2024,THE,,,,
UNI02875,2024,THE,,,,
UNI02876,2024,THE,,,,
UNI02627,2024,THE,,,,
UNI02879,2024,THE,,,,
UNI02628,2024,THE,,,,
UNI02629,2024,THE,,,,
UNI02631,2024,THE,,,,
UNI02881,2024,THE,,,,
UNI02632,2024,THE,,,,
UNI02882,2024,THE,,,,
UNI02884,2024,THE,,,,
UNI02886,2024,THE,,,,
UNI02888,2024,THE,,,,
UNI02634,2024,THE,,,,
UNI02637,2024,THE,,,,
UNI02638,2024,THE,,,,
UNI02893,2024,THE,,,,
UNI02639,2024,THE,,,,
UNI00995,2024,THE,,,,
UNI02640,2024,THE,,,,
UNI02641,2024,THE,,,,
UNI02898,2024,THE,,,,
UNI02643,2024,THE,,,,
UNI02900,2024,THE,,,,
UNI02902,2024,THE,,,,
UNI02645,2024,THE,,,,
UNI01070,2024,THE,,,,
UNI02647,2024,THE,,,,
UNI02905,2024,THE,,,,
UNI02648,2024,THE,,,,
UNI02650,2024,THE,,,,
UNI02909,2024,THE,,,,
UNI02910,2024,THE,,,,
UNI02911,2024,THE,,,,
UNI02912,2024,THE,,,,
UNI02654,2024,THE,,,,
UNI02655,2024,THE,,,,
UNI02915,2024,THE,,,,
UNI02659,2024,THE,,,,
UNI02661,2024,THE,,,,
UNI02918,2024,THE,,,,
UNI02662,2024,THE,,,,
UNI01248,2024,THE,,,,
UNI02922,2024,THE,,,,
UNI02663,2024,THE,,,,
UNI02665,2024,THE,,,,
UNI02666,2024,THE,,,,
UNI02668,2024,THE,,,,
UNI02927,2024,THE,,,,
UNI02670,2024,THE,,,,
UNI02672,2024,THE,,,,
UNI02673,2024,THE,,,,
UNI02675,2024,THE,,,,
UNI02931,2024,THE,,,,
UNI02676,2024,THE,,,,
UNI02934,2024,THE,,,,
UNI02677,2024,THE,,,,
UNI02936,2024,THE,,,,
UNI02938,2024,THE,,,,
UNI02940,2024,THE,,,,
UNI02942,2024,THE,,,,
UNI02678,2024,THE,,,,
UNI02945,2024,THE,,,,
UNI02947,2024,THE,,,,
UNI02680,2024,THE,,,,
UNI01349,2024,THE,,,,
UNI02949,2024,THE,,,,
UNI02681,2024,THE,,,,
UNI01458,2024,THE,,,,
UNI02952,2024,THE,,,,
UNI02954,2024,THE,,,,
UNI02956,2024,THE,,,,
UNI02958,2024,THE,,,,
UNI02683,2024,THE,,,,
UNI02685,2024,THE,,,,
UNI02686,2024,THE,,,,
UNI02962,2024,THE,,,,
UNI02964,2024,THE,,,,
UNI02966,2024,THE,,,,
UNI02967,2024,THE,,,,
UNI02688,2024,THE,,,,
UNI02970,2024,THE,,,,
UNI02690,2024,THE,,,,
UNI02971,2024,THE,,,,
UNI02972,2024,THE,,,,
UNI02974,2024,THE,,,,
UNI02976,2024,THE,,,,
UNI02693,2024,THE,,,,
UNI02978,2024,THE,,,,
UNI02694,2024,THE,,,,
UNI02981,2024,THE,,,,
UNI02695,2024,THE,,,,
UNI02983,2024,THE,,,,
UNI01260,2024,THE,,,,
UNI02986,2024,THE,,,,
UNI02703,2024,THE,,,,
UNI02988,2024,THE,,,,
UNI02705,2024,THE,,,,
UNI02991,2024,THE,,,,
UNI02993,2024,THE,,,,
UNI02697,2024,THE,,,,
UNI02698,2024,THE,,,,
UNI02699,2024,THE,,,,
UNI02701,2024,THE,,,,
UNI02704,2024,THE,,,,
UNI02707,2024,THE,,,,
UNI03000,2024,THE,,,,
UNI02709,2024,THE,,,,
UNI01264,2024,THE,,,,
UNI03003,2024,THE,,,,
UNI03005,2024,THE,,,,
UNI02711,2024,THE,,,,
UNI02712,2024,THE,,,,
UNI03007,2024,THE,,,,
UNI02717,2024,THE,,,,
UNI02714,2024,THE,,,,
UNI02722,2024,THE,,,,
UNI02715,2024,THE,,,,
UNI03012,2024,THE,,,,
UNI03014,2024,THE,,,,
UNI02719,2024,THE,,,,
UNI03017,2024,THE,,,,
UNI03019,2024,THE,,,,
UNI02720,2024,THE,,,,
UNI03022,2024,THE,,,,
UNI00916,2024,THE,,,,
UNI02723,2024,THE,,,,
UNI03024,2024,THE,,,,
UNI03026,2024,THE,,,,
UNI02724,2024,THE,,,,
UNI03027,2024,THE,,,,
UNI02726,2024,THE,,,,
UNI03029,2024,THE,,,,
UNI03031,2024,THE,,,,
UNI03033,2024,THE,,,,
UNI03034,2024,THE,,,,
UNI03035,2024,THE,,,,
UNI03036,2024,THE,,,,
UNI03038,2024,THE,,,,
UNI03039,2024,THE,,,,
UNI03041,2024,THE,,,,
UNI03042,2024,THE,,,,
UNI03043,2024,THE,,,,
UNI03045,2024,THE,,,,
UNI03047,2024,THE,,,,
UNI03049,2024,THE,,,,
UNI03051,2024,THE,,,,
UNI02728,2024,THE,,,,
UNI03053,2024,THE,,,,
UNI03055,2024,THE,,,,
UNI03056,2024,THE,,,,
UNI03057,2024,THE,,,,
UNI03058,2024,THE,,,,
UNI03060,2024,THE,,,,
UNI02730,2024,THE,,,,
UNI03063,2024,THE,,,,
UNI02731,2024,THE,,,,
UNI02732,2024,THE,,,,
UNI02733,2024,THE,,,,
UNI03068,2024,THE,,,,
UNI02725,2024,THE,,,,
UNI03071,2024,THE,,,,
UNI03073,2024,THE,,,,
UNI03075,2024,THE,,,,
UNI03076,2024,THE,,,,
UNI03078,2024,THE,,,,
UNI03080,2024,THE,,,,
UNI03081,2024,THE,,,,
UNI03083,2024,THE,,,,
UNI03085,2024,THE,,,,
UNI03087,2024,THE,,,,
UNI03089,2024,THE,,,,
UNI03091,2024,THE,,,,
UNI02736,2024,THE,,,,
UNI02739,2024,THE,,,,
UNI02741,2024,THE,,,,
UNI02742,2024,THE,,,,
UNI02430,2024,THE,,,,
UNI02743,2024,THE,,,,
UNI02745,2024,THE,,,,
UNI02746,2024,THE,,,,
UNI03099,2024,THE,,,,
UNI02751,2024,THE,,,,
UNI03101,2024,THE,,,,
UNI03102,2024,THE,,,,
UNI03104,2024,THE,,,,
UNI02747,2024,THE,,,,
UNI02748,2024,THE,,,,
UNI03108,2024,THE,,,,
UNI03110,2024,THE,,,,
UNI01093,2024,THE,,,,
UNI03112,2024,THE,,,,
UNI03113,2024,THE,,,,
UNI03115,2024,THE,,,,
UNI02749,2024,THE,,,,
UNI03118,2024,THE,,,,
UNI02750,2024,THE,,,,
UNI02752,2024,THE,,,,
UNI03120,2024,THE,,,,
UNI03121,2024,THE,,,,
UNI02753,2024,THE,,,,
UNI02754,2024,THE,,,,
UNI02756,2024,THE,,,,
UNI03124,2024,THE,,,,
UNI02758,2024,THE,,,,
UNI02760,2024,THE,,,,
UNI03128,2024,THE,,,,
UNI03130,2024,THE,,,,
UNI03132,2024,THE,,,,
UNI03134,2024,THE,,,,
UNI03135,2024,THE,,,,
UNI03137,2024,THE,,,,
UNI03139,2024,THE,,,,
UNI03140,2024,THE,,,,
UNI01097,2024,THE,,,,
UNI02763,2024,THE,,,,
UNI02765,2024,THE,,,,
UNI03143,2024,THE,,,,
UNI02767,2024,THE,,,,
UNI03146,2024,THE,,,,
UNI03147,2024,THE,,,,
UNI03149,2024,THE,,,,
UNI03151,2024,THE,,,,
UNI03153,2024,THE,,,,
UNI02768,2024,THE,,,,
UNI03156,2024,THE,,,,
UNI03158,2024,THE,,,,
UNI02770,2024,THE,,,,
UNI02772,2024,THE,,,,
UNI00550,2024,THE,,,,
UNI03162,2024,THE,,,,
UNI03164,2024,THE,,,,
UNI03165,2024,THE,,,,
UNI03166,2024,THE,,,,
UNI03167,2024,THE,,,,
UNI03168,2024,THE,,,,
UNI02774,2024,THE,,,,
UNI01434,2024,THE,,,,
UNI02776,2024,THE,,,,
UNI03169,2024,THE,,,,
UNI03170,2024,THE,,,,
UNI02778,2024,THE,,,,
UNI02780,2024,THE,,,,
UNI03171,2024,THE,,,,
UNI03172,2024,THE,,,,
UNI03173,2024,THE,,,,
UNI02781,2024,THE,,,,
UNI03174,2024,THE,,,,
UNI03175,2024,THE,,,,
UNI02782,2024,THE,,,,
UNI03176,2024,THE,,,,
UNI03177,2024,THE,,,,
UNI01102,2024,THE,,,,
UNI03178,2024,THE,,,,
UNI03179,2024,THE,,,,
UNI03180,2024,THE,,,,
UNI02783,2024,THE,,,,
UNI03181,2024,THE,,,,
UNI03182,2024,THE,,,,
UNI02785,2024,THE,,,,
UNI02787,2024,THE,,,,
UNI03183,2024,THE,,,,
UNI02790,2024,THE,,,,
UNI02792,2024,THE,,,,
UNI01024,2024,THE,,,,
UNI03184,2024,THE,,,,
UNI02794,2024,THE,,,,
UNI02796,2024,THE,,,,
UNI03185,2024,THE,,,,
UNI02799,2024,THE,,,,
UNI03186,2024,THE,,,,
UNI03187,2024,THE,,,,
UNI02800,2024,THE,,,,
UNI03188,2024,THE,,,,
UNI03189,2024,THE,,,,
UNI02803,2024,THE,,,,
UNI03190,2024,THE,,,,
UNI02805,2024,THE,,,,
UNI03191,2024,THE,,,,
UNI02807,2024,THE,,,,
UNI03192,2024,THE,,,,
UNI03193,2024,THE,,,,
UNI03194,2024,THE,,,,
UNI03195,2024,THE,,,,
UNI03196,2024,THE,,,,
UNI03197,2024,THE,,,,
UNI03198,2024,THE,,,,
UNI02818,2024,THE,,,,
UNI02809,2024,THE,,,,
UNI00938,2024,THE,,,,
UNI02811,2024,THE,,,,
UNI03199,2024,THE,,,,
UNI03200,2024,THE,,,,
UNI01109,2024,THE,,,,
UNI02813,2024,THE,,,,
UNI03201,2024,THE,,,,
UNI03202,2024,THE,,,,
UNI03203,2024,THE,,,,
UNI03204,2024,THE,,,,
UNI02816,2024,THE,,,,
UNI03205,2024,THE,,,,
UNI03206,2024,THE,,,,
UNI02820,2024,THE,,,,
UNI01288,2024,THE,,,,
UNI02822,2024,THE,,,,
UNI02823,2024,THE,,,,
UNI03207,2024,THE,,,,
UNI03208,2024,THE,,,,
UNI03209,2024,THE,,,,
UNI03210,2024,THE,,,,
UNI03211,2024,THE,,,,
UNI02826,2024,THE,,,,
UNI02828,2024,THE,,,,
UNI03212,2024,THE,,,,
UNI02843,2024,THE,,,,
UNI02830,2024,THE,,,,
UNI02832,2024,THE,,,,
UNI03213,2024,THE,,,,
UNI02834,2024,THE,,,,
UNI03214,2024,THE,,,,
UNI03215,2024,THE,,,,
UNI02836,2024,THE,,,,
UNI02855,2024,THE,,,,
UNI03216,2024,THE,,,,
UNI03217,2024,THE,,,,
UNI03218,2024,THE,,,,
UNI03219,2024,THE,,,,
UNI03220,2024,THE,,,,
UNI03221,2024,THE,,,,
UNI02839,2024,THE,,,,
UNI02841,2024,THE,,,,
UNI03222,2024,THE,,,,
UNI03223,2024,THE,,,,
UNI00941,2024,THE,,,,
UNI03224,2024,THE,,,,
UNI03225,2024,THE,,,,
UNI02845,2024,THE,,,,
UNI03226,2024,THE,,,,
UNI02847,2024,THE,,,,
UNI02848,2024,THE,,,,
UNI02850,2024,THE,,,,
UNI02852,2024,THE,,,,
UNI02853,2024,THE,,,,
UNI02857,2024,THE,,,,
UNI03227,2024,THE,,,,
UNI02859,2024,THE,,,,
UNI03228,2024,THE,,,,
UNI03229,2024,THE,,,,
UNI03230,2024,THE,,,,
UNI02861,2024,THE,,,,
UNI02863,2024,THE,,,,
UNI02865,2024,THE,,,,
UNI02867,2024,THE,,,,
UNI03231,2024,THE,,,,
UNI02868,2024,THE,,,,
UNI02869,2024,THE,,,,
UNI00976,2024,THE,,,,
UNI03232,2024,THE,,,,
UNI03233,2024,THE,,,,
UNI01469,2024,THE,,,,
UNI03234,2024,THE,,,,
UNI02887,2024,THE,,,,
UNI02871,2024,THE,,,,
UNI02872,2024,THE,,,,
UNI03235,2024,THE,,,,
UNI03236,2024,THE,,,,
UNI03237,2024,THE,,,,
UNI03238,2024,THE,,,,
UNI03239,2024,THE,,,,
UNI02873,2024,THE,,,,
UNI01495,2024,THE,,,,
UNI03240,2024,THE,,,,
UNI03241,2024,THE,,,,
UNI03242,2024,THE,,,,
UNI02877,2024,THE,,,,
UNI03243,2024,THE,,,,
UNI02878,2024,THE,,,,
UNI03244,2024,THE,,,,
UNI03245,2024,THE,,,,
UNI02880,2024,THE,,,,
UNI03246,2024,THE,,,,
UNI02883,2024,THE,,,,
UNI02885,2024,THE,,,,
UNI03247,2024,THE,,,,
UNI02889,2024,THE,,,,
UNI02890,2024,THE,,,,
UNI02891,2024,THE,,,,
UNI02892,2024,THE,,,,
UNI03248,2024,THE,,,,
UNI03249,2024,THE,,,,
UNI02894,2024,THE,,,,
UNI03250,2024,THE,,,,
UNI03251,2024,THE,,,,
UNI03252,2024,THE,,,,
UNI03253,2024,THE,,,,
UNI02896,2024,THE,,,,
UNI01388,2024,THE,,,,
UNI02897,2024,THE,,,,
UNI02899,2024,THE,,,,
UNI03254,2024,THE,,,,
UNI03255,2024,THE,,,,
UNI03256,2024,THE,,,,
UNI02901,2024,THE,,,,
UNI03257,2024,THE,,,,
UNI03258,2024,THE,,,,
UNI02903,2024,THE,,,,
UNI02904,2024,THE,,,,
UNI03259,2024,THE,,,,
UNI03260,2024,THE,,,,
UNI02906,2024,THE,,,,
UNI02907,2024,THE,,,,
UNI02908,2024,THE,,,,
UNI01427,2024,THE,,,,
UNI03261,2024,THE,,,,
UNI03262,2024,THE,,,,
UNI02913,2024,THE,,,,
UNI02914,2024,THE,,,,
UNI03263,2024,THE,,,,
UNI02916,2024,THE,,,,
UNI02917,2024,THE,,,,
UNI02919,2024,THE,,,,
UNI02920,2024,THE,,,,
UNI03264,2024,THE,,,,
UNI02921,2024,THE,,,,
UNI02923,2024,THE,,,,
UNI03265,2024,THE,,,,
UNI02924,2024,THE,,,,
UNI02925,2024,THE,,,,
UNI02926,2024,THE,,,,
UNI02928,2024,THE,,,,
UNI03266,2024,THE,,,,
UNI02929,2024,THE,,,,
UNI02930,2024,THE,,,,
UNI02932,2024,THE,,,,
UNI02933,2024,THE,,,,
UNI02935,2024,THE,,,,
UNI02937,2024,THE,,,,
UNI02939,2024,THE,,,,
UNI02941,2024,THE,,,,
UNI02943,2024,THE,,,,
UNI00983,2024,THE,,,,
UNI02944,2024,THE,,,,
UNI02946,2024,THE,,,,
UNI03267,2024,THE,,,,
UNI02948,2024,THE,,,,
UNI03268,2024,THE,,,,
UNI03269,2024,THE,,,,
UNI03270,2024,THE,,,,
UNI02950,2024,THE,,,,
UNI02895,2024,THE,,,,
UNI01128,2024,THE,,,,
UNI02951,2024,THE,,,,
UNI03271,2024,THE,,,,
UNI03272,2024,THE,,,,
UNI03273,2024,THE,,,,
UNI01031,2024,THE,,,,
UNI03274,2024,THE,,,,
UNI03275,2024,THE,,,,
UNI03276,2024,THE,,,,
UNI03277,2024,THE,,,,
UNI02953,2024,THE,,,,
UNI03278,2024,THE,,,,
UNI03116,2024,THE,,,,
UNI02955,2024,THE,,,,
UNI03279,2024,THE,,,,
UNI01182,2024,THE,,,,
UNI03114,2024,THE,,,,
UNI02957,2024,THE,,,,
UNI02959,2024,THE,,,,
UNI03280,2024,THE,,,,
UNI02960,2024,THE,,,,
UNI03281,2024,THE,,,,
UNI02961,2024,THE,,,,
UNI02963,2024,THE,,,,
UNI03282,2024,THE,,,,
UNI03283,2024,THE,,,,
UNI03284,2024,THE,,,,
UNI02965,2024,THE,,,,
UNI02968,2024,THE,,,,
UNI03285,2024,THE,,,,
UNI03286,2024,THE,,,,
UNI02969,2024,THE,,,,
UNI03287,2024,THE,,,,
UNI03288,2024,THE,,,,
UNI03289,2024,THE,,,,
UNI02973,2024,THE,,,,
UNI02975,2024,THE,,,,
UNI03290,2024,THE,,,,
UNI03291,2024,THE,,,,
UNI00670,2024,THE,,,,
UNI02977,2024,THE,,,,
UNI03292,2024,THE,,,,
UNI03293,2024,THE,,,,
UNI03294,2024,THE,,,,
UNI02979,2024,THE,,,,
UNI03295,2024,THE,,,,
UNI03296,2024,THE,,,,
UNI02980,2024,THE,,,,
UNI03297,2024,THE,,,,
UNI02982,2024,THE,,,,
UNI03298,2024,THE,,,,
UNI02984,2024,THE,,,,
UNI02985,2024,THE,,,,
UNI00898,2024,THE,,,,
UNI02987,2024,THE,,,,
UNI03299,2024,THE,,,,
UNI02989,2024,THE,,,,
UNI02990,2024,THE,,,,
UNI03300,2024,THE,,,,
UNI02992,2024,THE,,,,
UNI02994,2024,THE,,,,
UNI03301,2024,THE,,,,
UNI02996,2024,THE,,,,
UNI02995,2024,THE,,,,
UNI02997,2024,THE,,,,
UNI03302,2024,THE,,,,
UNI03303,2024,THE,,,,
UNI03304,2024,THE,,,,
UNI02998,2024,THE,,,,
UNI03305,2024,THE,,,,
UNI03306,2024,THE,,,,
UNI03307,2024,THE,,,,
