master_university_id,university_name,country,year,source,rank_start,overall_score,academic_reputation_score
UNI01054,University of Baghdad,Iraq,2024,THE,1501.0,,
UNI01071,Baku State University,Azerbaijan,2024,THE,1501.0,,
UNI02450,Başkent University,Turkey,2024,THE,1501.0,,
UNI01399,University of Basrah,Iraq,2024,THE,1501.0,,
UNI02453,University of Batna 2,Algeria,2024,THE,1501.0,,
UNI02454,University of Béjaïa,Algeria,2024,THE,1501.0,,
UNI02455,Belgorod State National Research University,Russian Federation,2024,THE,1501.0,,
UNI01249,Benemérita Universidad Autónoma de Puebla,Mexico,2024,THE,1501.0,,
UNI02175,University of Benin,Nigeria,2024,THE,1501.0,,
UNI02457,Bernardo O’Higgins University,Chile,2024,THE,1501.0,,
UNI02458,Bharath Institute of Higher Education and Research,India,2024,THE,1501.0,,
UNI02460,Bharati Vidyapeeth University,India,2024,THE,1501.0,,
UNI02384,Bialystok University of Technology,Poland,2024,THE,1501.0,,
UNI02462,Bilecik Şeyh Edebali University,Turkey,2024,THE,1501.0,,
UNI02464,University of Bío-Bío,Chile,2024,THE,1501.0,,
UNI02465,University of Birjand,Iran,2024,THE,1501.0,,
UNI02386,University of Biskra,Algeria,2024,THE,1501.0,,
UNI02387,Blida 1 University,Algeria,2024,THE,1501.0,,
UNI02388,Bolu Abant Izzet Baysal University,Turkey,2024,THE,1501.0,,
UNI02179,Bozok University,Turkey,2024,THE,1501.0,,
UNI02389,University of Brawijaya,Indonesia,2024,THE,1501.0,,
UNI02469,Burapha University,Thailand,2024,THE,1501.0,,
UNI02471,Bursa Technical University,Turkey,2024,THE,1501.0,,
UNI02390,Bursa Uludağ University,Turkey,2024,THE,1501.0,,
UNI02474,University of Caldas,Colombia,2024,THE,1501.0,,
UNI02476,Çankırı Karatekin University,Turkey,2024,THE,1501.0,,
UNI02391,Catholic University of Brasília,Brazil,2024,THE,1501.0,,
UNI02189,Catholic University of the North,Chile,2024,THE,1501.0,,
UNI02477,Universidad Católica del Maule,Chile,2024,THE,1501.0,,
UNI02479,Universidad Católica de la Santísima Concepción,Chile,2024,THE,1501.0,,
UNI02392,University of Caxias do Sul,Brazil,2024,THE,1501.0,,
UNI02393,Ceará State University,Brazil,2024,THE,1501.0,,
UNI02394,Manisa Celal Bayar University,Turkey,2024,THE,1501.0,,
UNI02482,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca (CEFET-RJ),Brazil,2024,THE,1501.0,,
UNI02483,CES University,Colombia,2024,THE,1501.0,,
UNI01257,Chaoyang University of Technology,Taiwan,2024,THE,1501.0,,
UNI02485,College of Charleston,United States,2024,THE,1501.0,,
UNI02487,Chelyabinsk State University,Russian Federation,2024,THE,1501.0,,
UNI02396,Chiba Institute of Technology,Japan,2024,THE,1501.0,,
UNI02397,Chinese Culture University,Taiwan,2024,THE,1501.0,,
UNI02490,Université Chouaïb Doukkali,Morocco,2024,THE,1501.0,,
UNI02398,Chubu University,Japan,2024,THE,1501.0,,
UNI02400,Chuo University,Japan,2024,THE,1501.0,,
UNI02401,University of Colima,Mexico,2024,THE,1501.0,,
UNI02402,Comillas Pontifical University,Spain,2024,THE,1501.0,,
UNI02403,Communication University of China,China,2024,THE,1501.0,,
UNI02404,Cracow University of Technology,Poland,2024,THE,1501.0,,
UNI01493,University of Craiova,Romania,2024,THE,1501.0,,
UNI02199,Damghan University,Iran,2024,THE,1501.0,,
UNI02407,University of Dar es Salaam,Tanzania,2024,THE,1501.0,,
UNI00753,De La Salle University,Philippines,2024,THE,1501.0,,
UNI02498,University for Development Studies,Ghana,2024,THE,1501.0,,
UNI02408,Dicle University,Turkey,2024,THE,1501.0,,
UNI00866,Diponegoro University,Indonesia,2024,THE,1501.0,,
UNI02409,Dokkyo Medical University,Japan,2024,THE,1501.0,,
UNI01085,Doshisha University,Japan,2024,THE,1501.0,,
UNI02410,Dumlupinar University,Turkey,2024,THE,1501.0,,
UNI02411,Dunarea de Jos University of Galati,Romania,2024,THE,1501.0,,
UNI02412,EAFIT University,Colombia,2024,THE,1501.0,,
UNI02203,El Bosque University,Colombia,2024,THE,1501.0,,
UNI02413,Erzincan Binali Yıldırım University,Turkey,2024,THE,1501.0,,
UNI01087,Escuela Politécnica Nacional,Ecuador,2024,THE,1501.0,,
UNI02414,Eskişehir Osmangazi University,Turkey,2024,THE,1501.0,,
UNI01481,Universidade do Estado de Santa Catarina,Brazil,2024,THE,1501.0,,
UNI02415,Universidade Estadual do Norte Fluminense Darcy Ribeiro,Brazil,2024,THE,1501.0,,
UNI02416,Universidade Estadual de Maringá,Brazil,2024,THE,1501.0,,
UNI02417,Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,2024,THE,1501.0,,
UNI02419,"Federal University of Agriculture, Abeokuta",Nigeria,2024,THE,1501.0,,
UNI02507,Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),Brazil,2024,THE,1501.0,,
UNI02421,Federal University of Itajubá,Brazil,2024,THE,1501.0,,
UNI02423,Universidade Federal de Juiz de Fora,Brazil,2024,THE,1501.0,,
UNI02425,Universidade Federal do Maranhão (UFMA),Brazil,2024,THE,1501.0,,
UNI02427,Federal University of Mato Grosso do Sul,Brazil,2024,THE,1501.0,,
UNI02428,Universidade Federal de Ouro Preto (UFOP),Brazil,2024,THE,1501.0,,
UNI02429,Federal University of Pará,Brazil,2024,THE,1501.0,,
UNI02432,Federal Rural University of Pernambuco,Brazil,2024,THE,1501.0,,
UNI02433,Universidade Federal Rural do Semi-Arido,Brazil,2024,THE,1501.0,,
UNI01930,Universidade Federal de Sergipe,Brazil,2024,THE,1501.0,,
UNI02435,Fluminense Federal University,Brazil,2024,THE,1501.0,,
UNI02059,University of Fortaleza (UNIFOR),Brazil,2024,THE,1501.0,,
UNI02517,Université Frères Mentouri Constantine 1,Algeria,2024,THE,1501.0,,
UNI02437,Universidad de las Fuerzas Armadas – ESPE,Ecuador,2024,THE,1501.0,,
UNI02438,University of Fukui,Japan,2024,THE,1501.0,,
UNI02439,Fukuoka University,Japan,2024,THE,1501.0,,
UNI02518,Université de Gabès,Tunisia,2024,THE,1501.0,,
UNI02440,Gaziantep University,Turkey,2024,THE,1501.0,,
UNI01431,Georgian Technical University,Georgia,2024,THE,1501.0,,
UNI01274,German University in Cairo,Egypt,2024,THE,1501.0,,
UNI01334,Gheorghe Asachi Technical University of Iaşi,Romania,2024,THE,1501.0,,
UNI02442,GITAM University,India,2024,THE,1501.0,,
UNI02524,Goa University,India,2024,THE,1501.0,,
UNI02443,Grigore T. Popa University of Medicine and Pharmacy,Romania,2024,THE,1501.0,,
UNI02526,University of Guadalajara,Mexico,2024,THE,1501.0,,
UNI02446,University of Guanajuato,Mexico,2024,THE,1501.0,,
UNI02529,Gubkin Russian State University of Oil and Gas,Russian Federation,2024,THE,1501.0,,
UNI01275,Hanoi University of Science and Technology,Vietnam,2024,THE,1501.0,,
UNI02230,Hasanuddin University,Indonesia,2024,THE,1501.0,,
UNI02532,Université Hassan 1er,Morocco,2024,THE,1501.0,,
UNI02534,Hassiba Benbouali University of Chlef,Algeria,2024,THE,1501.0,,
UNI02447,University of Havana,Cuba,2024,THE,1501.0,,
UNI02448,Hellenic Open University,Greece,2024,THE,1501.0,,
UNI02537,Herzen State Pedagogical University of Russia,Russian Federation,2024,THE,1501.0,,
UNI02538,Hindustan Institute of Technology and Science,India,2024,THE,1501.0,,
UNI02540,Hitit University,Turkey,2024,THE,1501.0,,
UNI02234,Hosei University,Japan,2024,THE,1501.0,,
UNI02449,Hue University,Vietnam,2024,THE,1501.0,,
UNI02451,University of Hyogo,Japan,2024,THE,1501.0,,
UNI02452,Ibaraki University,Japan,2024,THE,1501.0,,
UNI01184,Universidad Industrial de Santander (UIS),Colombia,2024,THE,1501.0,,
UNI02546,Industrial University of Tyumen,Russian Federation,2024,THE,1501.0,,
UNI02548,Inönü University,Turkey,2024,THE,1501.0,,
UNI00813,Instituto Politécnico Nacional (IPN),Mexico,2024,THE,1501.0,,
UNI02239,International Hellenic University,Greece,2024,THE,1501.0,,
UNI02550,Irkutsk National Research Technical University,Russian Federation,2024,THE,1501.0,,
UNI02552,Irkutsk State University,Russian Federation,2024,THE,1501.0,,
UNI02456,Islamic University of Indonesia,Indonesia,2024,THE,1501.0,,
UNI01280,Istanbul Aydın University,Turkey,2024,THE,1501.0,,
UNI02554,Istanbul Medipol University,Turkey,2024,THE,1501.0,,
UNI00891,Ivane Javakhishvili Tbilisi State University,Georgia,2024,THE,1501.0,,
UNI02557,Ivanovo State University of Chemistry and Technology,Russian Federation,2024,THE,1501.0,,
UNI02459,Iwate University,Japan,2024,THE,1501.0,,
UNI02559,Izmir University of Economics,Turkey,2024,THE,1501.0,,
UNI02461,Jan Evangelista Purkyně University,Czech Republic,2024,THE,1501.0,,
UNI02561,Jan Kochanowski University in Kielce,Poland,2024,THE,1501.0,,
UNI02463,Jean Moulin University – Lyon 3,France,2024,THE,1501.0,,
UNI02562,Jember University,Indonesia,2024,THE,1501.0,,
UNI02241,Jianghan University,China,2024,THE,1501.0,,
UNI02565,University of Jijel,Algeria,2024,THE,1501.0,,
UNI02466,Kanagawa University,Japan,2024,THE,1501.0,,
UNI02244,Kanazawa Medical University,Japan,2024,THE,1501.0,,
UNI02467,Kansai University,Japan,2024,THE,1501.0,,
UNI01220,University of Karachi,Pakistan,2024,THE,1501.0,,
UNI02468,Karadeniz Technical University,Turkey,2024,THE,1501.0,,
UNI02571,Université Kasdi Merbah Ouargla,Algeria,2024,THE,1501.0,,
UNI00826,Kasetsart University,Thailand,2024,THE,1501.0,,
UNI02573,Kastamonu University,Turkey,2024,THE,1501.0,,
UNI02575,Kazan National Research Technical University,Russian Federation,2024,THE,1501.0,,
UNI02577,Kazan National Research Technological University,Russian Federation,2024,THE,1501.0,,
UNI02578,Kazan State Medical University,Russian Federation,2024,THE,1501.0,,
UNI02579,University of Kelaniya,Sri Lanka,2024,THE,1501.0,,
UNI02580,Kemerovo State University,Russian Federation,2024,THE,1501.0,,
UNI02581,University of Kerbala,Iraq,2024,THE,1501.0,,
UNI01290,King Mongkut’s Institute of Technology Ladkrabang,Thailand,2024,THE,1501.0,,
UNI02470,Kirikkale University,Turkey,2024,THE,1501.0,,
UNI02584,Kırşehir Ahi Evran University,Turkey,2024,THE,1501.0,,
UNI02472,Kocaeli University,Turkey,2024,THE,1501.0,,
UNI02473,Kochi University,Japan,2024,THE,1501.0,,
UNI02247,Kochi University of Technology,Japan,2024,THE,1501.0,,
UNI02475,Kogakuin University,Japan,2024,THE,1501.0,,
UNI01112,Kookmin University,South Korea,2024,THE,1501.0,,
UNI02248,Universiti Kuala Lumpur,Malaysia,2024,THE,1501.0,,
UNI01406,University of Kufa,Iraq,2024,THE,1501.0,,
UNI01293,Kwansei Gakuin University,Japan,2024,THE,1501.0,,
UNI02478,Kyoto Sangyo University,Japan,2024,THE,1501.0,,
UNI02480,Ladoke Akintola University of Technology,Nigeria,2024,THE,1501.0,,
UNI02589,University of Laghouat,Algeria,2024,THE,1501.0,,
UNI02590,Lagos State University,Nigeria,2024,THE,1501.0,,
UNI02251,Lahore College for Women University (LCWU),Pakistan,2024,THE,1501.0,,
UNI01494,University of Lampung,Indonesia,2024,THE,1501.0,,
UNI02481,Latvia University of Life Sciences and Technologies,Latvia,2024,THE,1501.0,,
UNI02593,University of Life Sciences in Lublin,Poland,2024,THE,1501.0,,
UNI00402,L.N. Gumilyov Eurasian National University,Kazakhstan,2024,THE,1501.0,,
UNI02594,Lobachevsky State University of Nizhni Novgorod,Russian Federation,2024,THE,1501.0,,
UNI01059,University of Łódź,Poland,2024,THE,1501.0,,
UNI02253,Londrina State University,Brazil,2024,THE,1501.0,,
UNI02596,University of Los Lagos,Chile,2024,THE,1501.0,,
UNI01242,Lucian Blaga University of Sibiu,Romania,2024,THE,1501.0,,
UNI02255,University of Lucknow,India,2024,THE,1501.0,,
UNI02484,University of Macerata (UNIMC),Italy,2024,THE,1501.0,,
UNI02486,Mackenzie Presbyterian University,Brazil,2024,THE,1501.0,,
UNI02488,Mahasarakham University,Thailand,2024,THE,1501.0,,
UNI02258,Universiti Malaysia Kelantan,Malaysia,2024,THE,1501.0,,
UNI02489,Maria Curie-Skłodowska University (UMCS),Poland,2024,THE,1501.0,,
UNI01295,Marmara University,Turkey,2024,THE,1501.0,,
UNI02603,University of Mascara,Algeria,2024,THE,1501.0,,
UNI02491,Matej Bel University,Slovakia,2024,THE,1501.0,,
UNI02605,Universidad Mayor,Chile,2024,THE,1501.0,,
UNI01118,Meiji University,Japan,2024,THE,1501.0,,
UNI02492,Meijo University,Japan,2024,THE,1501.0,,
UNI02608,Mendeleev University of Chemical Technology,Russian Federation,2024,THE,1501.0,,
UNI02493,M’Hamed Bougara University of Boumerdès,Algeria,2024,THE,1501.0,,
UNI02611,Middle Technical University,Iraq,2024,THE,1501.0,,
UNI02494,Ming Chuan University,Taiwan,2024,THE,1501.0,,
UNI02613,MIREA - Russian Technological University,Russian Federation,2024,THE,1501.0,,
UNI01407,University of Miskolc,Hungary,2024,THE,1501.0,,
UNI02495,University of Miyazaki,Japan,2024,THE,1501.0,,
UNI02496,University Mohamed Boudiaf of M’Sila,Algeria,2024,THE,1501.0,,
UNI02616,Université Mohammed Premier,Morocco,2024,THE,1501.0,,
UNI02497,University of Montenegro,Montenegro,2024,THE,1501.0,,
UNI02619,Moscow Polytechnic University,Russian Federation,2024,THE,1501.0,,
UNI02620,Moscow State University of Civil Engineering,Russian Federation,2024,THE,1501.0,,
UNI02499,University of Mosul,Iraq,2024,THE,1501.0,,
UNI02623,Moulay Ismail University,Morocco,2024,THE,1501.0,,
UNI02500,Université Mouloud Mammeri de Tizi-Ouzou,Algeria,2024,THE,1501.0,,
UNI02501,Muroran Institute of Technology,Japan,2024,THE,1501.0,,
UNI01120,Mustansiriyah University,Iraq,2024,THE,1501.0,,
UNI02269,University of Mysore,India,2024,THE,1501.0,,
UNI01375,Universidad Nacional del Litoral,Argentina,2024,THE,1501.0,,
UNI02630,Nara Women’s University,Japan,2024,THE,1501.0,,
UNI01301,Naresuan University,Thailand,2024,THE,1501.0,,
UNI02633,National Aviation University,Ukraine,2024,THE,1501.0,,
UNI02502,National Chiayi University,Taiwan,2024,THE,1501.0,,
UNI02503,National Chi Nan University,Taiwan,2024,THE,1501.0,,
UNI02635,National University of Córdoba,Argentina,2024,THE,1501.0,,
UNI02636,National University of Costa Rica,Costa Rica,2024,THE,1501.0,,
UNI02504,National Formosa University,Taiwan,2024,THE,1501.0,,
UNI02505,National Ilan University,Taiwan,2024,THE,1501.0,,
UNI02506,National University of Kaohsiung,Taiwan,2024,THE,1501.0,,
UNI01305,National University of Life and Environmental Sciences of Ukraine,Ukraine,2024,THE,1501.0,,
UNI02642,National University of Medical Sciences (NUMS),Pakistan,2024,THE,1501.0,,
UNI02644,National Research Saratov State University,Russian Federation,2024,THE,1501.0,,
UNI02276,National University of San Martín,Argentina,2024,THE,1501.0,,
UNI02646,National Taichung University of Science and Technology,Taiwan,2024,THE,1501.0,,
UNI01304,National Taipei University,Taiwan,2024,THE,1501.0,,
UNI02508,National United University,Taiwan,2024,THE,1501.0,,
UNI02649,NED University of Engineering and Technology,Pakistan,2024,THE,1501.0,,
UNI02651,Universitas Negeri Surabaya,Indonesia,2024,THE,1501.0,,
UNI02652,Nizhny Novgorod State Technical University,Russian Federation,2024,THE,1501.0,,
UNI02509,Nnamdi Azikiwe University,Nigeria,2024,THE,1501.0,,
UNI02653,North-Caucasus Federal University,Russian Federation,2024,THE,1501.0,,
UNI02281,"University of the North, Colombia",Colombia,2024,THE,1501.0,,
UNI02656,North-Eastern Federal University,Russian Federation,2024,THE,1501.0,,
UNI02657,Northern (Arctic) Federal University named after M.V. Lomonosov,Russian Federation,2024,THE,1501.0,,
UNI02658,North-Western State Medical University named after I.I. Mechnikov,Russian Federation,2024,THE,1501.0,,
UNI02660,Nosov Magnitogorsk State Technical University,Russian Federation,2024,THE,1501.0,,
UNI02510,Universidade Nove de Julho (Uninove),Brazil,2024,THE,1501.0,,
UNI01227,University of Novi Sad,Serbia,2024,THE,1501.0,,
UNI02664,Novosibirsk State Technical University,Russian Federation,2024,THE,1501.0,,
UNI02511,Nueva Granada Military University,Colombia,2024,THE,1501.0,,
UNI02283,Obafemi Awolowo University,Nigeria,2024,THE,1501.0,,
UNI02667,Ogarev Mordovia State University,Russian Federation,2024,THE,1501.0,,
UNI02512,Oita University,Japan,2024,THE,1501.0,,
UNI02669,Niğde Ömer Halisdemir University,Turkey,2024,THE,1501.0,,
UNI02671,Omsk State Technical University,Russian Federation,2024,THE,1501.0,,
UNI02513,Ondokuz Mayis University,Turkey,2024,THE,1501.0,,
UNI02287,Oran 1 University,Algeria,2024,THE,1501.0,,
UNI02674,Ordu University,Turkey,2024,THE,1501.0,,
UNI02514,Osaka Institute of Technology,Japan,2024,THE,1501.0,,
UNI02515,Osaka Medical and Pharmaceutical University,Japan,2024,THE,1501.0,,
UNI01352,University of Ostrava,Czech Republic,2024,THE,1501.0,,
UNI02516,Ovidius University of Constanța,Romania,2024,THE,1501.0,,
UNI00746,Universitas Padjadjaran,Indonesia,2024,THE,1501.0,,
UNI02679,Pamukkale University,Turkey,2024,THE,1501.0,,
UNI00744,Universidad Panamericana (UP),Mexico,2024,THE,1501.0,,
UNI01355,University of Pannonia,Hungary,2024,THE,1501.0,,
UNI01228,University of Pardubice,Czech Republic,2024,THE,1501.0,,
UNI02682,Pavlov First Saint Petersburg State Medical University,Russian Federation,2024,THE,1501.0,,
UNI02519,Payame Noor University,Iran,2024,THE,1501.0,,
UNI02520,Pedagogical and Technological University of Colombia,Colombia,2024,THE,1501.0,,
UNI02684,University of the Peloponnese,Greece,2024,THE,1501.0,,
UNI01359,Universitas Pendidikan Indonesia,Indonesia,2024,THE,1501.0,,
UNI02687,Penza State University,Russian Federation,2024,THE,1501.0,,
UNI02689,Perm National Research Polytechnic University,Russian Federation,2024,THE,1501.0,,
UNI02691,Perm State University,Russian Federation,2024,THE,1501.0,,
UNI02521,University of Pernambuco,Brazil,2024,THE,1501.0,,
UNI01193,Universidad Peruana de Ciencias Aplicadas (UPC),Peru,2024,THE,1501.0,,
UNI02692,University of Phayao,Thailand,2024,THE,1501.0,,
UNI01477,Universidad Politécnica Salesiana,Ecuador,2024,THE,1501.0,,
UNI02522,Polytechnic University of Bucharest,Romania,2024,THE,1501.0,,
UNI02523,Polytechnic University of Timişoara,Romania,2024,THE,1501.0,,
UNI02525,Pontifical Catholic University of Minas Gerais,Brazil,2024,THE,1501.0,,
UNI00903,Universidad Pontificia Bolivariana (UPB),Colombia,2024,THE,1501.0,,
UNI02527,Pontificia Universidad Católica del Ecuador,Ecuador,2024,THE,1501.0,,
UNI02696,University of Port Harcourt,Nigeria,2024,THE,1501.0,,
UNI02528,Prague University of Economics and Business,Czech Republic,2024,THE,1501.0,,
UNI01229,University of Primorska,Slovenia,2024,THE,1501.0,,
UNI02700,University of Prishtina,Kosovo,2024,THE,1501.0,,
UNI02702,Privolzhsky Research Medical University,Russian Federation,2024,THE,1501.0,,
UNI02530,PSG College of Technology,India,2024,THE,1501.0,,
UNI02531,Recep Tayyip Erdoğan University,Turkey,2024,THE,1501.0,,
UNI02706,REVA University,India,2024,THE,1501.0,,
UNI00993,Riga Stradiņš University,Latvia,2024,THE,1501.0,,
UNI01411,University of Rijeka,Croatia,2024,THE,1501.0,,
UNI02708,Russian Presidential Academy of National Economy and Public Administration,Russian Federation,2024,THE,1501.0,,
UNI02710,Russian State University for the Humanities,Russian Federation,2024,THE,1501.0,,
UNI02533,R V College of Engineering,India,2024,THE,1501.0,,
UNI02535,Ryukoku University,Japan,2024,THE,1501.0,,
UNI02298,University of the Ryukyus,Japan,2024,THE,1501.0,,
UNI02713,Rzeszów University of Technology,Poland,2024,THE,1501.0,,
UNI02536,University of La Sabana,Colombia,2024,THE,1501.0,,
UNI02300,Saga University,Japan,2024,THE,1501.0,,
UNI01315,Saitama University,Japan,2024,THE,1501.0,,
UNI02716,Samara State Technical University,Russian Federation,2024,THE,1501.0,,
UNI02539,San Sebastián University,Chile,2024,THE,1501.0,,
UNI02306,"University of Santiago, Chile (USACH)",Chile,2024,THE,1501.0,,
UNI00924,University of Santo Tomas,Philippines,2024,THE,1501.0,,
UNI01416,University of Sarajevo,Bosnia and Herzegovina,2024,THE,1501.0,,
UNI02718,Saratov State Medical University,Russian Federation,2024,THE,1501.0,,
UNI00551,Satbayev University,Kazakhstan,2024,THE,1501.0,,
UNI02721,University of Sciences and Technology Houari Boumediene,Algeria,2024,THE,1501.0,,
UNI02541,University of Science and Technology of Oran Mohamed-Boudiaf,Algeria,2024,THE,1501.0,,
UNI02542,SGH Warsaw School of Economics,Poland,2024,THE,1501.0,,
UNI02312,Shahed University,Iran,2024,THE,1501.0,,
UNI02543,Shimane University,Japan,2024,THE,1501.0,,
UNI02544,Shizuoka University,Japan,2024,THE,1501.0,,
UNI02545,University of Shizuoka,Japan,2024,THE,1501.0,,
UNI02727,Reshetnev Siberian State University of Science and Technology,Russian Federation,2024,THE,1501.0,,
UNI02729,Siberian State Medical University,Russian Federation,2024,THE,1501.0,,
UNI02547,Sichuan University of Science and Engineering,China,2024,THE,1501.0,,
UNI01417,University of Silesia in Katowice,Poland,2024,THE,1501.0,,
UNI01324,Silpakorn University,Thailand,2024,THE,1501.0,,
UNI02549,University of Sistan and Baluchestan,Iran,2024,THE,1501.0,,
UNI02551,Sivas Cumhuriyet University,Turkey,2024,THE,1501.0,,
UNI01144,Slovak University of Technology in Bratislava,Slovakia,2024,THE,1501.0,,
UNI02319,Sofia University,Bulgaria,2024,THE,1501.0,,
UNI02553,University of Sonora,Mexico,2024,THE,1501.0,,
UNI00998,Sophia University,Japan,2024,THE,1501.0,,
UNI02734,Southwest State University,Russian Federation,2024,THE,1501.0,,
UNI02735,University of Sri Jayewardenepura,Sri Lanka,2024,THE,1501.0,,
UNI02555,Srinakharinwirot University,Thailand,2024,THE,1501.0,,
UNI02737,Universitas Sriwijaya,Indonesia,2024,THE,1501.0,,
UNI02738,Saints Cyril and Methodius University in Skopje,North Macedonia,2024,THE,1501.0,,
UNI02740,State University of Bahia,Brazil,2024,THE,1501.0,,
UNI01400,State University of Malang,Indonesia,2024,THE,1501.0,,
UNI02556,State University of Ponta Grossa,Brazil,2024,THE,1501.0,,
UNI02558,State University of Santa Cruz,Brazil,2024,THE,1501.0,,
UNI01328,Süleyman Demirel University,Turkey,2024,THE,1501.0,,
UNI02744,Université Sultan Moulay Slimane,Morocco,2024,THE,1501.0,,
UNI01389,Universitas Sumatera Utara,Indonesia,2024,THE,1501.0,,
UNI01148,Széchenyi István University,Hungary,2024,THE,1501.0,,
UNI02560,Tamil Nadu Agricultural University,India,2024,THE,1501.0,,
UNI01152,Technical University of Liberec,Czech Republic,2024,THE,1501.0,,
UNI02563,Technical University of Loja,Ecuador,2024,THE,1501.0,,
UNI02564,Technical University of Sofia,Bulgaria,2024,THE,1501.0,,
UNI02329,Technological University of Pereira,Colombia,2024,THE,1501.0,,
UNI02566,Universidade Tecnológica Federal do Paraná (UTFPR),Brazil,2024,THE,1501.0,,
UNI02331,Teikyo University,Japan,2024,THE,1501.0,,
UNI02567,Universiti Teknologi MARA,Malaysia,2024,THE,1501.0,,
UNI01153,Telkom University,Indonesia,2024,THE,1501.0,,
UNI02568,Temuco Catholic University,Chile,2024,THE,1501.0,,
UNI02336,Tokat Gaziosmanpaşa University,Turkey,2024,THE,1501.0,,
UNI02569,Tokyo University of Agriculture,Japan,2024,THE,1501.0,,
UNI02570,Tokyo City University,Japan,2024,THE,1501.0,,
UNI02572,Tokyo Denki University,Japan,2024,THE,1501.0,,
UNI02755,Tomsk State University of Control Systems and Radioelectronics,Russian Federation,2024,THE,1501.0,,
UNI02574,Tottori University,Japan,2024,THE,1501.0,,
UNI02757,Toyama Prefectural University,Japan,2024,THE,1501.0,,
UNI02576,Toyo University,Japan,2024,THE,1501.0,,
UNI02759,Tula State University,Russian Federation,2024,THE,1501.0,,
UNI02761,Ufa University of Science and Technology,Russian Federation,2024,THE,1501.0,,
UNI02762,Ufa State Petroleum Technological University,Russian Federation,2024,THE,1501.0,,
UNI01213,Universiti Malaysia Sabah (UMS),Malaysia,2024,THE,1501.0,,
UNI02764,Uşak University,Turkey,2024,THE,1501.0,,
UNI02582,Utsunomiya University,Japan,2024,THE,1501.0,,
UNI02766,Uzhhorod National University,Ukraine,2024,THE,1501.0,,
UNI01183,Universidad del Valle,Colombia,2024,THE,1501.0,,
UNI02583,University of Valparaíso,Chile,2024,THE,1501.0,,
UNI02769,Van Yüzüncü Yil University,Turkey,2024,THE,1501.0,,
UNI02771,Instituto Politécnico de Viana do Castelo,Portugal,2024,THE,1501.0,,
UNI02585,Vietnam National University (Ho Chi Minh City),Vietnam,2024,THE,1501.0,,
UNI02351,"Vignan’s Foundation for Science, Technology and Research",India,2024,THE,1501.0,,
UNI02773,V.I. Vernadsky Crimean Federal University (Vernadsky CFU),Ukraine,2024,THE,1501.0,,
UNI02775,Volgograd State Technical University,Russian Federation,2024,THE,1501.0,,
UNI02777,Voronezh State University,Russian Federation,2024,THE,1501.0,,
UNI02779,Voronezh State Technical University,Russian Federation,2024,THE,1501.0,,
UNI01420,University of Warmia and Mazury in Olsztyn,Poland,2024,THE,1501.0,,
UNI02586,University of West Attica,Greece,2024,THE,1501.0,,
UNI02587,Yanshan University,China,2024,THE,1501.0,,
UNI02588,Yeditepe University,Turkey,2024,THE,1501.0,,
UNI01241,Yerevan State University,Armenia,2024,THE,1501.0,,
UNI01424,Yogyakarta State University,Indonesia,2024,THE,1501.0,,
UNI02784,Zonguldak Bülent Ecevit University,Turkey,2024,THE,1501.0,,
UNI02786,Abbes Laghrour University of Khenchala,Algeria,2024,THE,,,
UNI02788,Abbottabad University of Science and Technology,Pakistan,2024,THE,,,
UNI02789,Abdelhafid Boussouf University Center of Mila,Algeria,2024,THE,,,
UNI02791,Abdullah Gül University,Turkey,2024,THE,,,
UNI02591,Abertay University,United Kingdom,2024,THE,,,
UNI02793,Abia State University,Nigeria,2024,THE,,,
UNI02795,Abrar University,Somalia,2024,THE,,,
UNI02797,Ada Kent University,Northern Cyprus,2024,THE,,,
UNI02798,Adventist University of Central Africa,Rwanda,2024,THE,,,
UNI02592,AECC University College,United Kingdom,2024,THE,,,
UNI02801,University Center of Aflou,Algeria,2024,THE,,,
UNI02802,University of Agronomic Sciences and Veterinary Medicine of Bucharest,Romania,2024,THE,,,
UNI02804,Universitas Ahmad Dahlan,Indonesia,2024,THE,,,
UNI02806,University of Ahmed Draia,Algeria,2024,THE,,,
UNI02595,Aichi Prefectural University,Japan,2024,THE,,,
UNI02808,Université d’Ain Témouchent,Algeria,2024,THE,,,
UNI02597,Ajeenkya DY Patil University,India,2024,THE,,,
UNI00631,Ajman University,United Arab Emirates,2024,THE,,,
UNI02810,Akhmet Yassawi University,Kazakhstan,2024,THE,,,
UNI02598,Akita Prefectural University,Japan,2024,THE,,,
UNI02812,Akli Mohand Oulhadj Bouira University,Algeria,2024,THE,,,
UNI02599,Akwa Ibom State University,Nigeria,2024,THE,,,
UNI00877,Al-Ahliyya Amman University,Jordan,2024,THE,,,
UNI00693,Al Ain University,United Arab Emirates,2024,THE,,,
UNI02814,Al Akhawayn University,Morocco,2024,THE,,,
UNI02815,Al al-Bayt University,Jordan,2024,THE,,,
UNI02600,Al-Ayen University,Iraq,2024,THE,,,
UNI02817,Al-Baha University,Saudi Arabia,2024,THE,,,
UNI02819,Al-Bayan University,Iraq,2024,THE,,,
UNI02821,Albaydha University,Yemen,2024,THE,,,
UNI02604,Al-Esraa University College,Iraq,2024,THE,,,
