master_university_id,year,source,faculty_student_score,international_students_score,faculty_to_student_ratio,international_student_pct
UNI02528,2024,THE,,,29.1,27.0
UNI01229,2024,THE,,,15.3,18.0
UNI02700,2024,THE,,,31.4,1.0
UNI02702,2024,THE,,,10.3,23.0
UNI02530,2024,THE,,,14.2,0.0
UNI02531,2024,THE,,,16.9,4.0
UNI02706,2024,THE,,,18.7,1.0
UNI00993,2024,THE,,,21.8,29.0
UNI01411,2024,THE,,,15.6,3.0
UNI02708,2024,THE,,,10.4,4.0
UNI02710,2024,THE,,,22.1,4.0
UNI02533,2024,THE,,,14.9,0.0
UNI02535,2024,THE,,,27.7,2.0
UNI02298,2024,THE,,,9.9,2.0
UNI02713,2024,THE,,,11.6,1.0
UNI02536,2024,THE,,,17.1,2.0
UNI02300,2024,THE,,,9.8,2.0
UNI01315,2024,THE,,,15.3,6.0
UNI02716,2024,THE,,,16.0,5.0
UNI02539,2024,THE,,,19.8,0.0
UNI02306,2024,THE,,,20.8,2.0
UNI00924,2024,THE,,,13.3,7.0
UNI01416,2024,THE,,,15.6,0.0
UNI02718,2024,THE,,,6.6,12.0
UNI00551,2024,THE,,,12.4,5.0
UNI02721,2024,THE,,,19.5,0.0
UNI02541,2024,THE,,,9.6,1.0
UNI02542,2024,THE,,,16.5,13.0
UNI02312,2024,THE,,,15.8,0.0
UNI02543,2024,THE,,,8.2,3.0
UNI02544,2024,THE,,,14.5,4.0
UNI02545,2024,THE,,,11.5,3.0
UNI02727,2024,THE,,,22.9,3.0
UNI02729,2024,THE,,,10.6,21.0
UNI02547,2024,THE,,,22.9,1.0
UNI01417,2024,THE,,,11.6,4.0
UNI01324,2024,THE,,,18.8,2.0
UNI02549,2024,THE,,,19.6,1.0
UNI02551,2024,THE,,,32.4,8.0
UNI01144,2024,THE,,,8.5,7.0
UNI02319,2024,THE,,,7.5,7.0
UNI02553,2024,THE,,,26.0,1.0
UNI00998,2024,THE,,,12.7,10.0
UNI02734,2024,THE,,,13.4,11.0
UNI02735,2024,THE,,,22.9,0.0
UNI02555,2024,THE,,,18.9,1.0
UNI02737,2024,THE,,,24.7,0.0
UNI02738,2024,THE,,,13.5,5.0
UNI02740,2024,THE,,,11.9,0.0
UNI01400,2024,THE,,,30.5,4.0
UNI02556,2024,THE,,,8.9,0.0
UNI02558,2024,THE,,,9.8,2.0
UNI01328,2024,THE,,,32.3,5.0
UNI02744,2024,THE,,,56.2,0.0
UNI01389,2024,THE,,,19.2,2.0
UNI01148,2024,THE,,,14.8,5.0
UNI02560,2024,THE,,,9.3,0.0
UNI01152,2024,THE,,,13.3,10.0
UNI02563,2024,THE,,,29.3,1.0
UNI02564,2024,THE,,,9.7,9.0
UNI02329,2024,THE,,,17.8,0.0
UNI02566,2024,THE,,,15.3,1.0
UNI02331,2024,THE,,,16.0,5.0
UNI02567,2024,THE,,,16.3,1.0
UNI01153,2024,THE,,,16.8,3.0
UNI02568,2024,THE,,,11.1,0.0
UNI02336,2024,THE,,,15.2,9.0
UNI02569,2024,THE,,,32.2,2.0
UNI02570,2024,THE,,,26.8,2.0
UNI02572,2024,THE,,,28.7,3.0
UNI02755,2024,THE,,,12.1,14.0
UNI02574,2024,THE,,,8.0,2.0
UNI02757,2024,THE,,,9.5,2.0
UNI02576,2024,THE,,,23.5,5.0
UNI02759,2024,THE,,,35.0,3.0
UNI02761,2024,THE,,,12.6,5.0
UNI02762,2024,THE,,,8.2,11.0
UNI01213,2024,THE,,,16.6,4.0
UNI02764,2024,THE,,,27.4,11.0
UNI02582,2024,THE,,,13.7,4.0
UNI02766,2024,THE,,,11.3,13.0
UNI01183,2024,THE,,,8.9,1.0
UNI02583,2024,THE,,,19.0,2.0
UNI02769,2024,THE,,,17.5,3.0
UNI02771,2024,THE,,,19.8,10.0
UNI02585,2024,THE,,,24.5,1.0
UNI02351,2024,THE,,,11.3,1.0
UNI02773,2024,THE,,,12.5,9.0
UNI02775,2024,THE,,,13.9,10.0
UNI02777,2024,THE,,,11.1,15.0
UNI02779,2024,THE,,,13.5,6.0
UNI01420,2024,THE,,,17.5,3.0
UNI02586,2024,THE,,,37.9,0.0
UNI02587,2024,THE,,,13.4,1.0
UNI02588,2024,THE,,,27.5,6.0
UNI01241,2024,THE,,,8.0,2.0
UNI01424,2024,THE,,,16.3,1.0
UNI02784,2024,THE,,,22.4,8.0
UNI02786,2024,THE,,,26.1,0.0
UNI02788,2024,THE,,,13.3,0.0
UNI02789,2024,THE,,,24.9,0.0
UNI02791,2024,THE,,,22.5,9.0
UNI02591,2024,THE,,,23.4,21.0
UNI02793,2024,THE,,,45.8,0.0
UNI02795,2024,THE,,,5.5,0.0
UNI02797,2024,THE,,,1.0,19.0
UNI02798,2024,THE,,,31.7,11.0
UNI02592,2024,THE,,,19.5,39.0
UNI02801,2024,THE,,,23.7,0.0
UNI02802,2024,THE,,,16.7,3.0
UNI02804,2024,THE,,,34.6,1.0
UNI02806,2024,THE,,,28.0,0.0
UNI02595,2024,THE,,,15.4,1.0
UNI02808,2024,THE,,,17.2,1.0
UNI02597,2024,THE,,,15.8,1.0
UNI00631,2024,THE,,,15.1,82.0
UNI02810,2024,THE,,,8.6,10.0
UNI02598,2024,THE,,,8.9,1.0
UNI02812,2024,THE,,,28.3,0.0
UNI02599,2024,THE,,,21.2,0.0
UNI00877,2024,THE,,,12.1,60.0
UNI00693,2024,THE,,,14.6,60.0
UNI02814,2024,THE,,,17.0,2.0
UNI02815,2024,THE,,,38.8,4.0
UNI02600,2024,THE,,,25.6,0.0
UNI02817,2024,THE,,,14.1,2.0
UNI02819,2024,THE,,,29.9,0.0
UNI02821,2024,THE,,,5.1,0.0
UNI02604,2024,THE,,,26.7,0.0
UNI02601,2024,THE,,,19.4,0.0
UNI02602,2024,THE,,,21.8,0.0
UNI02824,2024,THE,,,40.8,0.0
UNI02825,2024,THE,,,17.2,0.0
UNI02827,2024,THE,,,31.1,0.0
UNI02829,2024,THE,,,35.5,0.0
UNI02606,2024,THE,,,20.2,0.0
UNI02831,2024,THE,,,26.9,1.0
UNI02833,2024,THE,,,13.0,7.0
UNI02835,2024,THE,,,68.8,0.0
UNI02837,2024,THE,,,17.6,0.0
UNI02838,2024,THE,,,9.0,0.0
UNI02607,2024,THE,,,20.3,0.0
UNI02840,2024,THE,,,19.0,19.0
UNI02609,2024,THE,,,17.6,1.0
UNI02610,2024,THE,,,22.7,0.0
UNI00879,2024,THE,,,6.3,6.0
UNI02842,2024,THE,,,5.1,2.0
UNI02844,2024,THE,,,19.8,0.0
UNI02612,2024,THE,,,23.5,0.0
UNI02846,2024,THE,,,16.2,2.0
UNI02614,2024,THE,,,23.5,0.0
UNI02849,2024,THE,,,28.2,0.0
UNI02851,2024,THE,,,7.3,0.0
UNI02615,2024,THE,,,13.4,26.0
UNI02854,2024,THE,,,37.3,0.0
UNI02856,2024,THE,,,23.5,0.0
UNI02858,2024,THE,,,20.8,51.0
UNI02860,2024,THE,,,29.7,0.0
UNI02862,2024,THE,,,39.4,0.0
UNI02864,2024,THE,,,27.7,29.0
UNI02866,2024,THE,,,16.6,44.0
UNI00683,2024,THE,,,14.8,75.0
UNI02617,2024,THE,,,23.1,0.0
UNI02618,2024,THE,,,19.0,25.0
UNI00749,2024,THE,,,12.8,14.0
UNI02621,2024,THE,,,10.2,57.0
UNI02870,2024,THE,,,25.5,0.0
UNI02622,2024,THE,,,17.0,1.0
UNI02624,2024,THE,,,6.8,0.0
UNI02625,2024,THE,,,14.5,0.0
UNI02626,2024,THE,,,25.3,9.0
UNI02874,2024,THE,,,8.4,4.0
UNI02875,2024,THE,,,16.5,2.0
UNI02876,2024,THE,,,23.2,0.0
UNI02627,2024,THE,,,10.0,5.0
UNI02879,2024,THE,,,39.9,0.0
UNI02628,2024,THE,,,18.4,2.0
UNI02629,2024,THE,,,13.1,82.0
UNI02631,2024,THE,,,5.1,7.0
UNI02881,2024,THE,,,18.6,29.0
UNI02632,2024,THE,,,26.7,36.0
UNI02882,2024,THE,,,6.9,74.0
UNI02884,2024,THE,,,75.0,35.0
UNI02886,2024,THE,,,5.7,37.0
UNI02888,2024,THE,,,9.2,2.0
UNI02634,2024,THE,,,14.2,21.0
UNI02637,2024,THE,,,11.9,59.0
UNI02638,2024,THE,,,11.6,8.0
UNI02893,2024,THE,,,22.9,7.0
UNI02639,2024,THE,,,8.7,5.0
UNI00995,2024,THE,,,8.2,22.0
UNI02640,2024,THE,,,21.2,17.0
UNI02641,2024,THE,,,11.1,0.0
UNI02898,2024,THE,,,18.0,2.0
UNI02643,2024,THE,,,50.6,37.0
UNI02900,2024,THE,,,8.5,8.0
UNI02902,2024,THE,,,45.7,0.0
UNI02645,2024,THE,,,15.2,4.0
UNI01070,2024,THE,,,10.4,3.0
UNI02647,2024,THE,,,19.8,1.0
UNI02905,2024,THE,,,20.5,0.0
UNI02648,2024,THE,,,17.8,2.0
UNI02650,2024,THE,,,36.8,0.0
UNI02909,2024,THE,,,48.1,0.0
UNI02910,2024,THE,,,19.1,0.0
UNI02911,2024,THE,,,29.5,0.0
UNI02912,2024,THE,,,31.8,7.0
UNI02654,2024,THE,,,8.0,3.0
UNI02655,2024,THE,,,35.3,3.0
UNI02915,2024,THE,,,10.2,28.0
UNI02659,2024,THE,,,16.4,14.0
UNI02661,2024,THE,,,27.8,0.0
UNI02918,2024,THE,,,30.8,1.0
UNI02662,2024,THE,,,11.3,0.0
UNI01248,2024,THE,,,13.6,5.0
UNI02922,2024,THE,,,6.3,28.0
UNI02663,2024,THE,,,9.7,0.0
UNI02665,2024,THE,,,16.5,2.0
UNI02666,2024,THE,,,16.4,0.0
UNI02668,2024,THE,,,25.4,5.0
UNI02927,2024,THE,,,31.8,0.0
UNI02670,2024,THE,,,20.5,13.0
UNI02672,2024,THE,,,12.0,1.0
UNI02673,2024,THE,,,21.2,4.0
UNI02675,2024,THE,,,17.6,1.0
UNI02931,2024,THE,,,10.4,1.0
UNI02676,2024,THE,,,16.8,38.0
UNI02934,2024,THE,,,11.7,60.0
UNI02677,2024,THE,,,15.3,30.0
UNI02936,2024,THE,,,24.3,0.0
UNI02938,2024,THE,,,20.7,2.0
UNI02940,2024,THE,,,6.8,9.0
UNI02942,2024,THE,,,26.6,1.0
UNI02678,2024,THE,,,29.4,1.0
UNI02945,2024,THE,,,18.8,0.0
UNI02947,2024,THE,,,21.9,6.0
UNI02680,2024,THE,,,42.9,1.0
UNI01349,2024,THE,,,17.1,0.0
UNI02949,2024,THE,,,7.7,3.0
UNI02681,2024,THE,,,4.8,4.0
UNI01458,2024,THE,,,20.3,1.0
UNI02952,2024,THE,,,10.6,3.0
UNI02954,2024,THE,,,33.0,1.0
UNI02956,2024,THE,,,12.0,44.0
UNI02958,2024,THE,,,37.2,33.0
UNI02683,2024,THE,,,39.6,0.0
UNI02685,2024,THE,,,16.0,0.0
UNI02686,2024,THE,,,11.0,5.0
UNI02962,2024,THE,,,16.6,4.0
UNI02964,2024,THE,,,44.6,0.0
UNI02966,2024,THE,,,36.3,0.0
UNI02967,2024,THE,,,25.9,0.0
UNI02688,2024,THE,,,7.4,97.0
UNI02970,2024,THE,,,22.3,0.0
UNI02690,2024,THE,,,25.6,0.0
UNI02971,2024,THE,,,6.2,15.0
UNI02972,2024,THE,,,25.5,0.0
UNI02974,2024,THE,,,16.4,4.0
UNI02976,2024,THE,,,70.6,2.0
UNI02693,2024,THE,,,10.2,15.0
UNI02978,2024,THE,,,4.2,86.0
UNI02694,2024,THE,,,20.3,0.0
UNI02981,2024,THE,,,8.9,2.0
UNI02695,2024,THE,,,15.0,8.0
UNI02983,2024,THE,,,46.5,0.0
UNI01260,2024,THE,,,14.4,4.0
UNI02986,2024,THE,,,10.8,1.0
UNI02703,2024,THE,,,23.5,2.0
UNI02988,2024,THE,,,10.5,7.0
UNI02705,2024,THE,,,21.7,2.0
UNI02991,2024,THE,,,17.5,2.0
UNI02993,2024,THE,,,3.9,12.0
UNI02697,2024,THE,,,11.8,36.0
UNI02698,2024,THE,,,16.9,2.0
UNI02699,2024,THE,,,15.0,45.0
UNI02701,2024,THE,,,7.7,63.0
UNI02704,2024,THE,,,18.1,40.0
UNI02707,2024,THE,,,17.7,11.0
UNI03000,2024,THE,,,17.3,22.0
UNI02709,2024,THE,,,19.5,73.0
UNI01264,2024,THE,,,22.0,5.0
UNI03003,2024,THE,,,43.7,0.0
UNI03005,2024,THE,,,11.5,0.0
UNI02711,2024,THE,,,13.8,0.0
UNI02712,2024,THE,,,16.6,0.0
UNI03007,2024,THE,,,34.7,0.0
UNI02717,2024,THE,,,21.5,0.0
UNI02714,2024,THE,,,27.8,8.0
UNI02722,2024,THE,,,21.4,0.0
UNI02715,2024,THE,,,17.4,7.0
UNI03012,2024,THE,,,27.6,0.0
UNI03014,2024,THE,,,14.9,0.0
UNI02719,2024,THE,,,12.4,1.0
UNI03017,2024,THE,,,13.3,0.0
UNI03019,2024,THE,,,7.2,0.0
UNI02720,2024,THE,,,15.0,0.0
UNI03022,2024,THE,,,14.4,3.0
UNI00916,2024,THE,,,21.0,24.0
UNI02723,2024,THE,,,12.8,1.0
UNI03024,2024,THE,,,11.6,15.0
UNI03026,2024,THE,,,7.2,48.0
UNI02724,2024,THE,,,22.0,1.0
UNI03027,2024,THE,,,42.4,0.0
UNI02726,2024,THE,,,10.2,0.0
UNI03029,2024,THE,,,12.8,0.0
UNI03031,2024,THE,,,7.6,0.0
UNI03033,2024,THE,,,11.7,0.0
UNI03034,2024,THE,,,15.1,0.0
UNI03035,2024,THE,,,9.8,0.0
UNI03036,2024,THE,,,16.4,0.0
UNI03038,2024,THE,,,12.0,0.0
UNI03039,2024,THE,,,8.5,0.0
UNI03041,2024,THE,,,13.4,0.0
UNI03042,2024,THE,,,6.5,0.0
UNI03043,2024,THE,,,15.1,0.0
UNI03045,2024,THE,,,14.3,0.0
UNI03047,2024,THE,,,10.1,0.0
UNI03049,2024,THE,,,17.4,0.0
UNI03051,2024,THE,,,10.6,
UNI02728,2024,THE,,,10.3,0.0
UNI03053,2024,THE,,,15.1,0.0
UNI03055,2024,THE,,,17.6,0.0
UNI03056,2024,THE,,,8.8,0.0
UNI03057,2024,THE,,,14.1,0.0
UNI03058,2024,THE,,,17.3,0.0
UNI03060,2024,THE,,,36.4,4.0
UNI02730,2024,THE,,,15.4,0.0
UNI03063,2024,THE,,,9.9,0.0
UNI02731,2024,THE,,,11.6,34.0
UNI02732,2024,THE,,,55.1,1.0
UNI02733,2024,THE,,,13.0,2.0
UNI03068,2024,THE,,,9.6,0.0
UNI02725,2024,THE,,,33.3,0.0
UNI03071,2024,THE,,,19.6,0.0
UNI03073,2024,THE,,,14.2,1.0
UNI03075,2024,THE,,,9.4,0.0
UNI03076,2024,THE,,,21.4,0.0
UNI03078,2024,THE,,,19.6,10.0
UNI03080,2024,THE,,,21.6,2.0
UNI03081,2024,THE,,,16.0,0.0
UNI03083,2024,THE,,,7.5,0.0
UNI03085,2024,THE,,,1.6,73.0
UNI03087,2024,THE,,,8.4,7.0
UNI03089,2024,THE,,,19.5,54.0
UNI03091,2024,THE,,,3.9,15.0
UNI02736,2024,THE,,,7.7,0.0
UNI02739,2024,THE,,,16.6,13.0
UNI02741,2024,THE,,,21.5,0.0
UNI02742,2024,THE,,,16.1,32.0
UNI02430,2024,THE,,,13.9,0.0
UNI02743,2024,THE,,,40.0,0.0
UNI02745,2024,THE,,,25.7,0.0
UNI02746,2024,THE,,,19.2,0.0
UNI03099,2024,THE,,,15.8,2.0
UNI02751,2024,THE,,,25.1,0.0
UNI03101,2024,THE,,,20.0,1.0
UNI03102,2024,THE,,,8.4,2.0
UNI03104,2024,THE,,,18.3,0.0
UNI02747,2024,THE,,,10.7,0.0
UNI02748,2024,THE,,,107.3,0.0
UNI03108,2024,THE,,,11.2,11.0
UNI03110,2024,THE,,,8.3,2.0
UNI01093,2024,THE,,,9.9,11.0
UNI03112,2024,THE,,,15.4,0.0
UNI03113,2024,THE,,,63.0,0.0
UNI03115,2024,THE,,,9.9,0.0
UNI02749,2024,THE,,,16.7,2.0
UNI03118,2024,THE,,,29.5,0.0
UNI02750,2024,THE,,,18.7,0.0
UNI02752,2024,THE,,,15.6,41.0
UNI03120,2024,THE,,,8.3,24.0
UNI03121,2024,THE,,,68.8,0.0
UNI02753,2024,THE,,,56.3,0.0
UNI02754,2024,THE,,,36.0,0.0
UNI02756,2024,THE,,,0.5,29.0
UNI03124,2024,THE,,,13.5,5.0
UNI02758,2024,THE,,,5.0,35.0
UNI02760,2024,THE,,,26.1,3.0
UNI03128,2024,THE,,,12.7,90.0
UNI03130,2024,THE,,,27.8,0.0
UNI03132,2024,THE,,,20.2,3.0
UNI03134,2024,THE,,,23.7,17.0
UNI03135,2024,THE,,,44.2,1.0
UNI03137,2024,THE,,,24.2,19.0
UNI03139,2024,THE,,,34.2,7.0
UNI03140,2024,THE,,,25.0,6.0
UNI01097,2024,THE,,,13.1,10.0
UNI02763,2024,THE,,,18.0,11.0
UNI02765,2024,THE,,,7.5,1.0
UNI03143,2024,THE,,,6.4,1.0
UNI02767,2024,THE,,,7.5,8.0
UNI03146,2024,THE,,,13.2,0.0
UNI03147,2024,THE,,,26.6,0.0
UNI03149,2024,THE,,,16.4,0.0
UNI03151,2024,THE,,,14.2,0.0
UNI03153,2024,THE,,,12.0,0.0
UNI02768,2024,THE,,,139.0,12.0
UNI03156,2024,THE,,,17.6,0.0
UNI03158,2024,THE,,,15.1,1.0
UNI02770,2024,THE,,,22.2,1.0
UNI02772,2024,THE,,,25.9,0.0
UNI00550,2024,THE,,,16.0,13.0
UNI03162,2024,THE,,,54.0,0.0
UNI03164,2024,THE,,,22.0,0.0
UNI03165,2024,THE,,,20.1,0.0
UNI03166,2024,THE,,,15.0,0.0
UNI03167,2024,THE,,,17.8,0.0
UNI03168,2024,THE,,,13.6,0.0
UNI02774,2024,THE,,,20.1,3.0
UNI01434,2024,THE,,,14.8,1.0
UNI02776,2024,THE,,,10.2,2.0
UNI03169,2024,THE,,,29.6,0.0
UNI03170,2024,THE,,,25.9,0.0
UNI02778,2024,THE,,,19.1,0.0
UNI02780,2024,THE,,,21.1,0.0
UNI03171,2024,THE,,,44.2,0.0
UNI03172,2024,THE,,,11.9,13.0
UNI03173,2024,THE,,,31.6,0.0
UNI02781,2024,THE,,,34.7,0.0
UNI03174,2024,THE,,,14.4,0.0
UNI03175,2024,THE,,,17.1,33.0
UNI02782,2024,THE,,,2.8,36.0
UNI03176,2024,THE,,,25.8,2.0
UNI03177,2024,THE,,,14.8,96.0
UNI01102,2024,THE,,,12.1,13.0
UNI03178,2024,THE,,,32.7,1.0
UNI03179,2024,THE,,,17.7,0.0
UNI03180,2024,THE,,,14.9,1.0
UNI02783,2024,THE,,,31.3,4.0
UNI03181,2024,THE,,,9.2,0.0
UNI03182,2024,THE,,,17.4,69.0
UNI02785,2024,THE,,,40.7,2.0
UNI02787,2024,THE,,,13.0,4.0
UNI03183,2024,THE,,,13.6,1.0
UNI02790,2024,THE,,,10.2,1.0
UNI02792,2024,THE,,,45.0,1.0
UNI01024,2024,THE,,,8.4,70.0
UNI03184,2024,THE,,,14.3,0.0
UNI02794,2024,THE,,,19.6,18.0
UNI02796,2024,THE,,,37.7,1.0
UNI03185,2024,THE,,,21.3,10.0
UNI02799,2024,THE,,,39.0,13.0
UNI03186,2024,THE,,,26.0,11.0
UNI03187,2024,THE,,,15.3,14.0
UNI02800,2024,THE,,,18.1,1.0
UNI03188,2024,THE,,,18.9,6.0
UNI03189,2024,THE,,,17.3,3.0
UNI02803,2024,THE,,,15.3,-0.0
UNI03190,2024,THE,,,19.8,17.0
UNI02805,2024,THE,,,7.3,41.0
UNI03191,2024,THE,,,27.9,56.0
UNI02807,2024,THE,,,13.2,0.0
UNI03192,2024,THE,,,16.6,1.0
UNI03193,2024,THE,,,18.5,0.0
UNI03194,2024,THE,,,27.5,0.0
UNI03195,2024,THE,,,13.8,0.0
UNI03196,2024,THE,,,40.0,0.0
UNI03197,2024,THE,,,19.7,14.0
UNI03198,2024,THE,,,39.1,0.0
UNI02818,2024,THE,,,24.0,4.0
UNI02809,2024,THE,,,7.6,0.0
UNI00938,2024,THE,,,9.1,7.0
UNI02811,2024,THE,,,13.6,1.0
UNI03199,2024,THE,,,28.7,2.0
UNI03200,2024,THE,,,26.3,0.0
UNI01109,2024,THE,,,27.6,2.0
UNI02813,2024,THE,,,16.1,3.0
UNI03201,2024,THE,,,18.6,2.0
UNI03202,2024,THE,,,2.9,0.0
UNI03203,2024,THE,,,24.1,3.0
UNI03204,2024,THE,,,26.0,5.0
UNI02816,2024,THE,,,7.4,0.0
UNI03205,2024,THE,,,14.6,10.0
UNI03206,2024,THE,,,13.8,4.0
UNI02820,2024,THE,,,12.3,6.0
UNI01288,2024,THE,,,15.5,0.0
UNI02822,2024,THE,,,20.2,0.0
UNI02823,2024,THE,,,15.4,3.0
UNI03207,2024,THE,,,17.3,13.0
UNI03208,2024,THE,,,8.0,67.0
UNI03209,2024,THE,,,9.1,0.0
UNI03210,2024,THE,,,13.7,2.0
UNI03211,2024,THE,,,18.3,0.0
UNI02826,2024,THE,,,23.7,0.0
UNI02828,2024,THE,,,14.6,5.0
UNI03212,2024,THE,,,16.0,0.0
UNI02843,2024,THE,,,16.4,1.0
UNI02830,2024,THE,,,34.7,3.0
UNI02832,2024,THE,,,16.2,8.0
UNI03213,2024,THE,,,24.5,0.0
UNI02834,2024,THE,,,9.1,5.0
UNI03214,2024,THE,,,40.0,1.0
UNI03215,2024,THE,,,23.3,1.0
UNI02836,2024,THE,,,23.7,1.0
UNI02855,2024,THE,,,9.3,1.0
UNI03216,2024,THE,,,12.2,0.0
UNI03217,2024,THE,,,41.0,0.0
UNI03218,2024,THE,,,12.1,31.0
UNI03219,2024,THE,,,9.6,1.0
UNI03220,2024,THE,,,0.4,1.0
UNI03221,2024,THE,,,25.3,4.0
UNI02839,2024,THE,,,11.2,1.0
UNI02841,2024,THE,,,20.4,2.0
UNI03222,2024,THE,,,18.3,
UNI03223,2024,THE,,,8.5,4.0
UNI00941,2024,THE,,,15.0,11.0
UNI03224,2024,THE,,,21.4,2.0
UNI03225,2024,THE,,,15.3,0.0
UNI02845,2024,THE,,,12.9,0.0
UNI03226,2024,THE,,,21.6,0.0
UNI02847,2024,THE,,,18.9,1.0
UNI02848,2024,THE,,,13.7,2.0
UNI02850,2024,THE,,,15.9,12.0
UNI02852,2024,THE,,,20.9,11.0
UNI02853,2024,THE,,,23.7,9.0
UNI02857,2024,THE,,,12.4,1.0
UNI03227,2024,THE,,,10.0,4.0
UNI02859,2024,THE,,,19.4,0.0
UNI03228,2024,THE,,,5.7,41.0
UNI03229,2024,THE,,,14.3,0.0
UNI03230,2024,THE,,,20.2,17.0
UNI02861,2024,THE,,,17.2,14.0
UNI02863,2024,THE,,,18.5,22.0
UNI02865,2024,THE,,,2.1,28.0
UNI02867,2024,THE,,,19.1,0.0
UNI03231,2024,THE,,,6.8,40.0
UNI02868,2024,THE,,,20.2,91.0
UNI02869,2024,THE,,,1.7,57.0
UNI00976,2024,THE,,,25.5,50.0
UNI03232,2024,THE,,,12.3,0.0
UNI03233,2024,THE,,,15.6,1.0
UNI01469,2024,THE,,,31.8,0.0
UNI03234,2024,THE,,,19.5,0.0
UNI02887,2024,THE,,,38.8,0.0
UNI02871,2024,THE,,,12.4,0.0
UNI02872,2024,THE,,,12.5,0.0
UNI03235,2024,THE,,,9.0,30.0
UNI03236,2024,THE,,,30.6,0.0
UNI03237,2024,THE,,,32.3,1.0
UNI03238,2024,THE,,,22.8,2.0
UNI03239,2024,THE,,,24.8,0.0
UNI02873,2024,THE,,,24.2,13.0
UNI01495,2024,THE,,,24.0,0.0
UNI03240,2024,THE,,,6.3,12.0
UNI03241,2024,THE,,,182.0,0.0
UNI03242,2024,THE,,,25.9,0.0
UNI02877,2024,THE,,,16.9,2.0
UNI03243,2024,THE,,,8.3,14.0
UNI02878,2024,THE,,,17.8,16.0
UNI03244,2024,THE,,,23.9,0.0
UNI03245,2024,THE,,,20.2,27.0
UNI02880,2024,THE,,,40.7,0.0
UNI03246,2024,THE,,,10.6,0.0
UNI02883,2024,THE,,,19.9,0.0
UNI02885,2024,THE,,,17.6,5.0
UNI03247,2024,THE,,,8.9,0.0
UNI02889,2024,THE,,,11.5,0.0
UNI02890,2024,THE,,,31.1,0.0
UNI02891,2024,THE,,,20.5,20.0
UNI02892,2024,THE,,,33.9,0.0
UNI03248,2024,THE,,,33.6,0.0
UNI03249,2024,THE,,,16.1,14.0
UNI02894,2024,THE,,,17.0,1.0
UNI03250,2024,THE,,,10.8,9.0
UNI03251,2024,THE,,,6.4,9.0
UNI03252,2024,THE,,,20.3,6.0
UNI03253,2024,THE,,,8.9,14.0
UNI02896,2024,THE,,,15.2,0.0
UNI01388,2024,THE,,,29.4,1.0
UNI02897,2024,THE,,,24.8,0.0
UNI02899,2024,THE,,,44.5,1.0
UNI03254,2024,THE,,,28.5,8.0
UNI03255,2024,THE,,,49.6,0.0
UNI03256,2024,THE,,,9.8,2.0
UNI02901,2024,THE,,,16.8,1.0
UNI03257,2024,THE,,,5.0,1.0
UNI03258,2024,THE,,,6.3,0.0
UNI02903,2024,THE,,,32.1,10.0
UNI02904,2024,THE,,,7.9,20.0
UNI03259,2024,THE,,,27.8,0.0
UNI03260,2024,THE,,,15.9,0.0
UNI02906,2024,THE,,,20.9,0.0
UNI02907,2024,THE,,,14.1,0.0
UNI02908,2024,THE,,,25.8,0.0
UNI01427,2024,THE,,,13.0,2.0
UNI03261,2024,THE,,,13.2,13.0
UNI03262,2024,THE,,,13.2,2.0
UNI02913,2024,THE,,,24.0,3.0
UNI02914,2024,THE,,,7.3,41.0
UNI03263,2024,THE,,,10.1,0.0
UNI02916,2024,THE,,,18.6,1.0
UNI02917,2024,THE,,,9.8,0.0
UNI02919,2024,THE,,,7.3,2.0
UNI02920,2024,THE,,,32.4,2.0
UNI03264,2024,THE,,,12.5,0.0
UNI02921,2024,THE,,,18.2,10.0
UNI02923,2024,THE,,,15.1,5.0
UNI03265,2024,THE,,,18.8,0.0
UNI02924,2024,THE,,,10.2,3.0
UNI02925,2024,THE,,,16.1,2.0
UNI02926,2024,THE,,,8.7,9.0
UNI02928,2024,THE,,,26.4,0.0
UNI03266,2024,THE,,,14.6,3.0
UNI02929,2024,THE,,,19.8,10.0
UNI02930,2024,THE,,,23.4,0.0
UNI02932,2024,THE,,,17.7,4.0
UNI02933,2024,THE,,,17.3,1.0
UNI02935,2024,THE,,,16.0,1.0
UNI02937,2024,THE,,,14.6,0.0
UNI02939,2024,THE,,,8.1,1.0
UNI02941,2024,THE,,,17.6,32.0
UNI02943,2024,THE,,,10.4,0.0
UNI00983,2024,THE,,,11.5,2.0
UNI02944,2024,THE,,,30.9,0.0
UNI02946,2024,THE,,,15.6,12.0
UNI03267,2024,THE,,,33.2,0.0
UNI02948,2024,THE,,,3.2,55.0
UNI03268,2024,THE,,,8.3,18.0
UNI03269,2024,THE,,,60.0,1.0
UNI03270,2024,THE,,,9.5,0.0
UNI02950,2024,THE,,,11.9,4.0
UNI02895,2024,THE,,,9.8,1.0
UNI01128,2024,THE,,,7.2,3.0
UNI02951,2024,THE,,,14.1,0.0
UNI03271,2024,THE,,,60.6,0.0
UNI03272,2024,THE,,,20.3,11.0
UNI03273,2024,THE,,,1.6,88.0
UNI01031,2024,THE,,,9.1,0.0
UNI03274,2024,THE,,,29.2,1.0
UNI03275,2024,THE,,,13.2,0.0
UNI03276,2024,THE,,,10.4,20.0
UNI03277,2024,THE,,,14.9,13.0
UNI02953,2024,THE,,,6.7,3.0
UNI03278,2024,THE,,,28.8,0.0
