university_id,year,ranking_source,total_students,students_per_staff,international_students,international_student_percentage
U1610,2024,THE,,19.0,,31.0
U1611,2024,THE,,13.9,,5.0
U1612,2024,THE,,14.7,,7.0
U1613,2024,THE,,12.3,,4.0
U1614,2024,THE,,19.5,,13.0
U1615,2024,THE,,17.2,,12.0
U1616,2024,THE,,14.7,,7.0
U1617,2024,THE,,27.5,,23.0
U1618,2024,THE,,16.0,,41.0
U1619,2024,THE,,8.9,,5.0
U1620,2024,THE,,23.7,,48.0
U1621,2024,THE,,23.9,,8.0
U1622,2024,THE,,29.2,,20.0
U1623,2024,THE,,20.5,,15.0
U1624,2024,THE,,0.9,,3.0
U1625,2024,THE,,31.5,,9.0
U1626,2024,THE,,24.0,,20.0
U1627,2024,THE,,16.1,,31.0
U1628,2024,THE,,13.1,,18.0
U1629,2024,THE,,4.7,,8.0
U1630,2024,THE,,13.1,,12.0
U1631,2024,THE,,17.0,,3.0
U1632,2024,THE,,24.4,,7.0
U1633,2024,THE,,13.4,,15.0
U1634,2024,THE,,18.9,,3.0
U1635,2024,THE,,4.5,,7.0
U1636,2024,THE,,15.7,,6.0
U1637,2024,THE,,42.4,,11.0
U1638,2024,THE,,29.8,,5.0
U1639,2024,THE,,19.5,,2.0
U1640,2024,THE,,10.0,,33.0
U1641,2024,THE,,20.5,,11.0
U1642,2024,THE,,12.9,,33.0
U1643,2024,THE,,10.7,,6.0
U1644,2024,THE,,22.7,,13.0
U1645,2024,THE,,21.6,,15.0
U1646,2024,THE,,23.9,,21.0
U1647,2024,THE,,29.5,,4.0
U1648,2024,THE,,17.7,,46.0
U1649,2024,THE,,11.3,,14.0
U1650,2024,THE,,19.6,,9.0
U1651,2024,THE,,18.4,,1.0
U1652,2024,THE,,22.2,,3.0
U1653,2024,THE,,14.8,,39.0
U1654,2024,THE,,22.4,,23.0
U1655,2024,THE,,12.7,,14.0
U1656,2024,THE,,16.2,,5.0
U1657,2024,THE,,22.1,,83.0
U1658,2024,THE,,8.7,,39.0
U1659,2024,THE,,16.0,,15.0
U1660,2024,THE,,21.1,,8.0
U1661,2024,THE,,10.5,,3.0
U1662,2024,THE,,9.4,,37.0
U1663,2024,THE,,10.8,,13.0
U1664,2024,THE,,20.8,,16.0
U1665,2024,THE,,10.1,,18.0
U1666,2024,THE,,32.7,,14.0
U1667,2024,THE,,12.3,,3.0
U1668,2024,THE,,9.2,,28.0
U1669,2024,THE,,16.6,,9.0
U1670,2024,THE,,11.8,,21.0
U1671,2024,THE,,14.5,,24.0
U1672,2024,THE,,58.2,,13.0
U1673,2024,THE,,31.9,,15.0
U1674,2024,THE,,15.0,,3.0
U1675,2024,THE,,17.4,,11.0
U1676,2024,THE,,10.3,,32.0
U1677,2024,THE,,12.1,,28.0
U1678,2024,THE,,7.3,,6.0
U1679,2024,THE,,16.9,,5.0
U1680,2024,THE,,8.9,,10.0
U1681,2024,THE,,22.9,,15.0
U1682,2024,THE,,13.8,,12.0
U1683,2024,THE,,11.5,,30.0
U1684,2024,THE,,18.8,,4.0
U1685,2024,THE,,18.2,,13.0
U1686,2024,THE,,8.7,,20.0
U1687,2024,THE,,24.1,,41.0
U1688,2024,THE,,31.7,,5.0
U1689,2024,THE,,26.7,,0.0
U1690,2024,THE,,0.3,,26.0
U1691,2024,THE,,29.5,,7.0
U1692,2024,THE,,22.0,,18.0
U1693,2024,THE,,25.6,,11.0
U1694,2024,THE,,18.6,,7.0
U1695,2024,THE,,20.5,,20.0
U1696,2024,THE,,20.0,,14.0
U1697,2024,THE,,8.6,,18.0
U1698,2024,THE,,34.8,,5.0
U1699,2024,THE,,12.6,,17.0
U1700,2024,THE,,26.4,,23.0
U1701,2024,THE,,15.0,,30.0
U1702,2024,THE,,22.5,,7.0
U1703,2024,THE,,20.5,,2.0
U1704,2024,THE,,17.4,,19.0
U1705,2024,THE,,21.1,,3.0
U1706,2024,THE,,24.5,,9.0
U1707,2024,THE,,21.5,,6.0
U1708,2024,THE,,13.9,,3.0
U1709,2024,THE,,2.0,,7.0
U1710,2024,THE,,13.0,,54.0
U1711,2024,THE,,16.1,,22.0
U1712,2024,THE,,17.8,,20.0
U1713,2024,THE,,43.0,,1.0
U1714,2024,THE,,11.3,,27.0
U1715,2024,THE,,13.3,,13.0
U1716,2024,THE,,2.1,,1.0
U1717,2024,THE,,12.9,,0.0
U1718,2024,THE,,15.8,,3.0
U1719,2024,THE,,9.3,,2.0
U1720,2024,THE,,19.4,,3.0
U1721,2024,THE,,26.4,,3.0
U1722,2024,THE,,19.6,,18.0
U1723,2024,THE,,10.8,,9.0
U1724,2024,THE,,10.6,,8.0
U1725,2024,THE,,13.7,,9.0
U1726,2024,THE,,35.4,,10.0
U1727,2024,THE,,12.5,,13.0
U1728,2024,THE,,22.8,,0.0
U1729,2024,THE,,12.8,,0.0
U1730,2024,THE,,11.5,,12.0
U1731,2024,THE,,15.8,,0.0
U1732,2024,THE,,40.8,,7.0
U1733,2024,THE,,18.6,,4.0
U1734,2024,THE,,11.7,,0.0
U1735,2024,THE,,20.0,,2.0
U1736,2024,THE,,17.4,,18.0
U1737,2024,THE,,18.2,,0.0
U1738,2024,THE,,23.5,,2.0
U1739,2024,THE,,28.9,,2.0
U1740,2024,THE,,24.0,,1.0
U1741,2024,THE,,38.6,,0.0
U1742,2024,THE,,4.9,,5.0
U1743,2024,THE,,28.0,,0.0
U1744,2024,THE,,11.2,,6.0
U1745,2024,THE,,12.9,,11.0
U1746,2024,THE,,15.3,,14.0
U1747,2024,THE,,16.4,,24.0
U1748,2024,THE,,9.8,,24.0
U1749,2024,THE,,14.8,,14.0
U1750,2024,THE,,18.4,,3.0
U1751,2024,THE,,19.4,,2.0
U1752,2024,THE,,12.8,,4.0
U1753,2024,THE,,13.5,,1.0
U1754,2024,THE,,16.8,,38.0
U1755,2024,THE,,33.2,,1.0
U1756,2024,THE,,31.7,,2.0
U1757,2024,THE,,26.5,,0.0
U1758,2024,THE,,19.0,,0.0
U1759,2024,THE,,44.9,,3.0
U1760,2024,THE,,11.3,,4.0
U1761,2024,THE,,25.8,,5.0
U1762,2024,THE,,18.0,,1.0
U1763,2024,THE,,16.7,,0.0
U1764,2024,THE,,18.8,,1.0
U1765,2024,THE,,27.5,,5.0
U1766,2024,THE,,18.3,,7.0
U1767,2024,THE,,8.3,,10.0
U1768,2024,THE,,26.7,,17.0
U1769,2024,THE,,18.5,,3.0
U1770,2024,THE,,9.4,,6.0
U1771,2024,THE,,13.0,,13.0
U1772,2024,THE,,10.3,,20.0
U1773,2024,THE,,5.0,,3.0
U1774,2024,THE,,22.0,,19.0
U1775,2024,THE,,28.4,,2.0
U1776,2024,THE,,20.5,,3.0
U1777,2024,THE,,12.3,,10.0
U1778,2024,THE,,13.0,,1.0
U1779,2024,THE,,10.7,,2.0
U1780,2024,THE,,31.5,,13.0
U1781,2024,THE,,20.0,,16.0
U1782,2024,THE,,17.3,,0.0
U1783,2024,THE,,13.5,,8.0
U1784,2024,THE,,9.1,,12.0
U1785,2024,THE,,28.9,,5.0
U1786,2024,THE,,9.0,,4.0
U1787,2024,THE,,12.4,,1.0
U1788,2024,THE,,14.9,,12.0
U1789,2024,THE,,22.2,,12.0
U1790,2024,THE,,16.5,,1.0
U1791,2024,THE,,13.5,,3.0
U1792,2024,THE,,18.7,,29.0
U1793,2024,THE,,9.3,,5.0
U1794,2024,THE,,12.0,,21.0
U1795,2024,THE,,20.6,,4.0
U1796,2024,THE,,16.3,,2.0
U1797,2024,THE,,29.2,,86.0
U1798,2024,THE,,23.2,,4.0
U1799,2024,THE,,15.0,,14.0
U1800,2024,THE,,13.2,,3.0
U1801,2024,THE,,14.3,,6.0
U1802,2024,THE,,8.2,,12.0
U1803,2024,THE,,19.9,,4.0
U1804,2024,THE,,18.2,,2.0
U1805,2024,THE,,30.1,,8.0
U1806,2024,THE,,33.5,,8.0
U1807,2024,THE,,96.5,,6.0
U1808,2024,THE,,15.6,,5.0
U1809,2024,THE,,11.2,,26.0
U1810,2024,THE,,32.4,,1.0
U1811,2024,THE,,9.8,,20.0
U1812,2024,THE,,9.8,,13.0
U1813,2024,THE,,14.5,,14.0
U1814,2024,THE,,11.9,,2.0
U1815,2024,THE,,1.6,,2.0
U1816,2024,THE,,15.1,,1.0
U1817,2024,THE,,24.2,,10.0
U1818,2024,THE,,46.5,,5.0
U1819,2024,THE,,15.8,,15.0
U1820,2024,THE,,24.7,,2.0
U1821,2024,THE,,13.4,,1.0
U1822,2024,THE,,14.6,,6.0
U1823,2024,THE,,38.1,,2.0
U1824,2024,THE,,7.1,,1.0
U1825,2024,THE,,8.0,,4.0
U1826,2024,THE,,29.9,,13.0
U1827,2024,THE,,18.9,,3.0
U1828,2024,THE,,11.0,,11.0
U1829,2024,THE,,5.5,,8.0
U1830,2024,THE,,22.1,,8.0
U1831,2024,THE,,11.4,,14.0
U1832,2024,THE,,6.2,,12.0
U1833,2024,THE,,31.9,,11.0
U1834,2024,THE,,15.1,,1.0
U1835,2024,THE,,20.0,,4.0
U1836,2024,THE,,19.3,,5.0
U1837,2024,THE,,10.0,,35.0
U1838,2024,THE,,12.4,,5.0
U1839,2024,THE,,18.8,,5.0
U1840,2024,THE,,24.6,,25.0
U1841,2024,THE,,11.3,,7.0
U1842,2024,THE,,10.9,,14.0
U1843,2024,THE,,19.9,,4.0
U1844,2024,THE,,15.3,,1.0
U1845,2024,THE,,12.2,,5.0
U1846,2024,THE,,63.5,,1.0
U1847,2024,THE,,11.7,,3.0
U1848,2024,THE,,10.4,,24.0
U1849,2024,THE,,15.0,,19.0
U1850,2024,THE,,14.2,,4.0
U1851,2024,THE,,13.5,,2.0
U1852,2024,THE,,7.4,,2.0
U1853,2024,THE,,16.3,,12.0
U1854,2024,THE,,45.4,,1.0
U1855,2024,THE,,47.9,,22.0
U1856,2024,THE,,20.3,,1.0
U1857,2024,THE,,9.4,,8.0
U1858,2024,THE,,54.8,,7.0
U1859,2024,THE,,33.1,,11.0
U1860,2024,THE,,16.3,,4.0
U1861,2024,THE,,30.1,,9.0
U1862,2024,THE,,11.2,,12.0
U1863,2024,THE,,12.8,,7.0
U1864,2024,THE,,22.2,,17.0
U1865,2024,THE,,16.0,,1.0
U1866,2024,THE,,12.0,,7.0
U1867,2024,THE,,17.2,,0.0
U1868,2024,THE,,16.3,,2.0
U1869,2024,THE,,16.4,,5.0
U1870,2024,THE,,17.0,,2.0
U1871,2024,THE,,21.2,,15.0
U1872,2024,THE,,18.1,,1.0
U1873,2024,THE,,17.5,,0.0
U1874,2024,THE,,18.3,,26.0
U1875,2024,THE,,33.9,,1.0
U1876,2024,THE,,23.4,,3.0
U1877,2024,THE,,13.5,,1.0
U1878,2024,THE,,11.3,,1.0
U1879,2024,THE,,19.8,,6.0
U1880,2024,THE,,15.9,,20.0
U1881,2024,THE,,17.4,,1.0
U1882,2024,THE,,21.0,,14.0
U1883,2024,THE,,17.0,,12.0
U1884,2024,THE,,21.5,,1.0
U1885,2024,THE,,17.5,,0.0
U1886,2024,THE,,1.7,,2.0
U1887,2024,THE,,11.5,,1.0
U1888,2024,THE,,21.3,,0.0
U1889,2024,THE,,13.2,,5.0
U1890,2024,THE,,11.1,,0.0
U1891,2024,THE,,14.9,,0.0
U1892,2024,THE,,7.9,,14.0
U1893,2024,THE,,23.4,,5.0
U1894,2024,THE,,12.9,,27.0
U1895,2024,THE,,21.8,,7.0
U1896,2024,THE,,10.2,,3.0
U1897,2024,THE,,24.4,,3.0
U1898,2024,THE,,16.1,,7.0
U1899,2024,THE,,15.2,,10.0
U1900,2024,THE,,18.1,,0.0
U1901,2024,THE,,18.5,,2.0
U1902,2024,THE,,12.4,,4.0
U1903,2024,THE,,13.3,,17.0
U1904,2024,THE,,9.5,,8.0
U1905,2024,THE,,28.7,,2.0
U1906,2024,THE,,7.5,,4.0
U1907,2024,THE,,12.2,,5.0
U1908,2024,THE,,10.8,,33.0
U1909,2024,THE,,20.4,,4.0
U1910,2024,THE,,18.9,,40.0
U1911,2024,THE,,23.1,,1.0
U1912,2024,THE,,16.0,,1.0
U1913,2024,THE,,32.2,,4.0
U1914,2024,THE,,3.2,,1.0
U1915,2024,THE,,13.5,,2.0
U1916,2024,THE,,14.2,,2.0
U1917,2024,THE,,25.0,,19.0
U1918,2024,THE,,9.2,,23.0
U1919,2024,THE,,16.1,,10.0
U1920,2024,THE,,14.7,,7.0
U1921,2024,THE,,32.1,,1.0
U1922,2024,THE,,22.4,,2.0
U1923,2024,THE,,8.4,,9.0
U1924,2024,THE,,8.6,,16.0
U1925,2024,THE,,29.7,,0.0
U1926,2024,THE,,16.3,,2.0
U1927,2024,THE,,16.8,,4.0
U1928,2024,THE,,9.3,,4.0
U1929,2024,THE,,17.1,,4.0
U1930,2024,THE,,20.4,,2.0
U1931,2024,THE,,16.0,,6.0
U1932,2024,THE,,18.6,,3.0
U1933,2024,THE,,18.6,,3.0
U1934,2024,THE,,16.5,,12.0
U1935,2024,THE,,9.2,,4.0
U1936,2024,THE,,26.7,,8.0
U1937,2024,THE,,12.2,,11.0
U1938,2024,THE,,29.8,,20.0
U1939,2024,THE,,11.0,,0.0
U1940,2024,THE,,18.7,,2.0
U1941,2024,THE,,9.3,,4.0
U1942,2024,THE,,35.0,,28.0
U1943,2024,THE,,17.5,,12.0
U1944,2024,THE,,16.0,,13.0
U1945,2024,THE,,19.6,,36.0
U1946,2024,THE,,16.7,,8.0
U1947,2024,THE,,9.2,,0.0
U1948,2024,THE,,13.3,,1.0
U1949,2024,THE,,10.1,,2.0
U1950,2024,THE,,20.3,,0.0
U1951,2024,THE,,11.9,,2.0
U1952,2024,THE,,13.4,,0.0
U1953,2024,THE,,15.8,,14.0
U1954,2024,THE,,6.9,,0.0
U1955,2024,THE,,22.9,,6.0
U1956,2024,THE,,3.4,,1.0
U1957,2024,THE,,10.6,,29.0
U1958,2024,THE,,21.8,,11.0
U1959,2024,THE,,9.2,,6.0
U1960,2024,THE,,9.6,,6.0
U1961,2024,THE,,26.4,,12.0
U1962,2024,THE,,19.2,,1.0
U1963,2024,THE,,13.1,,19.0
U1964,2024,THE,,15.1,,5.0
U1965,2024,THE,,18.6,,2.0
U1966,2024,THE,,14.6,,3.0
U1967,2024,THE,,24.8,,13.0
U1968,2024,THE,,10.2,,7.0
U1969,2024,THE,,12.3,,11.0
U1970,2024,THE,,11.5,,7.0
U1971,2024,THE,,12.4,,5.0
U1972,2024,THE,,25.0,,6.0
U1973,2024,THE,,12.2,,3.0
U1974,2024,THE,,2.9,,1.0
U1975,2024,THE,,47.3,,4.0
U1976,2024,THE,,17.0,,10.0
U1977,2024,THE,,6.5,,29.0
U1978,2024,THE,,27.1,,2.0
U1979,2024,THE,,21.1,,4.0
U1980,2024,THE,,11.4,,1.0
U1981,2024,THE,,31.8,,11.0
U1982,2024,THE,,29.1,,64.0
U1983,2024,THE,,30.9,,2.0
U1984,2024,THE,,31.6,,0.0
U1985,2024,THE,,17.6,,3.0
U1986,2024,THE,,17.7,,8.0
U1987,2024,THE,,16.4,,3.0
U1988,2024,THE,,10.5,,15.0
U1989,2024,THE,,36.4,,3.0
U1990,2024,THE,,14.4,,4.0
U1991,2024,THE,,17.6,,2.0
U1992,2024,THE,,19.7,,1.0
U1993,2024,THE,,24.1,,1.0
U1994,2024,THE,,35.3,,1.0
U1995,2024,THE,,16.4,,6.0
U1996,2024,THE,,21.7,,2.0
U1997,2024,THE,,12.0,,30.0
U1998,2024,THE,,10.7,,3.0
U1999,2024,THE,,18.0,,0.0
U2000,2024,THE,,16.1,,1.0
U2001,2024,THE,,24.5,,0.0
U2002,2024,THE,,25.4,,6.0
U2003,2024,THE,,15.7,,1.0
U2004,2024,THE,,33.5,,11.0
U2005,2024,THE,,17.1,,1.0
U2006,2024,THE,,3.6,,1.0
U2007,2024,THE,,17.3,,0.0
U2008,2024,THE,,17.9,,5.0
U2009,2024,THE,,16.8,,0.0
U2010,2024,THE,,24.7,,0.0
U2011,2024,THE,,21.7,,0.0
U2012,2024,THE,,22.8,,3.0
U2013,2024,THE,,4.1,,3.0
U2014,2024,THE,,17.8,,19.0
U2015,2024,THE,,7.2,,2.0
U2016,2024,THE,,18.4,,31.0
U2017,2024,THE,,15.0,,19.0
U2018,2024,THE,,12.6,,0.0
U2019,2024,THE,,14.9,,1.0
U2020,2024,THE,,12.9,,1.0
U2021,2024,THE,,24.0,,8.0
U2022,2024,THE,,47.8,,0.0
U2023,2024,THE,,27.8,,6.0
U2024,2024,THE,,8.9,,36.0
U2025,2024,THE,,14.6,,2.0
U2026,2024,THE,,14.9,,1.0
U2027,2024,THE,,1.6,,3.0
U2028,2024,THE,,12.8,,2.0
U2029,2024,THE,,12.1,,0.0
U2030,2024,THE,,3.9,,3.0
U2031,2024,THE,,17.7,,2.0
U2032,2024,THE,,43.0,,0.0
U2033,2024,THE,,9.0,,1.0
U2034,2024,THE,,13.3,,5.0
U2035,2024,THE,,17.0,,6.0
U2036,2024,THE,,12.1,,4.0
U2037,2024,THE,,22.7,,2.0
U2038,2024,THE,,20.7,,5.0
U2039,2024,THE,,12.6,,8.0
U2040,2024,THE,,13.3,,6.0
U2041,2024,THE,,23.6,,0.0
U2042,2024,THE,,32.3,,7.0
U2043,2024,THE,,13.1,,8.0
U2044,2024,THE,,5.4,,17.0
U2045,2024,THE,,6.4,,8.0
U2046,2024,THE,,19.9,,0.0
U2047,2024,THE,,16.5,,8.0
U2048,2024,THE,,18.6,,2.0
U2049,2024,THE,,17.7,,1.0
U2050,2024,THE,,23.6,,0.0
U2051,2024,THE,,4.2,,17.0
U2052,2024,THE,,14.0,,2.0
U2053,2024,THE,,7.4,,3.0
U2054,2024,THE,,18.2,,2.0
U2055,2024,THE,,24.0,,3.0
U2056,2024,THE,,19.8,,5.0
U2057,2024,THE,,12.8,,13.0
U2058,2024,THE,,12.0,,5.0
U2059,2024,THE,,14.4,,2.0
U2060,2024,THE,,0.9,,0.0
U2061,2024,THE,,13.3,,1.0
U2062,2024,THE,,17.6,,4.0
U2063,2024,THE,,2.5,,1.0
U2064,2024,THE,,13.7,,24.0
U2065,2024,THE,,15.6,,1.0
U2066,2024,THE,,44.7,,0.0
U2067,2024,THE,,21.1,,1.0
U2068,2024,THE,,6.0,,11.0
U2069,2024,THE,,11.8,,6.0
U2070,2024,THE,,20.4,,0.0
U2071,2024,THE,,22.9,,4.0
U2072,2024,THE,,18.4,,0.0
U2073,2024,THE,,14.5,,3.0
U2074,2024,THE,,27.2,,1.0
U2075,2024,THE,,10.2,,2.0
U2076,2024,THE,,24.3,,0.0
U2077,2024,THE,,15.1,,1.0
U2078,2024,THE,,12.6,,3.0
U2079,2024,THE,,25.2,,5.0
U2080,2024,THE,,20.3,,0.0
U2081,2024,THE,,20.7,,1.0
U2082,2024,THE,,16.7,,2.0
U2083,2024,THE,,18.3,,13.0
U2084,2024,THE,,55.6,,1.0
U2085,2024,THE,,10.8,,2.0
U2086,2024,THE,,14.6,,7.0
U2087,2024,THE,,16.0,,3.0
U2088,2024,THE,,36.9,,1.0
U2089,2024,THE,,16.0,,21.0
U2090,2024,THE,,17.6,,12.0
U2091,2024,THE,,20.3,,2.0
U2092,2024,THE,,39.0,,7.0
U2093,2024,THE,,13.0,,6.0
U2094,2024,THE,,10.1,,8.0
U2095,2024,THE,,20.1,,22.0
U2096,2024,THE,,19.4,,25.0
U2097,2024,THE,,20.0,,1.0
U2098,2024,THE,,14.3,,1.0
U2099,2024,THE,,10.8,,15.0
U2100,2024,THE,,9.7,,1.0
U2101,2024,THE,,14.0,,16.0
U2102,2024,THE,,39.0,,6.0
U2103,2024,THE,,30.7,,0.0
U2104,2024,THE,,17.7,,7.0
U2105,2024,THE,,4.3,,0.0
U2106,2024,THE,,16.3,,1.0
U2107,2024,THE,,12.9,,45.0
U2108,2024,THE,,17.4,,10.0
U2109,2024,THE,,15.1,,7.0
U2110,2024,THE,,29.7,,3.0
U2111,2024,THE,,9.8,,0.0
U2112,2024,THE,,22.5,,3.0
U2113,2024,THE,,14.0,,3.0
U2114,2024,THE,,7.3,,7.0
U2115,2024,THE,,25.0,,5.0
U2116,2024,THE,,35.3,,1.0
U2117,2024,THE,,7.2,,3.0
U2118,2024,THE,,29.7,,3.0
U2119,2024,THE,,5.9,,0.0
U2120,2024,THE,,16.4,,0.0
U2121,2024,THE,,17.9,,2.0
U2122,2024,THE,,15.9,,2.0
U2123,2024,THE,,21.1,,0.0
U2124,2024,THE,,21.4,,0.0
U2125,2024,THE,,31.0,,4.0
U2126,2024,THE,,13.5,,7.0
U2127,2024,THE,,16.4,,1.0
U2128,2024,THE,,21.8,,1.0
U2129,2024,THE,,16.8,,4.0
U2130,2024,THE,,25.4,,0.0
U2131,2024,THE,,11.8,,5.0
U2132,2024,THE,,14.2,,4.0
U2133,2024,THE,,21.8,,4.0
U2134,2024,THE,,8.8,,8.0
U2135,2024,THE,,20.6,,34.0
U2136,2024,THE,,13.6,,1.0
U2137,2024,THE,,14.8,,3.0
U2138,2024,THE,,18.3,,0.0
U2139,2024,THE,,24.1,,1.0
U2140,2024,THE,,13.5,,5.0
U2141,2024,THE,,18.1,,20.0
U2142,2024,THE,,10.1,,1.0
U2143,2024,THE,,19.5,,15.0
U2144,2024,THE,,25.6,,1.0
U2145,2024,THE,,18.9,,17.0
U2146,2024,THE,,24.5,,3.0
U2147,2024,THE,,20.7,,2.0
U2148,2024,THE,,17.2,,4.0
U2149,2024,THE,,16.2,,1.0
U2150,2024,THE,,18.2,,2.0
U2151,2024,THE,,14.8,,2.0
U2152,2024,THE,,10.5,,2.0
U2153,2024,THE,,17.9,,0.0
U2154,2024,THE,,23.7,,3.0
U2155,2024,THE,,7.7,,3.0
U2156,2024,THE,,33.4,,9.0
U2157,2024,THE,,28.7,,0.0
U2158,2024,THE,,30.6,,0.0
U2159,2024,THE,,11.3,,2.0
U2160,2024,THE,,15.5,,5.0
U2161,2024,THE,,37.2,,6.0
U2162,2024,THE,,10.4,,1.0
U2163,2024,THE,,25.3,,1.0
U2164,2024,THE,,13.3,,1.0
U2165,2024,THE,,13.3,,1.0
U2166,2024,THE,,18.3,,1.0
U2167,2024,THE,,15.6,,1.0
U2168,2024,THE,,12.8,,0.0
U2169,2024,THE,,16.7,,0.0
U2170,2024,THE,,14.6,,1.0
U2171,2024,THE,,14.1,,1.0
U2172,2024,THE,,9.7,,2.0
U2173,2024,THE,,29.7,,3.0
U2174,2024,THE,,22.8,,1.0
U2175,2024,THE,,23.2,,1.0
U2176,2024,THE,,8.2,,6.0
U2177,2024,THE,,17.0,,3.0
U2178,2024,THE,,12.0,,2.0
U2179,2024,THE,,24.5,,2.0
U2180,2024,THE,,17.0,,13.0
U2181,2024,THE,,18.0,,3.0
U2182,2024,THE,,17.6,,0.0
U2183,2024,THE,,34.3,,1.0
U2184,2024,THE,,19.6,,0.0
U2185,2024,THE,,12.5,,2.0
U2186,2024,THE,,20.0,,6.0
U2187,2024,THE,,35.7,,2.0
U2188,2024,THE,,27.9,,12.0
U2189,2024,THE,,24.4,,0.0
U2190,2024,THE,,12.8,,3.0
U2191,2024,THE,,4.6,,1.0
U2192,2024,THE,,88.7,,3.0
U2193,2024,THE,,199.9,,2.0
U2194,2024,THE,,13.4,,4.0
U2195,2024,THE,,39.2,,0.0
U2196,2024,THE,,15.7,,3.0
U2197,2024,THE,,14.3,,0.0
U2198,2024,THE,,6.8,,3.0
U2199,2024,THE,,27.9,,15.0
U2200,2024,THE,,16.0,,14.0
U2201,2024,THE,,18.7,,2.0
U2202,2024,THE,,18.6,,3.0
U2203,2024,THE,,15.0,,2.0
U2204,2024,THE,,0.9,,0.0
U2205,2024,THE,,9.6,,9.0
U2206,2024,THE,,9.6,,2.0
U2207,2024,THE,,42.4,,24.0
U2208,2024,THE,,16.5,,0.0
U2209,2024,THE,,16.8,,3.0
U2210,2024,THE,,12.0,,12.0
U2211,2024,THE,,5.2,,0.0
U2212,2024,THE,,14.6,,2.0
U2213,2024,THE,,16.0,,5.0
U2214,2024,THE,,13.4,,12.0
U2215,2024,THE,,12.1,,4.0
U2216,2024,THE,,50.4,,18.0
U2217,2024,THE,,6.4,,18.0
U2218,2024,THE,,14.9,,3.0
U2219,2024,THE,,14.5,,2.0
U2220,2024,THE,,45.9,,1.0
U2221,2024,THE,,22.8,,1.0
U2222,2024,THE,,5.7,,16.0
U2223,2024,THE,,7.3,,5.0
U2224,2024,THE,,5.7,,44.0
U2225,2024,THE,,9.8,,14.0
U2226,2024,THE,,42.1,,1.0
U2227,2024,THE,,8.3,,3.0
U2228,2024,THE,,41.7,,3.0
U2229,2024,THE,,8.5,,2.0
U2230,2024,THE,,14.6,,7.0
U2231,2024,THE,,12.8,,12.0
U2232,2024,THE,,20.7,,14.0
U2233,2024,THE,,16.3,,9.0
U2234,2024,THE,,10.2,,12.0
U2235,2024,THE,,16.1,,5.0
U2236,2024,THE,,21.6,,3.0
U2237,2024,THE,,15.0,,8.0
U2238,2024,THE,,22.7,,6.0
U2239,2024,THE,,22.0,,1.0
U2240,2024,THE,,67.5,,4.0
U2241,2024,THE,,15.9,,0.0
U2242,2024,THE,,33.1,,3.0
U2243,2024,THE,,9.5,,7.0
U2244,2024,THE,,7.9,,14.0
U2245,2024,THE,,8.0,,3.0
U2246,2024,THE,,11.7,,1.0
U2247,2024,THE,,14.5,,6.0
U2248,2024,THE,,10.1,,2.0
U2249,2024,THE,,13.7,,6.0
U2250,2024,THE,,23.4,,16.0
U2251,2024,THE,,13.9,,15.0
U2252,2024,THE,,10.3,,24.0
U2253,2024,THE,,23.1,,5.0
U2254,2024,THE,,6.9,,4.0
U2255,2024,THE,,16.9,,5.0
U2256,2024,THE,,7.3,,1.0
U2257,2024,THE,,26.2,,1.0
U2258,2024,THE,,12.9,,2.0
U2259,2024,THE,,28.3,,0.0
U2260,2024,THE,,8.5,,6.0
U2261,2024,THE,,15.2,,1.0
U2262,2024,THE,,43.0,,33.0
U2263,2024,THE,,19.4,,6.0
U2264,2024,THE,,10.9,,7.0
U2265,2024,THE,,1.4,,0.0
U2266,2024,THE,,3.3,,0.0
U2267,2024,THE,,13.1,,3.0
U2268,2024,THE,,10.6,,5.0
U2269,2024,THE,,14.0,,8.0
U2270,2024,THE,,7.9,,7.0
U2271,2024,THE,,13.8,,9.0
U2272,2024,THE,,26.4,,1.0
U2273,2024,THE,,22.1,,1.0
U2274,2024,THE,,13.0,,2.0
U2275,2024,THE,,10.5,,2.0
U2276,2024,THE,,3.2,,4.0
U2277,2024,THE,,1.6,,0.0
U2278,2024,THE,,29.4,,0.0
U2279,2024,THE,,27.6,,0.0
U2280,2024,THE,,23.7,,26.0
U2281,2024,THE,,13.7,,2.0
U2282,2024,THE,,7.4,,2.0
U2283,2024,THE,,33.0,,1.0
U2284,2024,THE,,15.9,,2.0
U2285,2024,THE,,15.0,,0.0
U2286,2024,THE,,22.9,,14.0
U2287,2024,THE,,0.8,,1.0
U2288,2024,THE,,13.6,,20.0
U2289,2024,THE,,17.7,,7.0
U2290,2024,THE,,16.0,,42.0
U2291,2024,THE,,20.4,,0.0
U2292,2024,THE,,15.5,,0.0
U2293,2024,THE,,31.8,,4.0
U2294,2024,THE,,33.2,,4.0
U2295,2024,THE,,13.1,,23.0
U2296,2024,THE,,15.6,,19.0
U2297,2024,THE,,7.1,,6.0
U2298,2024,THE,,21.7,,2.0
U2299,2024,THE,,15.3,,1.0
U2300,2024,THE,,18.3,,0.0
U2301,2024,THE,,13.7,,0.0
U2302,2024,THE,,10.4,,8.0
U2303,2024,THE,,20.1,,11.0
U2304,2024,THE,,10.6,,3.0
U2305,2024,THE,,20.4,,1.0
U2306,2024,THE,,30.9,,0.0
U2307,2024,THE,,11.4,,2.0
