university_id,year,ranking_source,research_score,citation_score,research_impact,research_productivity
U2131,2024,THE,11.9,26.9,,
U2132,2024,THE,17.2,37.5,,
U2133,2024,THE,14.2,46.5,,
U2134,2024,THE,11.0,35.1,,
U2135,2024,THE,13.5,42.6,,
U2136,2024,THE,14.9,28.7,,
U2137,2024,THE,9.5,47.7,,
U2138,2024,THE,9.9,43.6,,
U2139,2024,THE,16.5,42.8,,
U2140,2024,THE,14.7,41.7,,
U2141,2024,THE,12.8,34.8,,
U2142,2024,THE,9.9,31.2,,
U2143,2024,THE,14.3,33.9,,
U2144,2024,THE,17.0,37.2,,
U2145,2024,THE,13.0,30.3,,
U2146,2024,THE,20.8,25.0,,
U2147,2024,THE,9.9,44.4,,
U2148,2024,THE,20.0,27.0,,
U2149,2024,THE,20.0,25.4,,
U2150,2024,THE,16.4,38.2,,
U2151,2024,THE,9.1,43.0,,
U2152,2024,THE,13.5,27.2,,
U2153,2024,THE,8.2,44.3,,
U2154,2024,THE,18.2,25.5,,
U2155,2024,THE,10.0,46.5,,
U2156,2024,THE,19.9,44.7,,
U2157,2024,THE,9.4,56.7,,
U2158,2024,THE,9.1,56.9,,
U2159,2024,THE,14.9,27.9,,
U2160,2024,THE,22.7,28.4,,
U2161,2024,THE,16.1,36.1,,
U2162,2024,THE,9.5,32.3,,
U2163,2024,THE,17.6,41.1,,
U2164,2024,THE,15.7,25.1,,
U2165,2024,THE,13.8,26.2,,
U2166,2024,THE,16.8,26.6,,
U2167,2024,THE,16.4,29.1,,
U2168,2024,THE,13.3,25.1,,
U2169,2024,THE,11.3,30.6,,
U2170,2024,THE,13.0,36.8,,
U2171,2024,THE,12.7,36.1,,
U2172,2024,THE,14.5,23.0,,
U2173,2024,THE,10.8,36.2,,
U2174,2024,THE,8.5,50.6,,
U2175,2024,THE,12.3,32.7,,
U2176,2024,THE,19.8,21.7,,
U2177,2024,THE,19.0,32.7,,
U2178,2024,THE,14.8,30.8,,
U2179,2024,THE,13.8,37.6,,
U2180,2024,THE,11.3,36.4,,
U2181,2024,THE,11.6,43.2,,
U2182,2024,THE,11.5,37.2,,
U2183,2024,THE,17.5,46.2,,
U2184,2024,THE,8.9,40.8,,
U2185,2024,THE,18.0,32.6,,
U2186,2024,THE,16.8,40.2,,
U2187,2024,THE,9.2,39.9,,
U2188,2024,THE,8.7,36.6,,
U2189,2024,THE,14.1,37.6,,
U2190,2024,THE,15.2,40.8,,
U2191,2024,THE,13.5,36.5,,
U2192,2024,THE,13.0,44.8,,
U2193,2024,THE,12.8,50.9,,
U2194,2024,THE,10.0,47.7,,
U2195,2024,THE,10.9,46.1,,
U2196,2024,THE,17.3,36.9,,
U2197,2024,THE,14.6,24.1,,
U2198,2024,THE,9.8,24.2,,
U2199,2024,THE,21.2,27.8,,
U2200,2024,THE,11.7,42.6,,
U2201,2024,THE,11.7,56.9,,
U2202,2024,THE,15.1,27.8,,
U2203,2024,THE,12.9,47.1,,
U2204,2024,THE,10.8,40.5,,
U2205,2024,THE,14.3,35.1,,
U2206,2024,THE,12.9,27.4,,
U2207,2024,THE,9.4,57.2,,
U2208,2024,THE,13.4,48.4,,
U2209,2024,THE,13.8,37.2,,
U2210,2024,THE,9.2,44.5,,
U2211,2024,THE,11.5,28.8,,
U2212,2024,THE,11.1,52.0,,
U2213,2024,THE,15.6,31.4,,
U2214,2024,THE,14.1,31.2,,
U2215,2024,THE,13.0,39.2,,
U2216,2024,THE,18.6,24.9,,
U2217,2024,THE,8.6,35.7,,
U2218,2024,THE,14.2,51.9,,
U2219,2024,THE,9.2,44.2,,
U2220,2024,THE,11.5,36.5,,
U2221,2024,THE,13.4,45.3,,
U2222,2024,THE,12.3,30.5,,
U2223,2024,THE,12.4,31.1,,
U2224,2024,THE,13.5,27.9,,
U2225,2024,THE,9.9,37.2,,
U2226,2024,THE,23.9,22.8,,
U2227,2024,THE,13.9,23.9,,
U2228,2024,THE,15.0,32.2,,
U2229,2024,THE,10.1,36.2,,
U2230,2024,THE,12.6,29.2,,
U2231,2024,THE,14.4,26.4,,
U2232,2024,THE,18.3,20.4,,
U2233,2024,THE,13.0,29.0,,
U2234,2024,THE,16.4,19.9,,
U2235,2024,THE,20.3,23.0,,
U2236,2024,THE,8.6,51.3,,
U2237,2024,THE,17.8,20.6,,
U2238,2024,THE,25.1,27.4,,
U2239,2024,THE,13.6,37.1,,
U2240,2024,THE,18.9,37.8,,
U2241,2024,THE,10.7,45.7,,
U2242,2024,THE,20.3,35.0,,
U2243,2024,THE,14.9,10.7,,
U2244,2024,THE,9.0,14.9,,
U2245,2024,THE,9.9,16.0,,
U2246,2024,THE,10.6,30.3,,
U2247,2024,THE,16.5,19.7,,
U2248,2024,THE,9.0,7.4,,
U2249,2024,THE,13.8,37.3,,
U2250,2024,THE,16.8,27.9,,
U2251,2024,THE,12.4,21.6,,
U2252,2024,THE,10.2,17.1,,
U2253,2024,THE,14.1,45.5,,
U2254,2024,THE,13.3,14.5,,
U2255,2024,THE,11.9,49.6,,
U2256,2024,THE,9.8,29.7,,
U2257,2024,THE,17.1,32.8,,
U2258,2024,THE,11.5,37.4,,
U2259,2024,THE,8.5,53.7,,
U2260,2024,THE,11.3,45.2,,
U2261,2024,THE,11.4,40.8,,
U2262,2024,THE,12.1,35.1,,
U2263,2024,THE,13.4,51.2,,
U2264,2024,THE,10.9,24.2,,
U2265,2024,THE,10.3,39.3,,
U2266,2024,THE,12.9,33.1,,
U2267,2024,THE,11.3,45.0,,
U2268,2024,THE,9.9,35.1,,
U2269,2024,THE,14.4,36.7,,
U2270,2024,THE,10.5,46.2,,
U2271,2024,THE,20.1,32.7,,
U2272,2024,THE,9.9,49.2,,
U2273,2024,THE,13.7,41.8,,
U2274,2024,THE,10.6,20.8,,
U2275,2024,THE,11.5,40.4,,
U2276,2024,THE,12.8,32.3,,
U2277,2024,THE,10.3,35.5,,
U2278,2024,THE,7.6,51.3,,
U2279,2024,THE,9.0,53.5,,
U2280,2024,THE,15.3,20.8,,
U2281,2024,THE,10.3,31.4,,
U2282,2024,THE,13.9,27.7,,
U2283,2024,THE,9.2,53.3,,
U2284,2024,THE,15.1,38.3,,
U2285,2024,THE,11.3,23.6,,
U2286,2024,THE,13.0,49.3,,
U2287,2024,THE,9.9,44.4,,
U2288,2024,THE,16.4,22.8,,
U2289,2024,THE,11.3,38.6,,
U2290,2024,THE,9.9,40.2,,
U2291,2024,THE,9.4,51.5,,
U2292,2024,THE,13.7,31.5,,
U2293,2024,THE,19.0,45.1,,
U2294,2024,THE,11.1,50.4,,
U2295,2024,THE,17.1,30.2,,
U2296,2024,THE,10.9,24.3,,
U2297,2024,THE,10.8,25.4,,
U2298,2024,THE,8.5,45.1,,
U2299,2024,THE,15.3,27.9,,
U2300,2024,THE,8.9,41.9,,
U2301,2024,THE,15.0,33.7,,
U2302,2024,THE,15.2,19.7,,
U2303,2024,THE,21.0,31.8,,
U2304,2024,THE,14.6,29.2,,
U2305,2024,THE,11.5,49.8,,
U2306,2024,THE,8.2,49.5,,
U2307,2024,THE,10.3,23.5,,
U2308,2024,THE,26.0,18.3,,
U2309,2024,THE,13.9,38.0,,
U2310,2024,THE,15.4,22.3,,
U2311,2024,THE,13.5,37.0,,
U2312,2024,THE,14.4,37.9,,
U2313,2024,THE,9.1,44.4,,
U2314,2024,THE,29.2,19.9,,
U2315,2024,THE,16.3,36.0,,
U2316,2024,THE,13.4,41.8,,
U2317,2024,THE,10.9,8.8,,
U2318,2024,THE,12.9,34.5,,
U2319,2024,THE,13.3,35.5,,
U2320,2024,THE,11.8,41.6,,
U2321,2024,THE,17.1,39.3,,
U2322,2024,THE,13.7,40.2,,
U2323,2024,THE,13.9,34.3,,
U2324,2024,THE,17.4,33.1,,
U2325,2024,THE,11.0,46.2,,
U2326,2024,THE,15.9,49.0,,
U2327,2024,THE,16.3,43.5,,
U2328,2024,THE,15.3,24.8,,
U2329,2024,THE,13.1,25.9,,
U2330,2024,THE,14.5,52.3,,
U2331,2024,THE,9.9,8.2,,
U2332,2024,THE,9.8,45.8,,
U2333,2024,THE,12.3,42.6,,
U2334,2024,THE,12.6,35.5,,
U2335,2024,THE,16.4,34.5,,
U2336,2024,THE,12.7,37.3,,
U2337,2024,THE,8.6,25.4,,
U2338,2024,THE,7.8,8.1,,
U2339,2024,THE,9.7,30.1,,
U2340,2024,THE,9.0,11.6,,
U2341,2024,THE,12.0,22.7,,
U2342,2024,THE,7.7,26.1,,
U2343,2024,THE,11.6,17.2,,
U2344,2024,THE,13.4,20.8,,
U2345,2024,THE,8.8,23.5,,
U2346,2024,THE,15.3,24.6,,
U2347,2024,THE,9.1,39.1,,
U2348,2024,THE,8.6,8.8,,
U2349,2024,THE,10.4,18.7,,
U2350,2024,THE,10.4,33.5,,
U2351,2024,THE,11.6,30.5,,
U2352,2024,THE,12.6,23.1,,
U2353,2024,THE,9.6,20.0,,
U2354,2024,THE,7.9,33.1,,
U2355,2024,THE,11.2,32.7,,
U2356,2024,THE,8.0,10.2,,
U2357,2024,THE,8.0,12.8,,
U2358,2024,THE,9.6,11.1,,
U2359,2024,THE,9.3,7.7,,
U2360,2024,THE,9.1,9.1,,
U2361,2024,THE,9.1,17.1,,
U2362,2024,THE,10.5,19.1,,
U2363,2024,THE,10.0,14.6,,
U2364,2024,THE,9.0,12.6,,
U2365,2024,THE,16.2,12.5,,
U2366,2024,THE,12.2,15.7,,
U2367,2024,THE,7.9,12.2,,
U2368,2024,THE,8.3,14.4,,
U2369,2024,THE,13.7,10.6,,
U2370,2024,THE,5.7,35.0,,
U2371,2024,THE,10.3,10.7,,
U2372,2024,THE,7.3,30.2,,
U2373,2024,THE,9.4,13.5,,
U2374,2024,THE,14.9,23.1,,
U2375,2024,THE,9.5,22.8,,
U2376,2024,THE,12.8,13.9,,
U2377,2024,THE,9.5,26.7,,
U2378,2024,THE,8.6,19.3,,
U2379,2024,THE,8.6,14.9,,
U2380,2024,THE,9.3,29.2,,
U2381,2024,THE,9.4,30.3,,
U2382,2024,THE,9.9,17.2,,
U2383,2024,THE,9.8,10.3,,
U2384,2024,THE,9.4,30.4,,
U2385,2024,THE,10.4,20.0,,
U2386,2024,THE,11.0,9.0,,
U2387,2024,THE,9.5,22.7,,
U2388,2024,THE,10.5,11.7,,
U2389,2024,THE,15.2,29.0,,
U2390,2024,THE,13.4,19.3,,
U2391,2024,THE,14.9,22.9,,
U2392,2024,THE,9.4,11.8,,
U2393,2024,THE,11.4,8.9,,
U2394,2024,THE,5.2,21.6,,
U2395,2024,THE,9.7,18.2,,
U2396,2024,THE,9.1,5.8,,
U2397,2024,THE,7.9,30.4,,
U2398,2024,THE,10.7,10.7,,
U2399,2024,THE,8.8,13.0,,
U2400,2024,THE,10.0,16.8,,
U2401,2024,THE,10.8,28.8,,
U2402,2024,THE,11.9,15.9,,
U2403,2024,THE,12.7,15.5,,
U2404,2024,THE,8.0,12.4,,
U2405,2024,THE,15.7,26.3,,
U2406,2024,THE,17.3,15.5,,
U2407,2024,THE,10.7,30.4,,
U2408,2024,THE,11.4,27.0,,
U2409,2024,THE,10.3,28.2,,
U2410,2024,THE,9.9,31.1,,
U2411,2024,THE,16.9,12.7,,
U2412,2024,THE,10.3,22.0,,
U2413,2024,THE,7.8,23.3,,
U2414,2024,THE,9.2,17.5,,
U2415,2024,THE,11.0,16.5,,
U2416,2024,THE,9.3,20.0,,
U2417,2024,THE,8.7,37.6,,
U2418,2024,THE,16.6,20.5,,
U2419,2024,THE,10.9,21.6,,
U2420,2024,THE,13.8,20.2,,
U2421,2024,THE,9.8,7.4,,
U2422,2024,THE,8.0,24.5,,
U2423,2024,THE,12.8,25.1,,
U2424,2024,THE,9.6,21.3,,
U2425,2024,THE,12.1,27.5,,
U2426,2024,THE,10.3,14.5,,
U2427,2024,THE,11.7,22.3,,
U2428,2024,THE,12.0,20.7,,
U2429,2024,THE,11.7,21.3,,
U2430,2024,THE,11.0,19.1,,
U2431,2024,THE,9.0,5.7,,
U2432,2024,THE,10.4,36.4,,
U2433,2024,THE,13.1,27.8,,
U2434,2024,THE,9.4,33.6,,
U2435,2024,THE,8.1,13.5,,
U2436,2024,THE,8.6,11.6,,
U2437,2024,THE,12.4,16.4,,
U2438,2024,THE,9.7,17.9,,
U2439,2024,THE,9.4,28.9,,
U2440,2024,THE,10.8,33.0,,
U2441,2024,THE,9.6,23.2,,
U2442,2024,THE,9.3,20.8,,
U2443,2024,THE,12.4,23.0,,
U2444,2024,THE,10.1,18.9,,
U2445,2024,THE,8.8,13.7,,
U2446,2024,THE,9.3,13.4,,
U2447,2024,THE,10.5,12.5,,
U2448,2024,THE,11.2,25.8,,
U2449,2024,THE,10.3,19.2,,
U2450,2024,THE,12.3,20.7,,
U2451,2024,THE,11.8,10.8,,
U2452,2024,THE,8.5,34.2,,
U2453,2024,THE,11.5,9.8,,
U2454,2024,THE,9.3,33.6,,
U2455,2024,THE,9.8,15.1,,
U2456,2024,THE,11.0,34.0,,
U2457,2024,THE,13.2,11.8,,
U2458,2024,THE,12.5,12.2,,
U2459,2024,THE,12.2,11.6,,
U2460,2024,THE,8.4,14.0,,
U2461,2024,THE,9.4,21.5,,
U2462,2024,THE,9.4,36.5,,
U2463,2024,THE,9.6,23.4,,
U2464,2024,THE,9.7,12.5,,
U2465,2024,THE,9.2,32.3,,
U2466,2024,THE,10.6,33.3,,
U2467,2024,THE,9.7,7.0,,
U2468,2024,THE,11.2,12.6,,
U2469,2024,THE,11.2,36.7,,
U2470,2024,THE,13.6,15.3,,
U2471,2024,THE,12.3,11.9,,
U2472,2024,THE,13.6,13.6,,
U2473,2024,THE,9.1,23.0,,
U2474,2024,THE,9.2,27.6,,
U2475,2024,THE,8.8,12.7,,
U2476,2024,THE,8.3,11.4,,
U2477,2024,THE,10.2,17.3,,
U2478,2024,THE,8.3,7.3,,
U2479,2024,THE,10.1,27.8,,
U2480,2024,THE,8.6,16.0,,
U2481,2024,THE,11.6,35.8,,
U2482,2024,THE,10.8,24.9,,
U2483,2024,THE,10.3,7.3,,
U2484,2024,THE,8.1,12.0,,
U2485,2024,THE,10.1,8.6,,
U2486,2024,THE,7.7,10.7,,
U2487,2024,THE,22.9,19.2,,
U2488,2024,THE,18.8,17.2,,
U2489,2024,THE,9.8,18.4,,
U2490,2024,THE,9.7,22.1,,
U2491,2024,THE,12.3,21.8,,
U2492,2024,THE,15.6,15.9,,
U2493,2024,THE,11.3,26.3,,
U2494,2024,THE,9.0,24.3,,
U2495,2024,THE,9.1,14.9,,
U2496,2024,THE,11.1,28.0,,
U2497,2024,THE,8.6,17.2,,
U2498,2024,THE,9.3,25.3,,
U2499,2024,THE,9.6,37.6,,
U2500,2024,THE,17.3,15.8,,
U2501,2024,THE,11.7,30.3,,
U2502,2024,THE,11.6,21.1,,
U2503,2024,THE,13.4,14.7,,
U2504,2024,THE,16.1,19.6,,
U2505,2024,THE,14.1,25.8,,
U2506,2024,THE,10.3,26.5,,
U2507,2024,THE,18.1,24.6,,
U2508,2024,THE,10.8,12.4,,
U2509,2024,THE,8.5,10.5,,
U2510,2024,THE,13.0,32.6,,
U2511,2024,THE,19.3,22.4,,
U2512,2024,THE,7.5,31.4,,
U2513,2024,THE,13.9,15.5,,
U2514,2024,THE,9.1,28.7,,
U2515,2024,THE,12.1,11.6,,
U2516,2024,THE,8.1,21.3,,
U2517,2024,THE,7.5,23.7,,
U2518,2024,THE,12.0,22.6,,
U2519,2024,THE,11.8,24.3,,
U2520,2024,THE,9.2,10.3,,
U2521,2024,THE,9.9,33.6,,
U2522,2024,THE,12.6,23.8,,
U2523,2024,THE,10.3,11.0,,
U2524,2024,THE,11.6,25.3,,
U2525,2024,THE,9.9,16.3,,
U2526,2024,THE,9.1,40.9,,
U2527,2024,THE,7.6,6.6,,
U2528,2024,THE,10.6,22.9,,
U2529,2024,THE,9.0,23.2,,
U2530,2024,THE,8.7,17.3,,
U2531,2024,THE,8.7,35.2,,
U2532,2024,THE,14.1,21.0,,
U2533,2024,THE,18.4,13.3,,
U2534,2024,THE,10.3,20.0,,
U2535,2024,THE,10.0,11.8,,
U2536,2024,THE,11.7,8.4,,
U2537,2024,THE,14.6,23.1,,
U2538,2024,THE,16.0,12.1,,
U2539,2024,THE,9.5,9.2,,
U2540,2024,THE,10.7,26.9,,
U2541,2024,THE,11.5,27.5,,
U2542,2024,THE,11.7,15.7,,
U2543,2024,THE,13.1,19.8,,
U2544,2024,THE,9.0,27.2,,
U2545,2024,THE,9.7,10.7,,
U2546,2024,THE,8.7,23.8,,
U2547,2024,THE,9.0,9.1,,
U2548,2024,THE,13.0,26.0,,
U2549,2024,THE,10.1,11.2,,
U2550,2024,THE,11.1,7.7,,
U2551,2024,THE,9.8,7.7,,
U2552,2024,THE,9.8,10.0,,
U2553,2024,THE,8.1,9.6,,
U2554,2024,THE,8.0,5.3,,
U2555,2024,THE,12.3,32.0,,
U2556,2024,THE,9.2,5.8,,
U2557,2024,THE,11.0,20.0,,
U2558,2024,THE,9.4,24.5,,
U2559,2024,THE,8.4,7.3,,
U2560,2024,THE,11.4,22.2,,
U2561,2024,THE,9.0,13.2,,
U2562,2024,THE,10.3,19.6,,
U2563,2024,THE,15.3,20.6,,
U2564,2024,THE,12.6,23.7,,
U2565,2024,THE,9.2,9.6,,
U2566,2024,THE,9.5,16.7,,
U2567,2024,THE,10.7,12.5,,
U2568,2024,THE,9.1,26.1,,
U2569,2024,THE,7.7,5.2,,
U2570,2024,THE,12.6,28.9,,
U2571,2024,THE,8.7,7.8,,
U2572,2024,THE,13.4,9.9,,
U2573,2024,THE,12.5,8.2,,
U2574,2024,THE,10.3,15.2,,
U2575,2024,THE,8.7,10.1,,
U2576,2024,THE,9.4,39.3,,
U2577,2024,THE,9.5,13.6,,
U2578,2024,THE,11.4,28.8,,
U2579,2024,THE,10.1,33.9,,
U2580,2024,THE,10.7,14.6,,
U2581,2024,THE,10.6,10.2,,
U2582,2024,THE,8.7,15.3,,
U2583,2024,THE,14.4,15.4,,
U2584,2024,THE,14.9,27.6,,
U2585,2024,THE,10.7,13.7,,
U2586,2024,THE,9.9,5.2,,
U2587,2024,THE,8.9,29.4,,
U2588,2024,THE,9.5,23.9,,
U2589,2024,THE,7.9,37.9,,
U2590,2024,THE,13.8,26.3,,
U2591,2024,THE,9.4,29.3,,
U2592,2024,THE,10.6,12.0,,
U2593,2024,THE,14.1,22.6,,
U2594,2024,THE,9.1,29.1,,
U2595,2024,THE,10.9,19.7,,
U2596,2024,THE,14.5,21.8,,
U2597,2024,THE,10.6,10.9,,
U2598,2024,THE,9.2,12.1,,
U2599,2024,THE,15.4,29.8,,
U2600,2024,THE,10.7,3.7,,
U2601,2024,THE,7.4,12.8,,
U2602,2024,THE,7.0,9.0,,
U2603,2024,THE,15.2,24.1,,
U2604,2024,THE,14.8,22.5,,
U2605,2024,THE,13.0,19.3,,
U2606,2024,THE,16.0,19.5,,
U2607,2024,THE,12.9,15.2,,
U2608,2024,THE,8.2,15.8,,
U2609,2024,THE,9.6,3.4,,
U2610,2024,THE,10.4,23.8,,
U2611,2024,THE,11.4,26.4,,
U2612,2024,THE,9.5,26.1,,
U2613,2024,THE,12.2,23.4,,
U2614,2024,THE,8.4,13.6,,
U2615,2024,THE,11.2,11.4,,
U2616,2024,THE,9.7,15.8,,
U2617,2024,THE,9.0,18.1,,
U2618,2024,THE,9.3,25.9,,
U2619,2024,THE,8.6,4.1,,
U2620,2024,THE,11.3,18.1,,
U2621,2024,THE,9.3,14.1,,
U2622,2024,THE,9.8,29.9,,
U2623,2024,THE,9.8,29.9,,
U2624,2024,THE,11.0,14.0,,
U2625,2024,THE,11.1,24.2,,
U2626,2024,THE,4.6,14.8,,
U2627,2024,THE,8.4,11.2,,
U2628,2024,THE,10.2,22.3,,
U2629,2024,THE,12.7,33.9,,
U2630,2024,THE,14.7,28.6,,
U2631,2024,THE,10.5,12.7,,
U2632,2024,THE,8.6,33.7,,
U2633,2024,THE,9.1,18.9,,
U2634,2024,THE,12.0,13.9,,
U2635,2024,THE,9.0,12.1,,
U2636,2024,THE,11.0,18.9,,
U2637,2024,THE,13.4,21.3,,
U2638,2024,THE,9.5,9.5,,
U2639,2024,THE,9.2,8.7,,
U2640,2024,THE,9.0,5.1,,
U2641,2024,THE,10.2,8.1,,
U2642,2024,THE,8.0,17.1,,
U2643,2024,THE,10.4,14.3,,
U2644,2024,THE,12.6,9.1,,
U2645,2024,THE,8.9,4.7,,
U2646,2024,THE,12.2,22.0,,
U2647,2024,THE,22.8,19.3,,
U2648,2024,THE,9.6,35.4,,
U2649,2024,THE,11.2,26.1,,
U2650,2024,THE,7.6,36.0,,
U2651,2024,THE,9.9,7.6,,
U2652,2024,THE,9.3,22.9,,
U2653,2024,THE,8.5,29.8,,
U2654,2024,THE,9.7,34.7,,
U2655,2024,THE,11.7,34.5,,
U2656,2024,THE,12.4,17.6,,
U2657,2024,THE,10.5,28.8,,
U2658,2024,THE,11.2,21.6,,
U2659,2024,THE,,,,
U2660,2024,THE,,,,
U2661,2024,THE,,,,
U2662,2024,THE,,,,
U2663,2024,THE,,,,
U2664,2024,THE,,,,
U2665,2024,THE,,,,
U2666,2024,THE,,,,
U2667,2024,THE,,,,
U2668,2024,THE,,,,
U2669,2024,THE,,,,
U2670,2024,THE,,,,
U2671,2024,THE,,,,
U2672,2024,THE,,,,
U2673,2024,THE,,,,
U2674,2024,THE,,,,
U2675,2024,THE,,,,
U2676,2024,THE,,,,
U2677,2024,THE,,,,
U2678,2024,THE,,,,
U2679,2024,THE,,,,
U2680,2024,THE,,,,
U2681,2024,THE,,,,
U2682,2024,THE,,,,
U2683,2024,THE,,,,
U2684,2024,THE,,,,
U2685,2024,THE,,,,
U2686,2024,THE,,,,
U2687,2024,THE,,,,
U2688,2024,THE,,,,
U2689,2024,THE,,,,
U2690,2024,THE,,,,
U2691,2024,THE,,,,
U2692,2024,THE,,,,
U2693,2024,THE,,,,
U2694,2024,THE,,,,
U2695,2024,THE,,,,
U2696,2024,THE,,,,
U2697,2024,THE,,,,
U2698,2024,THE,,,,
U2699,2024,THE,,,,
U2700,2024,THE,,,,
U2701,2024,THE,,,,
U2702,2024,THE,,,,
U2703,2024,THE,,,,
U2704,2024,THE,,,,
U2705,2024,THE,,,,
U2706,2024,THE,,,,
U2707,2024,THE,,,,
U2708,2024,THE,,,,
U2709,2024,THE,,,,
U2710,2024,THE,,,,
U2711,2024,THE,,,,
U2712,2024,THE,,,,
U2713,2024,THE,,,,
U2714,2024,THE,,,,
U2715,2024,THE,,,,
U2716,2024,THE,,,,
U2717,2024,THE,,,,
U2718,2024,THE,,,,
U2719,2024,THE,,,,
U2720,2024,THE,,,,
U2721,2024,THE,,,,
U2722,2024,THE,,,,
U2723,2024,THE,,,,
U2724,2024,THE,,,,
U2725,2024,THE,,,,
U2726,2024,THE,,,,
U2727,2024,THE,,,,
U2728,2024,THE,,,,
U2729,2024,THE,,,,
U2730,2024,THE,,,,
U2731,2024,THE,,,,
U2732,2024,THE,,,,
U2733,2024,THE,,,,
U2734,2024,THE,,,,
U2735,2024,THE,,,,
U2736,2024,THE,,,,
U2737,2024,THE,,,,
U2738,2024,THE,,,,
U2739,2024,THE,,,,
U2740,2024,THE,,,,
U2741,2024,THE,,,,
U2742,2024,THE,,,,
U2743,2024,THE,,,,
U2744,2024,THE,,,,
U2745,2024,THE,,,,
U2746,2024,THE,,,,
U2747,2024,THE,,,,
U2748,2024,THE,,,,
U2749,2024,THE,,,,
U2750,2024,THE,,,,
U2751,2024,THE,,,,
U2752,2024,THE,,,,
U2753,2024,THE,,,,
U2754,2024,THE,,,,
U2755,2024,THE,,,,
U2756,2024,THE,,,,
U2757,2024,THE,,,,
U2758,2024,THE,,,,
U2759,2024,THE,,,,
U2760,2024,THE,,,,
U2761,2024,THE,,,,
U2762,2024,THE,,,,
U2763,2024,THE,,,,
U2764,2024,THE,,,,
U2765,2024,THE,,,,
U2766,2024,THE,,,,
U2767,2024,THE,,,,
U2768,2024,THE,,,,
U2769,2024,THE,,,,
U2770,2024,THE,,,,
U2771,2024,THE,,,,
U2772,2024,THE,,,,
U2773,2024,THE,,,,
U2774,2024,THE,,,,
U2775,2024,THE,,,,
U2776,2024,THE,,,,
U2777,2024,THE,,,,
U2778,2024,THE,,,,
U2779,2024,THE,,,,
U2780,2024,THE,,,,
U2781,2024,THE,,,,
U2782,2024,THE,,,,
U2783,2024,THE,,,,
U2784,2024,THE,,,,
U2785,2024,THE,,,,
U2786,2024,THE,,,,
U2787,2024,THE,,,,
U2788,2024,THE,,,,
U2789,2024,THE,,,,
U2790,2024,THE,,,,
U2791,2024,THE,,,,
U2792,2024,THE,,,,
U2793,2024,THE,,,,
U2794,2024,THE,,,,
U2795,2024,THE,,,,
U2796,2024,THE,,,,
U2797,2024,THE,,,,
U2798,2024,THE,,,,
U2799,2024,THE,,,,
U2800,2024,THE,,,,
U2801,2024,THE,,,,
U2802,2024,THE,,,,
U2803,2024,THE,,,,
U2804,2024,THE,,,,
U2805,2024,THE,,,,
U2806,2024,THE,,,,
U2807,2024,THE,,,,
U2808,2024,THE,,,,
U2809,2024,THE,,,,
U2810,2024,THE,,,,
U2811,2024,THE,,,,
U2812,2024,THE,,,,
U2813,2024,THE,,,,
U2814,2024,THE,,,,
U2815,2024,THE,,,,
U2816,2024,THE,,,,
U2817,2024,THE,,,,
U2818,2024,THE,,,,
U2819,2024,THE,,,,
U2820,2024,THE,,,,
U2821,2024,THE,,,,
U2822,2024,THE,,,,
U2823,2024,THE,,,,
U2824,2024,THE,,,,
U2825,2024,THE,,,,
U2826,2024,THE,,,,
U2827,2024,THE,,,,
U2828,2024,THE,,,,
U2829,2024,THE,,,,
U2830,2024,THE,,,,
U2831,2024,THE,,,,
U2832,2024,THE,,,,
U2833,2024,THE,,,,
U2834,2024,THE,,,,
U2835,2024,THE,,,,
U2836,2024,THE,,,,
U2837,2024,THE,,,,
U2838,2024,THE,,,,
U2839,2024,THE,,,,
U2840,2024,THE,,,,
U2841,2024,THE,,,,
U2842,2024,THE,,,,
U2843,2024,THE,,,,
U2844,2024,THE,,,,
U2845,2024,THE,,,,
U2846,2024,THE,,,,
U2847,2024,THE,,,,
U2848,2024,THE,,,,
U2849,2024,THE,,,,
U2850,2024,THE,,,,
U2851,2024,THE,,,,
U2852,2024,THE,,,,
U2853,2024,THE,,,,
U2854,2024,THE,,,,
U2855,2024,THE,,,,
U2856,2024,THE,,,,
U2857,2024,THE,,,,
U2858,2024,THE,,,,
U2859,2024,THE,,,,
U2860,2024,THE,,,,
U2861,2024,THE,,,,
U2862,2024,THE,,,,
U2863,2024,THE,,,,
U2864,2024,THE,,,,
U2865,2024,THE,,,,
U2866,2024,THE,,,,
U2867,2024,THE,,,,
U2868,2024,THE,,,,
U2869,2024,THE,,,,
U2870,2024,THE,,,,
U2871,2024,THE,,,,
U2872,2024,THE,,,,
U2873,2024,THE,,,,
U2874,2024,THE,,,,
U2875,2024,THE,,,,
U2876,2024,THE,,,,
U2877,2024,THE,,,,
U2878,2024,THE,,,,
U2879,2024,THE,,,,
U2880,2024,THE,,,,
U2881,2024,THE,,,,
U2882,2024,THE,,,,
U2883,2024,THE,,,,
U2884,2024,THE,,,,
U2885,2024,THE,,,,
U2886,2024,THE,,,,
U2887,2024,THE,,,,
U2888,2024,THE,,,,
U2889,2024,THE,,,,
U2890,2024,THE,,,,
U2891,2024,THE,,,,
U2892,2024,THE,,,,
U2893,2024,THE,,,,
U2894,2024,THE,,,,
U2895,2024,THE,,,,
U2896,2024,THE,,,,
U2897,2024,THE,,,,
U2898,2024,THE,,,,
U2899,2024,THE,,,,
U2900,2024,THE,,,,
U2901,2024,THE,,,,
