university_id,year,research_score,research_impact,research_productivity
U02551,2024,7.8,8.1,7.95
U00008,2024,9.7,30.1,19.9
U02571,2024,9,11.6,10.3
U00019,2024,12,22.7,17.35
U00025,2024,7.7,26.1,16.9
U00029,2024,11.6,17.2,14.4
U00049,2024,13.4,20.8,17.1
U00051,2024,8.8,23.5,16.15
U00070,2024,12.1,31.6,21.85
U00099,2024,16.5,15.2,15.85
U00102,2024,15.3,24.6,19.95
U02589,2024,9.1,39.1,24.1
U02486,2024,12.7,16.5,14.6
U03140,2024,8.6,8.8,8.7
U00127,2024,10.4,18.7,14.55
U02227,2024,10.4,33.5,21.95
U00136,2024,11.6,30.5,21.05
U00137,2024,12.6,23.1,17.85
U00141,2024,9.6,20,14.8
U00142,2024,7.9,33.1,20.5
U00144,2024,8.9,10.4,9.65
U00154,2024,11.2,32.7,21.95
U02247,2024,8,10.2,9.1
U02248,2024,8,12.8,10.4
U02252,2024,9.6,11.1,10.35
U02253,2024,9.3,7.7,8.5
U02254,2024,9.1,9.1,9.1
U02249,2024,9.1,17.1,13.1
U02250,2024,10.5,19.1,14.8
U02251,2024,10,14.6,12.3
U00192,2024,9,12.6,10.8
U00208,2024,16.2,12.5,14.35
U02600,2024,12.6,19.8,16.2
U00214,2024,8.6,13.8,11.2
U00237,2024,12.2,15.7,13.95
U02608,2024,7.8,14.6,11.2
U02611,2024,7.9,12.2,10.05
U02642,2024,8.3,14.4,11.35
U00253,2024,13.7,10.6,12.15
U00256,2024,9.5,17.1,13.3
U02617,2024,5.7,35,20.35
U00261,2024,10.3,10.7,10.5
U00264,2024,7.3,30.2,18.75
U00266,2024,9.4,13.5,11.45
U00267,2024,14.9,23.1,19
U00270,2024,9.5,22.8,16.15
U02643,2024,12.8,13.9,13.35
U02622,2024,9.5,26.7,18.1
U02625,2024,8.6,19.3,13.95
U00281,2024,8.6,14.9,11.75
U00284,2024,9.3,29.2,19.25
U00292,2024,9.4,30.3,19.85
U02634,2024,9.9,17.2,13.55
U00311,2024,9.8,10.3,10.05
U00313,2024,9.4,30.4,19.9
U00314,2024,10.4,20,15.2
U02647,2024,11,9,10
U03500,2024,9.5,22.7,16.1
U00337,2024,10.5,11.7,11.1
U00339,2024,15.2,29,22.1
U02269,2024,13.4,19.3,16.35
U02268,2024,14.9,22.9,18.9
U02674,2024,9.4,11.8,10.6
U00346,2024,11.4,8.9,10.15
U01240,2024,5.2,21.6,13.4
U00357,2024,9.7,18.2,13.95
U00362,2024,9.1,5.8,7.45
U00370,2024,18.2,28.2,23.2
U00428,2024,7.9,30.4,19.15
U00377,2024,10.7,10.7,10.7
U00382,2024,8.8,13,10.9
U00394,2024,10,16.8,13.4
U03307,2024,10.8,28.8,19.8
U00404,2024,11.9,15.9,13.9
U00412,2024,12.7,15.5,14.1
U02689,2024,8,12.4,10.2
U00436,2024,15.7,26.3,21
U00437,2024,17.3,15.5,16.4
U00449,2024,10.7,30.4,20.55
U02701,2024,11.5,25.2,18.35
U00473,2024,11.4,27,19.2
U02709,2024,10.3,28.2,19.25
U00479,2024,12.8,31.3,22.05
U02566,2024,9.9,31.1,20.5
U00495,2024,16.9,12.7,14.8
U00498,2024,15.4,19.1,17.25
U00499,2024,10.3,22,16.15
U00507,2024,10.9,11.1,11
U00518,2024,7.8,23.3,15.55
U00519,2024,9.2,17.5,13.35
U00525,2024,11,16.5,13.75
U00546,2024,9.3,20,14.65
U00555,2024,8.7,37.6,23.15
U00558,2024,9.4,29,19.2
U00563,2024,16.6,20.5,18.55
U02429,2024,11,15.7,13.35
U02438,2024,10.9,21.6,16.25
U02435,2024,13.8,20.2,17
U02439,2024,9.8,7.4,8.6
U00584,2024,8,24.5,16.25
U02443,2024,12.8,25.1,18.95
U00587,2024,9.6,21.3,15.45
U02445,2024,12.1,27.5,19.8
U02463,2024,10.3,14.5,12.4
U00592,2024,11.7,22.3,17
U02448,2024,12,20.7,16.35
U00595,2024,11.7,21.3,16.5
U00582,2024,11,19.1,15.05
U02473,2024,9,5.7,7.35
U02453,2024,10.4,36.4,23.4
U00631,2024,13.1,27.8,20.45
U02748,2024,9.4,33.6,21.5
U03318,2024,8.1,13.5,10.8
U02303,2024,8.6,11.6,10.1
U02753,2024,12.4,16.4,14.4
U00647,2024,9.7,17.9,13.8
U03309,2024,9.4,28.9,19.15
U00661,2024,10.8,33,21.9
U00674,2024,9.3,22.2,15.75
U00676,2024,8.7,34,21.35
U00678,2024,9.6,23.2,16.4
U00681,2024,9.3,20.8,15.05
U00685,2024,12.4,23,17.7
U00702,2024,10.1,18.9,14.5
U02773,2024,8.8,13.7,11.25
U02774,2024,9.3,13.4,11.35
U00707,2024,10.5,12.5,11.5
U00730,2024,15.7,27.4,21.55
U00739,2024,11.2,25.8,18.5
U03320,2024,10.3,19.2,14.75
U00741,2024,12.3,20.7,16.5
U02784,2024,11.8,10.8,11.3
U00746,2024,8.5,34.2,21.35
U00749,2024,11.5,9.8,10.65
U00755,2024,9.3,33.6,21.45
U00760,2024,9.8,15.1,12.45
U00772,2024,11,34,22.5
U00780,2024,8.7,16.4,12.55
U02803,2024,13.2,11.8,12.5
U00792,2024,12.5,12.2,12.35
U02349,2024,12.2,11.6,11.9
U00849,2024,8.4,14,11.2
U00888,2024,9.4,21.5,15.45
U00869,2024,9.9,14.5,12.2
U00877,2024,9.4,36.5,22.95
U00897,2024,9.6,23.4,16.5
U00898,2024,11.5,9.1,10.3
U00907,2024,9.7,12.5,11.1
U00913,2024,9.2,32.3,20.75
U00919,2024,10.6,33.3,21.95
U00929,2024,11.3,22.2,16.75
U00931,2024,9.7,7,8.35
U00932,2024,11.2,12.6,11.9
U00935,2024,11.2,36.7,23.95
U00945,2024,13.6,15.3,14.45
U00946,2024,12.3,11.9,12.1
U00955,2024,13.6,13.6,13.6
U00957,2024,9.1,23,16.05
U00960,2024,9.2,27.6,18.4
U02821,2024,8.8,12.7,10.75
U00997,2024,8.3,11.4,9.85
U00998,2024,10.2,17.3,13.75
U01002,2024,8.3,7.3,7.8
U02830,2024,10.6,19.5,15.05
U01006,2024,10.1,27.8,18.95
U03322,2024,8.6,16,12.3
U01019,2024,12.6,23.5,18.05
U01021,2024,11.6,35.8,23.7
U01030,2024,10.8,24.9,17.85
U01031,2024,8.8,12.4,10.6
U01032,2024,10.3,7.3,8.8
U02832,2024,8.1,12,10.05
U01038,2024,10.1,8.6,9.35
U02835,2024,7.7,10.7,9.2
U01077,2024,22.9,19.2,21.05
U01087,2024,18.8,17.2,18
U01149,2024,9.8,18.4,14.1
U01099,2024,9.7,22.1,15.9
U01100,2024,12.3,21.8,17.05
U01101,2024,15.6,15.9,15.75
U01102,2024,11.3,26.3,18.8
U01111,2024,14.3,20.1,17.2
U02521,2024,9,24.3,16.65
U02842,2024,8.7,18,13.35
U01132,2024,9.5,15.4,12.45
U01139,2024,9.1,14.9,12
U01153,2024,11.1,28,19.55
U02850,2024,8.6,17.2,12.9
U01154,2024,9.3,25.3,17.3
U01155,2024,9.6,37.6,23.6
U02853,2024,8.1,26.3,17.2
U01165,2024,17.3,15.8,16.55
U02864,2024,11.7,30.3,21
U01190,2024,11.6,21.1,16.35
U01192,2024,13.4,14.7,14.05
U03238,2024,15.6,28.8,22.2
U01203,2024,16.1,19.6,17.85
U02875,2024,14.1,25.8,19.95
U01209,2024,14,29.7,21.85
U02877,2024,10.3,26.5,18.4
U02881,2024,18.1,24.6,21.35
U01220,2024,10.8,12.4,11.6
U01224,2024,8.5,10.5,9.5
U02524,2024,13,32.6,22.8
U01245,2024,19.3,22.4,20.85
U01249,2024,11.7,31.9,21.8
U02898,2024,7.5,31.4,19.45
U01257,2024,13.9,15.5,14.7
U02355,2024,9.1,28.7,18.9
U01274,2024,12.1,13.5,12.8
U01275,2024,12.1,11.6,11.85
U01279,2024,14.1,14.3,14.2
U01340,2024,8.1,21.3,14.7
U01290,2024,7.5,23.7,15.6
U01296,2024,12,22.6,17.3
U01300,2024,11.7,8.6,10.15
U02922,2024,13.4,16.1,14.75
U02928,2024,11.8,24.3,18.05
U02568,2024,9.2,10.3,9.75
U03326,2024,9.9,33.6,21.75
U02935,2024,12.6,23.8,18.2
U01322,2024,10.3,11,10.65
U01325,2024,11.6,25.3,18.45
U02939,2024,9.9,16.3,13.1
U01327,2024,9.1,40.9,25
U03327,2024,7.6,6.6,7.1
U01335,2024,10.6,22.9,16.75
U01337,2024,8.4,16,12.2
U02942,2024,9,23.2,16.1
U02386,2024,9.4,16.9,13.15
U01369,2024,8.7,17.3,13
U01370,2024,10.5,14.8,12.65
U01376,2024,8.7,35.2,21.95
U01382,2024,14.1,21,17.55
U01381,2024,18.4,13.3,15.85
U01426,2024,10.3,20,15.15
U01425,2024,10,11.8,10.9
U01388,2024,11.7,8.4,10.05
U01389,2024,14.6,23.1,18.85
U01429,2024,16,12.1,14.05
U01431,2024,8.9,30.1,19.5
U01432,2024,9.5,9.2,9.35
U01401,2024,16.1,17.6,16.85
U01436,2024,10.7,26.9,18.8
U01407,2024,11.5,27.5,19.5
U01408,2024,15.1,22.4,18.75
U01421,2024,11.7,15.7,13.7
U01454,2024,13.1,19.8,16.45
U02497,2024,9,27.2,18.1
U01474,2024,9.7,10.7,10.2
U01477,2024,8.7,23.8,16.25
U01481,2024,9,9.1,9.05
U03146,2024,13,26,19.5
U01484,2024,10.1,11.2,10.65
U01488,2024,11.1,7.7,9.4
U01500,2024,9.8,7.7,8.75
U01506,2024,9.8,10,9.9
U02476,2024,8.1,9.6,8.85
U02977,2024,11.7,29.1,20.4
U01511,2024,12.4,12.8,12.6
U01515,2024,8,5.3,6.65
U01518,2024,12.3,32,22.15
U01525,2024,9.2,5.8,7.5
U01530,2024,11,20,15.5
U01475,2024,9.4,24.5,16.95
U01537,2024,8.4,7.3,7.85
U01538,2024,11.4,22.2,16.8
U01544,2024,9,13.2,11.1
U01546,2024,10.3,19.6,14.95
U01552,2024,15.3,20.6,17.95
U01553,2024,12.6,23.7,18.15
U02984,2024,16.3,23.2,19.75
U01560,2024,9.2,9.6,9.4
U02498,2024,12.2,19.2,15.7
U01569,2024,9.5,16.7,13.1
U02391,2024,9.1,12,10.55
U02993,2024,15.6,21.5,18.55
U02994,2024,17.7,17.7,17.7
U01582,2024,10.7,12.5,11.6
U01585,2024,9.1,26.1,17.6
U01586,2024,7.7,5.2,6.45
U03148,2024,12.6,28.9,20.75
U02499,2024,12.1,33,22.55
U01590,2024,8.7,7.8,8.25
U01591,2024,13.4,9.9,11.65
U01593,2024,12.5,8.2,10.35
U03004,2024,10.3,15.2,12.75
U02395,2024,8.7,10.1,9.4
U03009,2024,9.4,39.3,24.35
U02398,2024,9.5,13.6,11.55
U01616,2024,11.4,28.8,20.1
U01617,2024,10.1,33.9,22
U01624,2024,10.7,14.6,12.65
U02400,2024,10.6,10.2,10.4
U01637,2024,8.7,15.3,12
U03015,2024,14.4,15.4,14.9
U01652,2024,14.9,27.6,21.25
U03020,2024,14.9,26.5,20.7
U03021,2024,10.7,13.7,12.2
U01664,2024,9.9,5.2,7.55
U01666,2024,8.9,29.4,19.15
U01701,2024,9.5,23.9,16.7
U01707,2024,7.9,37.9,22.9
U01713,2024,13.8,26.3,20.05
U03032,2024,16.7,29.9,23.3
U01746,2024,17.1,18.1,17.6
U01749,2024,13.4,16.8,15.1
U01691,2024,9.4,29.3,19.35
U01756,2024,10.6,12,11.3
U03151,2024,14.1,22.6,18.35
U01757,2024,9.1,29.1,19.1
U02848,2024,10.9,19.7,15.3
U01760,2024,14.5,21.8,18.15
U01771,2024,15.5,19.4,17.45
U01779,2024,10.6,10.9,10.75
U01787,2024,9.2,12.1,10.65
U03052,2024,15.4,29.8,22.6
U03054,2024,9.5,25.8,17.65
U03055,2024,10.8,18.6,14.7
U01791,2024,10.7,3.7,7.2
U01794,2024,10.8,8.5,9.65
U03063,2024,7.4,12.8,10.1
U03061,2024,7,9,8
U01822,2024,15.2,24.1,19.65
U01824,2024,14.8,22.5,18.65
U01851,2024,13,19.3,16.15
U01856,2024,16,19.5,17.75
U03070,2024,12.9,15.2,14.05
U01706,2024,8.2,15.8,12
U01863,2024,9.6,3.4,6.5
U01865,2024,10.4,23.8,17.1
U03073,2024,13.5,23.4,18.45
U01872,2024,13.6,20.7,17.15
U03074,2024,11.4,26.4,18.9
U01880,2024,9.5,26.1,17.8
U01883,2024,12,22.3,17.15
U01885,2024,12.2,23.4,17.8
U03076,2024,8.4,13.6,11
U01898,2024,11,13.3,12.15
U01917,2024,11.2,11.4,11.3
U03098,2024,9,35.7,22.35
U01925,2024,9.7,15.8,12.75
U02501,2024,9,18.1,13.55
U01769,2024,9.3,25.9,17.6
U01939,2024,8.6,4.1,6.35
U01940,2024,11.1,30,20.55
U01941,2024,11.3,18.1,14.7
U01942,2024,9.3,14.1,11.7
U01979,2024,9.8,29.9,19.85
U03333,2024,9.8,29.9,19.85
U02502,2024,10.5,26.6,18.55
U01978,2024,11.7,23.2,17.45
U01992,2024,11,14,12.5
U02029,2024,18.9,18.2,18.55
U02030,2024,8.4,11.2,9.8
U02035,2024,11.1,24.2,17.65
U02044,2024,4.6,14.8,9.7
U02479,2024,10.2,22.3,16.25
U02053,2024,12.7,33.9,23.3
U02541,2024,14.7,28.6,21.65
U02055,2024,11,28.5,19.75
U02057,2024,10.5,12.7,11.6
U02144,2024,8.6,33.7,21.15
U02153,2024,9.1,18.9,14
U02146,2024,12,13.9,12.95
U02147,2024,9,12.1,10.55
U02165,2024,11,18.9,14.95
U02170,2024,13.4,21.3,17.35
U02171,2024,9.5,9.5,9.5
U02172,2024,9.2,8.7,8.95
U02188,2024,9,5.1,7.05
U02204,2024,10.2,8.1,9.15
U02203,2024,8,17.1,12.55
U02527,2024,14.3,25,19.65
U03357,2024,10.4,14.3,12.35
U03353,2024,12.6,9.1,10.85
U03356,2024,8.9,4.7,6.8
U02341,2024,8.7,12.2,10.45
U03189,2024,12.2,22,17.1
U03360,2024,22.8,19.3,21.05
U00868,2024,9.6,35.4,22.5
U03375,2024,11.2,26.1,18.65
U03376,2024,7.6,36,21.8
U03370,2024,9.9,7.6,8.75
U03392,2024,9.3,22.9,16.1
U03395,2024,10.7,7.7,9.2
U03394,2024,8.5,29.8,19.15
U03204,2024,13.5,35.3,24.4
U03209,2024,9.7,34.7,22.2
U03455,2024,11.7,34.5,23.1
U03460,2024,12.4,17.6,15
U03461,2024,8.6,26.8,17.7
U03465,2024,10.5,28.8,19.65
U03494,2024,11.2,21.6,16.4
U00005,2024,,,
U00006,2024,,,
U00007,2024,,,
U00010,2024,,,
U00011,2024,,,
U00013,2024,,,
U00015,2024,,,
U00020,2024,,,
U00027,2024,,,
U00028,2024,,,
U02557,2024,,,
U02574,2024,,,
U02484,2024,,,
U02575,2024,,,
U00037,2024,,,
U03316,2024,,,
U00042,2024,,,
U00043,2024,,,
U00047,2024,,,
U00048,2024,,,
U00050,2024,,,
U00052,2024,,,
U00059,2024,,,
U00053,2024,,,
U00054,2024,,,
U00055,2024,,,
U00060,2024,,,
U00062,2024,,,
U00064,2024,,,
U00065,2024,,,
U00067,2024,,,
U00068,2024,,,
U00073,2024,,,
U00075,2024,,,
U02581,2024,,,
U00076,2024,,,
U02582,2024,,,
U02583,2024,,,
U00077,2024,,,
U00079,2024,,,
U00080,2024,,,
U02585,2024,,,
U00081,2024,,,
U00082,2024,,,
U00085,2024,,,
U00086,2024,,,
U00087,2024,,,
U00088,2024,,,
U00089,2024,,,
U00090,2024,,,
U00091,2024,,,
U00093,2024,,,
U00094,2024,,,
U00095,2024,,,
U00096,2024,,,
U00097,2024,,,
U00098,2024,,,
U00056,2024,,,
U00101,2024,,,
U00100,2024,,,
U00057,2024,,,
U00103,2024,,,
U00109,2024,,,
U00108,2024,,,
U00105,2024,,,
U00112,2024,,,
U00117,2024,,,
U00114,2024,,,
U00120,2024,,,
U00121,2024,,,
U00122,2024,,,
U00124,2024,,,
U00123,2024,,,
U00143,2024,,,
U00128,2024,,,
U00131,2024,,,
U00129,2024,,,
U00130,2024,,,
U00132,2024,,,
U00134,2024,,,
U00135,2024,,,
U00145,2024,,,
U00149,2024,,,
U00153,2024,,,
U00150,2024,,,
U00160,2024,,,
U00161,2024,,,
U00163,2024,,,
U03141,2024,,,
U00164,2024,,,
U00165,2024,,,
U00166,2024,,,
U00167,2024,,,
U00168,2024,,,
U00169,2024,,,
U00180,2024,,,
U00185,2024,,,
U00188,2024,,,
U00194,2024,,,
U00200,2024,,,
U00199,2024,,,
U00202,2024,,,
U00207,2024,,,
U00209,2024,,,
U00213,2024,,,
U02602,2024,,,
U00216,2024,,,
U02603,2024,,,
U00220,2024,,,
U00222,2024,,,
U00226,2024,,,
U00229,2024,,,
U00231,2024,,,
U02610,2024,,,
U00233,2024,,,
U00236,2024,,,
U00252,2024,,,
U00250,2024,,,
U00254,2024,,,
U02616,2024,,,
U00260,2024,,,
U00262,2024,,,
U00269,2024,,,
U00278,2024,,,
U02624,2024,,,
U00280,2024,,,
U02626,2024,,,
U00283,2024,,,
U02628,2024,,,
U02071,2024,,,
U00305,2024,,,
U00307,2024,,,
U00309,2024,,,
U00308,2024,,,
U00310,2024,,,
U00312,2024,,,
U03501,2024,,,
U02256,2024,,,
U00323,2024,,,
U02283,2024,,,
U00341,2024,,,
U00336,2024,,,
U02266,2024,,,
U02267,2024,,,
U02271,2024,,,
U00343,2024,,,
U00345,2024,,,
U00347,2024,,,
U00348,2024,,,
U02675,2024,,,
U02555,2024,,,
U02559,2024,,,
U02556,2024,,,
U02558,2024,,,
U00349,2024,,,
U00350,2024,,,
U02679,2024,,,
U00356,2024,,,
U00358,2024,,,
U00361,2024,,,
U02277,2024,,,
U00363,2024,,,
U00372,2024,,,
U00379,2024,,,
U00380,2024,,,
U02683,2024,,,
U00396,2024,,,
U00397,2024,,,
U02276,2024,,,
U00414,2024,,,
U00413,2024,,,
U00418,2024,,,
U00419,2024,,,
U02686,2024,,,
U00441,2024,,,
U02698,2024,,,
U00446,2024,,,
U00451,2024,,,
U02567,2024,,,
U02703,2024,,,
U02704,2024,,,
U00459,2024,,,
U00469,2024,,,
U00475,2024,,,
U00478,2024,,,
U00482,2024,,,
U00487,2024,,,
U00486,2024,,,
U00489,2024,,,
U00492,2024,,,
U00491,2024,,,
U00493,2024,,,
U02720,2024,,,
U00502,2024,,,
U00504,2024,,,
U00508,2024,,,
U00512,2024,,,
U00513,2024,,,
U00466,2024,,,
U02721,2024,,,
U02722,2024,,,
U00517,2024,,,
U00524,2024,,,
U00526,2024,,,
U02729,2024,,,
U03508,2024,,,
U03509,2024,,,
U03510,2024,,,
U03511,2024,,,
U03512,2024,,,
U03515,2024,,,
U03513,2024,,,
U03514,2024,,,
U03516,2024,,,
U03506,2024,,,
U03518,2024,,,
U03517,2024,,,
U03523,2024,,,
U03519,2024,,,
U03520,2024,,,
U03522,2024,,,
U03524,2024,,,
U03526,2024,,,
U03527,2024,,,
U03528,2024,,,
U03529,2024,,,
U03530,2024,,,
U02730,2024,,,
U00537,2024,,,
U00538,2024,,,
U00539,2024,,,
U00541,2024,,,
U00542,2024,,,
U00547,2024,,,
U02733,2024,,,
U00548,2024,,,
U00861,2024,,,
U00556,2024,,,
U00560,2024,,,
U00562,2024,,,
U00564,2024,,,
U02436,2024,,,
U02437,2024,,,
U00568,2024,,,
U00570,2024,,,
U00569,2024,,,
U00572,2024,,,
U00574,2024,,,
U00579,2024,,,
U00588,2024,,,
U00590,2024,,,
U00594,2024,,,
U00598,2024,,,
U00605,2024,,,
U00606,2024,,,
U00616,2024,,,
U00617,2024,,,
U00618,2024,,,
U00621,2024,,,
U00633,2024,,,
U00634,2024,,,
U02749,2024,,,
U00635,2024,,,
U00648,2024,,,
U00653,2024,,,
U02754,2024,,,
U00657,2024,,,
U02756,2024,,,
U00666,2024,,,
U02763,2024,,,
U00679,2024,,,
U00684,2024,,,
U00690,2024,,,
U02077,2024,,,
U00694,2024,,,
U00695,2024,,,
U02078,2024,,,
U00697,2024,,,
U00709,2024,,,
U00710,2024,,,
U00711,2024,,,
U00713,2024,,,
U02780,2024,,,
U00721,2024,,,
U00723,2024,,,
U00724,2024,,,
U00791,2024,,,
U00731,2024,,,
U00736,2024,,,
U00737,2024,,,
U00742,2024,,,
U02788,2024,,,
U02789,2024,,,
U01803,2024,,,
U00750,2024,,,
U00752,2024,,,
U00751,2024,,,
U00753,2024,,,
U03145,2024,,,
U00754,2024,,,
U00757,2024,,,
U00758,2024,,,
U00756,2024,,,
U00761,2024,,,
U00762,2024,,,
U00764,2024,,,
U00767,2024,,,
U02793,2024,,,
U00763,2024,,,
U00774,2024,,,
U02801,2024,,,
U00783,2024,,,
U00790,2024,,,
U00793,2024,,,
U00796,2024,,,
U00798,2024,,,
U00805,2024,,,
U00809,2024,,,
U00816,2024,,,
U00819,2024,,,
U00847,2024,,,
U00850,2024,,,
U00852,2024,,,
U00859,2024,,,
U02350,2024,,,
U00874,2024,,,
U00875,2024,,,
U00876,2024,,,
U00883,2024,,,
U00882,2024,,,
U00885,2024,,,
U00862,2024,,,
U00886,2024,,,
U00890,2024,,,
U00889,2024,,,
U00894,2024,,,
U02085,2024,,,
U00906,2024,,,
U00908,2024,,,
U02492,2024,,,
U00909,2024,,,
U00910,2024,,,
U00911,2024,,,
U00916,2024,,,
U00917,2024,,,
U00920,2024,,,
U00926,2024,,,
U02482,2024,,,
U00930,2024,,,
U00936,2024,,,
U00937,2024,,,
U00947,2024,,,
U00948,2024,,,
U00949,2024,,,
U02820,2024,,,
U00969,2024,,,
U00970,2024,,,
U00975,2024,,,
U00987,2024,,,
U00988,2024,,,
U02827,2024,,,
U00989,2024,,,
U00995,2024,,,
U01007,2024,,,
U01009,2024,,,
U01010,2024,,,
U01016,2024,,,
U01027,2024,,,
U01025,2024,,,
U01026,2024,,,
U01028,2024,,,
U01033,2024,,,
U01037,2024,,,
U01051,2024,,,
U01048,2024,,,
U01049,2024,,,
U01052,2024,,,
U01058,2024,,,
U01059,2024,,,
U01060,2024,,,
U01062,2024,,,
U01067,2024,,,
U01068,2024,,,
U01069,2024,,,
U01086,2024,,,
U02838,2024,,,
U01089,2024,,,
U01092,2024,,,
U01094,2024,,,
U01096,2024,,,
U01098,2024,,,
U01104,2024,,,
U01105,2024,,,
U01106,2024,,,
U01107,2024,,,
U01108,2024,,,
U01116,2024,,,
U01119,2024,,,
U01124,2024,,,
U01126,2024,,,
U01150,2024,,,
U01128,2024,,,
U01129,2024,,,
U01133,2024,,,
U01134,2024,,,
U01136,2024,,,
U01137,2024,,,
U01143,2024,,,
U00986,2024,,,
U01156,2024,,,
U01161,2024,,,
U01164,2024,,,
U01151,2024,,,
U02854,2024,,,
U01168,2024,,,
U01170,2024,,,
U01171,2024,,,
U01175,2024,,,
U01177,2024,,,
U02863,2024,,,
U01179,2024,,,
U01183,2024,,,
U03314,2024,,,
U01185,2024,,,
U01186,2024,,,
U01188,2024,,,
U02089,2024,,,
U01197,2024,,,
U01198,2024,,,
U01201,2024,,,
U01199,2024,,,
U01215,2024,,,
U02882,2024,,,
U02333,2024,,,
U02560,2024,,,
U01226,2024,,,
U01231,2024,,,
U01233,2024,,,
U01234,2024,,,
U02354,2024,,,
U01242,2024,,,
U01244,2024,,,
U01247,2024,,,
U01248,2024,,,
U02902,2024,,,
U01216,2024,,,
U02357,2024,,,
U02905,2024,,,
U02906,2024,,,
U01272,2024,,,
U01276,2024,,,
U02494,2024,,,
U01289,2024,,,
U01294,2024,,,
U01297,2024,,,
U02921,2024,,,
U01302,2024,,,
U01305,2024,,,
U01217,2024,,,
U01308,2024,,,
U01309,2024,,,
U03325,2024,,,
U02931,2024,,,
U01312,2024,,,
U02936,2024,,,
U01745,2024,,,
U01324,2024,,,
U01326,2024,,,
U02938,2024,,,
U01328,2024,,,
U02496,2024,,,
U01330,2024,,,
U01333,2024,,,
U01336,2024,,,
U02362,2024,,,
U02367,2024,,,
U02368,2024,,,
U02373,2024,,,
U02378,2024,,,
U01347,2024,,,
U01349,2024,,,
U01350,2024,,,
U01351,2024,,,
U01352,2024,,,
U01353,2024,,,
U01354,2024,,,
U01371,2024,,,
U01372,2024,,,
U01373,2024,,,
U01424,2024,,,
U01387,2024,,,
U01428,2024,,,
U01422,2024,,,
U02092,2024,,,
U01398,2024,,,
U01435,2024,,,
U01405,2024,,,
U01438,2024,,,
U01446,2024,,,
U01418,2024,,,
U01419,2024,,,
U01445,2024,,,
U01447,2024,,,
U01450,2024,,,
U01455,2024,,,
U01462,2024,,,
U01465,2024,,,
U01467,2024,,,
U01469,2024,,,
U02964,2024,,,
U01471,2024,,,
U01473,2024,,,
U02972,2024,,,
U01483,2024,,,
U01490,2024,,,
U01493,2024,,,
U01505,2024,,,
U02561,2024,,,
U02976,2024,,,
U01513,2024,,,
U01514,2024,,,
U02389,2024,,,
U01521,2024,,,
U01522,2024,,,
U01523,2024,,,
U01526,2024,,,
U02979,2024,,,
U01536,2024,,,
U01541,2024,,,
U01540,2024,,,
U03317,2024,,,
U01545,2024,,,
U01549,2024,,,
U01550,2024,,,
U01551,2024,,,
U01557,2024,,,
U02564,2024,,,
U01558,2024,,,
U02988,2024,,,
U02336,2024,,,
U02337,2024,,,
U01567,2024,,,
U01568,2024,,,
U02315,2024,,,
U01571,2024,,,
U01572,2024,,,
U01581,2024,,,
U03007,2024,,,
U01596,2024,,,
U01598,2024,,,
U01597,2024,,,
U01599,2024,,,
U01600,2024,,,
U01603,2024,,,
U01604,2024,,,
U01606,2024,,,
U01614,2024,,,
U01623,2024,,,
U03014,2024,,,
U02403,2024,,,
U01653,2024,,,
U01654,2024,,,
U01655,2024,,,
U01656,2024,,,
U03022,2024,,,
U01665,2024,,,
U01667,2024,,,
U01669,2024,,,
U03024,2024,,,
U01679,2024,,,
U01681,2024,,,
U01682,2024,,,
U02478,2024,,,
U01694,2024,,,
U01695,2024,,,
U01698,2024,,,
U01704,2024,,,
U01718,2024,,,
U01724,2024,,,
U01726,2024,,,
U01731,2024,,,
U01732,2024,,,
U01733,2024,,,
U01734,2024,,,
U01736,2024,,,
U01729,2024,,,
U01735,2024,,,
U01730,2024,,,
U01738,2024,,,
U01748,2024,,,
U01750,2024,,,
U01755,2024,,,
U03039,2024,,,
U03040,2024,,,
U03041,2024,,,
U01765,2024,,,
U01767,2024,,,
U01774,2024,,,
U01775,2024,,,
U01778,2024,,,
U01782,2024,,,
U01780,2024,,,
U01781,2024,,,
U01783,2024,,,
U02407,2024,,,
U03049,2024,,,
U03051,2024,,,
U02408,2024,,,
U01792,2024,,,
U01797,2024,,,
U01798,2024,,,
U01802,2024,,,
U03062,2024,,,
U01808,2024,,,
U01810,2024,,,
U01811,2024,,,
U01817,2024,,,
U01821,2024,,,
U01823,2024,,,
U01825,2024,,,
U01826,2024,,,
U01827,2024,,,
U02119,2024,,,
U01857,2024,,,
U01870,2024,,,
U01873,2024,,,
U01876,2024,,,
U02340,2024,,,
U01879,2024,,,
U01881,2024,,,
U01889,2024,,,
U01891,2024,,,
U01894,2024,,,
U03077,2024,,,
U03078,2024,,,
U00863,2024,,,
U01912,2024,,,
U01921,2024,,,
U01922,2024,,,
U01938,2024,,,
U01943,2024,,,
U01930,2024,,,
U01932,2024,,,
U01933,2024,,,
U01950,2024,,,
U03106,2024,,,
U03107,2024,,,
U01953,2024,,,
U01954,2024,,,
U01956,2024,,,
U03111,2024,,,
U01982,2024,,,
U03116,2024,,,
U01987,2024,,,
U01991,2024,,,
U03118,2024,,,
U01997,2024,,,
U01998,2024,,,
U01999,2024,,,
U02000,2024,,,
U02016,2024,,,
U02001,2024,,,
U02004,2024,,,
U02006,2024,,,
U02007,2024,,,
U02009,2024,,,
U02013,2024,,,
U02014,2024,,,
U02015,2024,,,
