university_id,university_name,country_id,country_name
U01714,Riga Technical University,C0088,Latvia
U01715,Rikkyo University,C0077,Japan
U01716,Riphah International University,C0123,Pakistan
U01717,Ritsumeikan Asia Pacific University,C0077,Japan
U01718,Ritsumeikan Asia Pacific University Apu,C0077,Japan
U01719,Ritsumeikan University,C0077,Japan
U01720,Rmit University,C0008,Australia
U01721,Robert Gordon University,C0170,United Kingdom
U01722,Rochester Institute Of Technology,C0171,United States
U01723,Rochester Institute Of Technology Rit,C0171,United States
U01724,Rose Bruford College,C0170,United Kingdom
U01725,Roskilde University,C0042,Denmark
U01726,Rostov State University Of Economics,C0137,Russian Federation
U01727,Rovira I Virgili University,C0150,Spain
U01728,Rowan University,C0171,United States
U01729,Royal Academy Of Dramatic Art Rada,C0170,United Kingdom
U01730,Royal Academy Of Music,C0170,United Kingdom
U01731,Royal Agricultural University,C0170,United Kingdom
U01732,Royal Central School Of Speech And Drama University Of London,C0170,United Kingdom
U01733,Royal College Of Academics,C0095,Luxembourg
U01734,Royal College Of Art,C0170,United Kingdom
U01735,Royal College Of Music,C0170,United Kingdom
U01736,Royal Conservatoire Of Scotland,C0170,United Kingdom
U01737,Royal Holloway University Of London,C0170,United Kingdom
U01738,Royal Northern College Of Music,C0170,United Kingdom
U01739,Royal Veterinary College,C0170,United Kingdom
U01740,Rudn University,C0136,Russia
U01741,Ruhr University Bochum,C0054,Germany
U01742,Ruhruniversitãt Bochum,C0054,Germany
U01743,Ruprechtkarlsuniversitãt Heidelberg,C0054,Germany
U01744,Rush University,C0171,United States
U01745,Russian Biotechnological University Biotech,C0137,Russian Federation
U01746,Russian Presidential Academy Of National Economy And Public Administration,C0136,Russia
U01747,Russian State Agrarian University Moscow Timiryazev Agricultural Academy,C0136,Russia
U01748,Russian State Agrarian University Ãââ Moscow Timiryazev Agricultural Academy,C0137,Russian Federation
U01749,Russian State University For The Humanities,C0136,Russia
U01750,Russian University Of State For Social Russ,C0137,Russian Federation
U01751,Rutgers University Ãââ New Brunswick,C0171,United States
U01752,Rutgers Universityânew Brunswick,C0171,United States
U01753,Rutgers Universityânewark,C0171,United States
U01754,Rwth Aachen University,C0054,Germany
U01755,Ryazan State Medical University,C0137,Russian Federation
U01756,Ryukoku University,C0077,Japan
U01757,Rzeszãâ³W University Of Technology,C0131,Poland
U01758,Sabanci University,C0164,Turkey
U01759,Sabancãâ University,C0164,Turkey
U01760,Saga University,C0077,Japan
U01761,Sahand University Of Technology,C0069,Iran
U01762,Saint Joseph University Of Beirut Usj,C0089,Lebanon
U01763,Saint Louis University,C0171,United States
U01764,Saint Petersburg Electrotechnical University Etuleti,C0136,Russia
U01765,Saint Petersburg State Pediatric Medical University,C0137,Russian Federation
U01766,Saint Petersburg State University,C0136,Russia
U01767,Saint Thomas University Colombia,C0034,Colombia
U01768,Saintpetersburg Mining University,C0136,Russia
U01769,Saints Cyril And Methodius University In Skopje,C0119,North Macedonia
U01770,Saitama Medical University,C0077,Japan
U01771,Saitama University,C0077,Japan
U01772,Sakarya University,C0164,Turkey
U01773,Saken Seifullin Kazakh Agrotechnical University,C0079,Kazakhstan
U01774,Sakon Nakhon Rajabhat University,C0161,Thailand
U01775,Salahaddin University,C0072,Iraq
U01776,Salem University,C0118,Nigeria
U01777,Samara National Research University Samara University,C0136,Russia
U01778,Samara State Medical University,C0137,Russian Federation
U01779,Samara State Technical University,C0137,Russian Federation
U01780,Samarkand State Institute Of Foreign Languages,C0174,Uzbekistan
U01781,Samarkand State Medical University,C0174,Uzbekistan
U01782,Samarkand State University,C0174,Uzbekistan
U01783,Samsun University,C0164,Turkey
U01784,Samuel Adegboyega University,C0118,Nigeria
U01785,San Diego State University,C0171,United States
U01786,San Francisco State University,C0171,United States
U01787,San Sebastiãân University,C0031,Chile
U01788,Santãââanna School Of Advanced Studies Ãââ Pisa,C0075,Italy
U01789,Sapienza University Of Rome,C0075,Italy
U01790,Sapporo Medical University,C0077,Japan
U01791,Saratov State Medical University,C0137,Russian Federation
U01792,Sarsen Amanzholov East Kazakhstan University,C0079,Kazakhstan
U01793,Sastra University,C0067,India
U01794,Satbayev University,C0079,Kazakhstan
U01795,Sathyabama Institute Of Science And Technology,C0067,India
U01796,Sathyabama Institute Of Science And Technology Deemed To Be University,C0067,India
U01797,Satya Wacana Christian University,C0068,Indonesia
U01798,Saudi Electronic University,C0140,Saudi Arabia
U01799,Saveetha Institute Of Medical And Technical Sciences,C0067,India
U01800,Saveetha Institute Of Medical And Technical Sciences Deemed To Be University,C0067,India
U01801,Savitribai Phule Pune University,C0067,India
U01802,Sbs Swiss Business School,C0156,Switzerland
U01803,School Of Higher Commercial Studies Ehec Algiers,C0002,Algeria
U01804,Sciences Po,C0052,France
U01805,Scuola Normale Superiore Di Pisa,C0075,Italy
U01806,Sd Asfendiyarov Kazakh National Medical University,C0079,Kazakhstan
U01807,Seattle University,C0171,United States
U01808,Sebha University,C0090,Libya
U01809,Sechenov University,C0136,Russia
U01810,Sefako Makgatho Health Sciences University,C0148,South Africa
U01811,Seisa Dohto University,C0077,Japan
U01812,Sejong University,C0149,South Korea
U01813,Selãâuk University,C0164,Turkey
U01814,Semmelweis University,C0065,Hungary
U01815,Semnan University,C0069,Iran
U01816,Semnan University Of Medical Sciences And Health Services,C0069,Iran
U01817,Senshu University,C0077,Japan
U01818,Seoul National University,C0149,South Korea
U01819,Seoul National University Of Science And Technology,C0149,South Korea
U01820,Seoul National University Of Science And Technology Seoultech,C0149,South Korea
U01821,Seyitnazar Seydi Turkmen State Pedagogical Institute,C0165,Turkmenistan
U01822,Sgh Warsaw School Of Economics,C0131,Poland
U01823,Shah Abdul Latif University Khairpur,C0123,Pakistan
U01824,Shahed University,C0069,Iran
U01825,Shaheed Benazir Bhutto Women University Peshawar,C0123,Pakistan
U01826,Shaheed Mohtarma Benazir Bhutto Medical University,C0123,Pakistan
U01827,Shaheed Zulfiqar Ali Bhutto Medical University,C0123,Pakistan
U01828,Shahid Bahonar University Of Kerman,C0069,Iran
U01829,Shahid Beheshti University,C0069,Iran
U01830,Shahid Beheshti University Of Medical Sciences,C0069,Iran
U01831,Shahid Beheshti University Sbu,C0071,"Iran, Islamic Republic Of"
U01832,Shahid Rajaee Teacher Training University,C0069,Iran
U01833,Shahid Sadoughi University Of Medical Sciences,C0069,Iran
U01834,Shahjalal University Of Science And Technology,C0012,Bangladesh
U01835,Shahrekord University,C0069,Iran
U01836,Shahrekord University Of Medical Sciences,C0069,Iran
U01837,Shahrood University Of Technology,C0069,Iran
U01838,Shandong University,C0033,China (Mainland)
U01839,Shanghai International Studies University,C0033,China (Mainland)
U01840,Shanghai Jiao Tong University,C0033,China (Mainland)
U01841,Shanghai Maritime University,C0032,China
U01842,Shanghai Normal University,C0033,China (Mainland)
U01843,Shanghai University,C0033,China (Mainland)
U01844,Shanghai University Of Finance And Economics,C0033,China (Mainland)
U01845,Shantou University,C0032,China
U01846,Sharif University Of Technology,C0071,"Iran, Islamic Republic Of"
U01847,Sheffield Hallam University,C0170,United Kingdom
U01848,Shenzhen University,C0033,China (Mainland)
U01849,Shibaura Institute Of Technology,C0077,Japan
U01850,Shiga University Of Medical Science,C0077,Japan
U01851,Shimane University,C0077,Japan
U01852,Shinshu University,C0077,Japan
U01853,Shiraz University,C0071,"Iran, Islamic Republic Of"
U01854,Shiraz University Of Medical Sciences,C0069,Iran
U01855,Shiraz University Of Technology,C0069,Iran
U01856,Shizuoka University,C0077,Japan
U01857,Shonan Institute Of Technology,C0077,Japan
U01858,Shoolini University Of Biotechnology And Management Sciences,C0067,India
U01859,Showa University,C0077,Japan
U01860,Shri Mata Vaishno Devi University,C0067,India
U01861,Siberian Federal University,C0137,Russian Federation
U01862,Siberian Federal University Sibfu,C0136,Russia
U01863,Siberian State Medical University,C0137,Russian Federation
U01864,Sichuan University,C0033,China (Mainland)
U01865,Sichuan University Of Science And Engineering,C0032,China
U01866,Sidi Mohamed Ben Abdellah University,C0111,Morocco
U01867,Sikkim Manipal University,C0067,India
U01868,Siksha O Anusandhan Deemed To Be University,C0067,India
U01869,Siksha Ãââoãââ Anusandhan,C0067,India
U01870,Silesian University In Opava,C0041,Czech Republic
U01871,Silesian University Of Technology,C0131,Poland
U01872,Silpakorn University,C0161,Thailand
U01873,Simad University,C0147,Somalia
U01874,Simon Fraser University,C0029,Canada
U01875,Simãâ³N Bolãâvar University,C0175,Venezuela
U01876,Simãâ³N Bolãâvar University Colombia,C0034,Colombia
U01877,Singapore Management University,C0144,Singapore
U01878,Singapore University Of Technology And Design,C0144,Singapore
U01879,Sir Syed University Of Engineering And Technology,C0123,Pakistan
U01880,Sivas Cumhuriyet University,C0164,Turkey
U01881,Skolkovo Institute Of Science And Technology Skoltech,C0137,Russian Federation
U01882,Slovak University Of Agriculture In Nitra,C0145,Slovakia
U01883,Slovak University Of Technology In Bratislava,C0145,Slovakia
U01884,Soas University Of London,C0170,United Kingdom
U01885,Sofia University,C0024,Bulgaria
U01886,Sofia University St Kliment Ohridski,C0024,Bulgaria
U01887,Sogang University,C0149,South Korea
U01888,Sohag University,C0045,Egypt
U01889,Sohar University,C0122,Oman
U01890,Sokoto State University,C0118,Nigeria
U01891,Solent University Southampton,C0170,United Kingdom
U01892,Soochow University,C0033,China (Mainland)
U01893,Soochow University China,C0032,China
U01894,Soochow University Taiwan,C0158,Taiwan
U01895,Sookmyung Womens University,C0149,South Korea
U01896,Soonchunhyang University,C0149,South Korea
U01897,Soongsil University,C0149,South Korea
U01898,Sophia University,C0077,Japan
U01899,Soran University,C0072,Iraq
U01900,Sorbonne University,C0052,France
U01901,South China Normal University,C0032,China
U01902,South China University Of Technology,C0033,China (Mainland)
U01903,South Ural State University,C0137,Russian Federation
U01904,South Ural State University National Research University,C0136,Russia
U01905,South Valley University,C0045,Egypt
U01906,Southeast University,C0033,China (Mainland)
U01907,Southern Cross University,C0008,Australia
U01908,Southern Federal University,C0136,Russia
U01909,Southern Illinois University Carbondale,C0171,United States
U01910,Southern Medical University,C0032,China
U01911,Southern Methodist University,C0171,United States
U01912,Southern Technical University,C0072,Iraq
U01913,Southern University Of Science And Technology,C0033,China (Mainland)
U01914,Southern University Of Science And Technology Sustech,C0032,China
U01915,Southwest Jiaotong University,,
U01916,Southwest Petroleum University,C0032,China
U01917,Southwest State University,C0137,Russian Federation
U01918,Southwest University,C0033,China (Mainland)
U01919,Southwestern University Of Finance And Economics,C0032,China
U01920,Sr University,C0067,India
U01921,Sri Balaji Vidyapeeth,C0067,India
U01922,Sri Lanka Institute Of Information Technology,C0151,Sri Lanka
U01923,Sri Padmavati Mahila Visvavidyalayam Womens University,C0067,India
U01924,Sri Venkateswara University,C0067,India
U01925,Srinakharinwirot University,C0161,Thailand
U01926,Srm Institute Of Science And Technology,C0067,India
U01927,Sruc Scotlandãââs Rural College,C0170,United Kingdom
U01928,St Georgeãââs University Of London,C0170,United Kingdom
U01929,St Louis University,C0171,United States
U01930,St Lukeãââs International University,C0077,Japan
U01931,St Marianna University School Of Medicine,C0077,Japan
U01932,St Maryãââs University College Belfast,C0170,United Kingdom
U01933,St Maryãââs University Twickenham,C0170,United Kingdom
U01934,St Petersburg Electrotechnical University Leti,C0137,Russian Federation
U01935,Staffordshire University,C0170,United Kingdom
U01936,Stamford University Bangladesh,C0012,Bangladesh
U01937,Stanford University,C0171,United States
U01938,State Energy Institute Of Turkmenistan,C0165,Turkmenistan
U01939,State University Of Bahia,C0020,Brazil
U01940,State University Of Malang,C0068,Indonesia
U01941,State University Of Ponta Grossa,C0020,Brazil
U01942,State University Of Santa Cruz,C0020,Brazil
U01943,Stavropol State Agrarian University,C0137,Russian Federation
U01944,Stefan Cel Mare University Of Suceava,C0135,Romania
U01945,Stellenbosch University,C0148,South Africa
U01946,Stevens Institute Of Technology,C0171,United States
U01947,Stockholm University,C0155,Sweden
U01948,Stony Brook University,C0171,United States
U01949,Stony Brook University State University Of New York,C0171,United States
U01950,Stranmillis University College,C0170,United Kingdom
U01951,Suez Canal University,C0045,Egypt
U01952,Suez University,C0045,Egypt
U01953,Sugiyama Jogakuen University,C0077,Japan
U01954,Sukkur Iba University,C0123,Pakistan
U01955,Sulaimani Polytechnic University,C0072,Iraq
U01956,Suleyman Demirel University,C0164,Turkey
U01957,Suleyman Demirel University Kazakhstan,C0079,Kazakhstan
U01958,Sultan Qaboos University,C0122,Oman
U01959,Sumy State University,C0168,Ukraine
U01960,Sun Yatsen University,C0033,China (Mainland)
U01961,Sungkyunkwan University Skku,C0149,South Korea
U01962,Sungkyunkwan Universityskku,C0149,South Korea
U01963,Sungshin Womens University,C0149,South Korea
U01964,Sunway University,C0101,Malaysia
U01965,Suny Binghamton University,C0171,United States
U01966,Suny University At Albany,C0171,United States
U01967,Suranaree University Of Technology,C0161,Thailand
U01968,Suratthani Rajabhat University,C0161,Thailand
U01969,Swansea University,C0170,United Kingdom
U01970,Swarthmore College,C0171,United States
U01971,Swedish University Of Agricultural Sciences,C0155,Sweden
U01972,Swinburne University Of Technology,C0008,Australia
U01973,Swps University Of Social Sciences And Humanities,C0131,Poland
U01974,Symbiosis International Deemed University,C0067,India
U01975,Symbiosis International University,C0067,India
U01976,Syracuse University,C0171,United States
U01977,Szãchenyi Istvãn University,C0065,Hungary
U01978,Szãâchenyi Istvãân University,C0065,Hungary
U01979,Sãâ¼Leyman Demirel University,C0164,Turkey
U01980,T C Demiroãâlu Bilim University,C0164,Turkey
U01981,Tabriz University Of Medical Sciences,C0069,Iran
U01982,Tafila Technical University,C0078,Jordan
U01983,Taibah University,C0140,Saudi Arabia
U01984,Taif University,C0140,Saudi Arabia
U01985,Taipei Medical University,C0158,Taiwan
U01986,Taipei Medical University Tmu,C0158,Taiwan
U01987,Takushoku University,C0077,Japan
U01988,Tallinn University,C0048,Estonia
U01989,Tallinn University Of Technology,C0048,Estonia
U01990,Tallinn University Of Technology Taltech,C0048,Estonia
U01991,Tama Art University,C0077,Japan
U01992,Tamil Nadu Agricultural University,C0067,India
U01993,Tamkang University,C0158,Taiwan
U01994,Tampere University,C0051,Finland
U01995,Tanta University,C0045,Egypt
U01996,Taras Shevchenko National University Of Kyiv,C0168,Ukraine
U01997,Tarlac Agricultural University,C0130,Philippines
U01998,Tarsus University,C0164,Turkey
U01999,Tashkent Institute Of Chemical Technology,C0174,Uzbekistan
U02000,Tashkent Institute Of Finance,C0174,Uzbekistan
U02001,Tashkent Institute Of Irrigation And Agricultural Mechanisation,C0174,Uzbekistan
U02002,Tashkent Institute Of Irrigation And Agricultural Mechanization Engineers National Research University Tiiamenru,C0174,Uzbekistan
U02003,Tashkent Institute Of Textile And Light Industry,C0174,Uzbekistan
U02004,Tashkent Medical Academy,C0174,Uzbekistan
U02005,Tashkent Metropolitan University,C0174,Uzbekistan
U02006,Tashkent Pediatric Medical Institute,C0174,Uzbekistan
U02007,Tashkent Pharmaceutical Institute,C0174,Uzbekistan
U02008,Tashkent State Agrarian University,C0174,Uzbekistan
U02009,Tashkent State Dental Institute,C0174,Uzbekistan
U02010,Tashkent State Pedagogical University Named After Nizami,C0174,Uzbekistan
U02011,Tashkent State Technical University,C0174,Uzbekistan
U02012,Tashkent State Transport University,C0174,Uzbekistan
U02013,Tashkent State University Of Economics,C0174,Uzbekistan
U02014,Tashkent State University Of Law,C0174,Uzbekistan
U02015,Tashkent State University Of Oriental Studies,C0174,Uzbekistan
U02016,Tashkent University Of Information Technologies,C0174,Uzbekistan
U02017,Tata Institute Of Fundamental Research,C0067,India
U02018,Tatung University,C0158,Taiwan
U02019,Taylors University,C0101,Malaysia
U02020,Teacher Education College Of Setif,C0002,Algeria
U02021,Technical University Of Berlin,C0054,Germany
U02022,Technical University Of Cartagena,C0150,Spain
U02023,Technical University Of Clujnapoca,C0135,Romania
U02024,Technical University Of Crete,C0056,Greece
U02025,Technical University Of Darmstadt,C0054,Germany
U02026,Technical University Of Denmark,C0042,Denmark
U02027,Technical University Of Kosice,C0145,Slovakia
U02028,Technical University Of Koã Âice,C0145,Slovakia
U02029,Technical University Of Liberec,C0041,Czech Republic
U02030,Technical University Of Loja,C0044,Ecuador
U02031,Technical University Of Lublin,C0131,Poland
U02032,Technical University Of Madrid,C0150,Spain
U02033,Technical University Of Moldova,C0108,Moldova
U02034,Technical University Of Munich,C0054,Germany
U02035,Technical University Of Sofia,C0024,Bulgaria
U02036,Technion Israel Institute Of Technology,C0074,Israel
U02037,Technische Universitãt Bergakademie Freiberg,C0054,Germany
U02038,Technische Universitãt Berlin Tu Berlin,C0054,Germany
U02039,Technische Universitãt Braunschweig,C0054,Germany
U02040,Technische Universitãt Dresden,C0054,Germany
U02041,Technische Universitãt Kaiserslautern,C0054,Germany
U02042,Technische Universitãt Wien,C0009,Austria
U02043,Technological University Dublin,C0073,Ireland
U02044,Technological University Of Pereira,C0034,Colombia
U02045,Tecmilenio University,C0106,Mexico
U02046,Tecnolã³Gico De Costa Rica Tec,C0036,Costa Rica
U02047,Tecnolã³Gico De Monterrey,C0106,Mexico
U02048,Tecnolãâ³Gico De Costa Rica,C0036,Costa Rica
U02049,Teerthanker Mahaveer University,C0067,India
U02050,Teesside University,C0170,United Kingdom
U02051,Tehran University Of Medical Sciences,C0069,Iran
U02052,Teikyo Heisei University,C0077,Japan
U02053,Teikyo University,C0077,Japan
U02054,Tel Aviv University,C0074,Israel
U02055,Telkom University,C0068,Indonesia
U02056,Temple University,C0171,United States
U02057,Temuco Catholic University,C0031,Chile
U02058,Tenri University,C0077,Japan
U02059,Termez Institute Of Engineering And Technology,C0174,Uzbekistan
U02060,Termez State University,C0174,Uzbekistan
U02061,Termiz Institute Of Agrotechnology And Innovative Development,C0174,Uzbekistan
U02062,Texas Am University,C0171,United States
U02063,Texas State University,C0171,United States
U02064,Texas Tech University,C0171,United States
U02065,Tezpur University,C0067,India
U02066,Thammasat University,C0161,Thailand
U02067,Thapar Institute Of Engineering And Technology,C0067,India
U02068,Thapar Institute Of Engineering Technology,C0067,India
U02069,The American University In Cairo,C0045,Egypt
U02070,The Australian National University,C0008,Australia
U02071,The British University In Dubai,C0169,United Arab Emirates
U02072,The British University In Egypt,C0045,Egypt
U02073,The Catholic University Of America,C0171,United States
U02074,The Catholic University Of Korea,C0149,South Korea
U02075,The Chinese University Of Hong Kong Cuhk,C0063,Hong Kong Sar
U02076,The Gheorghe Asachi Technical University Of Iasi,C0135,Romania
U02077,The Government Sadiq College Women University Bahawalpur,C0123,Pakistan
U02078,The Graduate University For Advanced Studies Sokendai,C0077,Japan
U02079,The Hashemite University,C0078,Jordan
U02080,The Hebrew University Of Jerusalem,C0074,Israel
U02081,The Herzen State Pedagogical University Of Russia,C0136,Russia
U02082,The Hong Kong Polytechnic University,C0063,Hong Kong Sar
U02083,The Hong Kong University Of Science And Technology,C0063,Hong Kong Sar
U02084,The Islamia University Of Bahawalpur,C0123,Pakistan
U02085,The Islamic University,C0072,Iraq
U02086,The Jikei University School Of Medicine,C0077,Japan
U02087,The John Paul Ii Catholic University Of Lublin,C0131,Poland
U02088,The Josip Juraj Strossmayer University Of Osijek,C0038,Croatia
U02089,The Lnm Institute Of Information Technology,C0067,India
U02090,The London School Of Economics And Political Science Lse,C0170,United Kingdom
U02091,The National Research University Belgorod State University,C0136,Russia
U02092,The National University Of Ostroh Academy,C0168,Ukraine
U02093,The National University Of Science And Technology Misis,C0136,Russia
U02094,The New School,C0171,United States
U02095,The Ohio State University,C0171,United States
U02096,The Open University,C0170,United Kingdom
U02097,The University Of Adelaide,C0008,Australia
U02098,The University Of Agriculture Peshawar,C0123,Pakistan
U02099,The University Of Aizu,C0077,Japan
U02100,The University Of Alabama,C0171,United States
U02101,The University Of Arizona,C0171,United States
U02102,The University Of Auckland,C0117,New Zealand
U02103,The University Of Chicago,C0171,United States
U02104,The University Of Edinburgh,C0170,United Kingdom
U02105,The University Of Electrocommunications,C0077,Japan
U02106,The University Of Exeter,C0170,United Kingdom
U02107,The University Of Georgia,C0171,United States
U02108,The University Of Hong Kong,C0063,Hong Kong Sar
U02109,The University Of Jordan,C0078,Jordan
U02110,The University Of Lahore,C0123,Pakistan
U02111,The University Of Manchester,C0170,United Kingdom
U02112,The University Of Melbourne,C0008,Australia
U02113,The University Of New South Wales Unsw Sydney,C0008,Australia
U02114,The University Of Newcastle Australia Uon,C0008,Australia
U02115,The University Of Northampton,C0170,United Kingdom
U02116,The University Of Notre Dame Australia,C0008,Australia
U02117,The University Of Queensland,C0008,Australia
U02118,The University Of Sheffield,C0170,United Kingdom
U02119,The University Of Shiga Prefecture,C0077,Japan
U02120,The University Of Sydney,C0008,Australia
U02121,The University Of Tennessee Knoxville,C0171,United States
U02122,The University Of Tennesseeknoxville,C0171,United States
U02123,The University Of Texas At Arlington,C0171,United States
U02124,The University Of Texas At San Antonio,C0171,United States
U02125,The University Of The West Indies,C0076,Jamaica
U02126,The University Of Tokyo,C0077,Japan
U02127,The University Of Tulsa,C0171,United States
U02128,The University Of Warwick,C0170,United Kingdom
U02129,The University Of Western Australia,C0008,Australia
U02130,The Women University Multan,C0123,Pakistan
U02131,The World Islamic Sciences And Education University Wise,C0078,Jordan
U02132,Thiagarajar College Of Engineering,C0067,India
U02133,Thomas Adewumi University,C0118,Nigeria
U02134,Tianjin University,C0033,China (Mainland)
U02135,Tikrit University,C0072,Iraq
U02136,Tilburg University,C0116,Netherlands
U02137,Tishk International University,C0072,Iraq
U02138,Tissemsilt University,C0002,Algeria
U02139,Tobb University Of Economics And Technology,C0164,Turkey
U02140,Toho University,C0077,Japan
U02141,Tohoku Gakuin University,C0077,Japan
U02142,Tohoku University,C0077,Japan
U02143,Tokai University,C0077,Japan
U02144,Tokat Gaziosmanpaã Âa University,C0164,Turkey
U02145,Tokushima University,C0077,Japan
U02146,Tokyo City University,C0077,Japan
U02147,Tokyo Denki University,C0077,Japan
U02148,Tokyo Institute Of Technology,C0077,Japan
U02149,Tokyo Institute Of Technology Tokyo Tech,C0077,Japan
U02150,Tokyo Medical And Dental University Tmdu,C0077,Japan
U02151,Tokyo Medical University,C0077,Japan
U02152,Tokyo Metropolitan University,C0077,Japan
U02153,Tokyo University Of Agriculture,C0077,Japan
U02154,Tokyo University Of Agriculture And Technology,C0077,Japan
U02155,Tokyo University Of Foreign Studies,C0077,Japan
U02156,Tokyo University Of Marine Science And Technology,C0077,Japan
U02157,Tokyo University Of Pharmacy And Life Sciences,C0077,Japan
U02158,Tokyo University Of Science,C0077,Japan
U02159,Tokyo University Of Technology,C0077,Japan
U02160,Tomas Bata University In Zlin,C0041,Czech Republic
U02161,Tomas Bata University In Zlãân,C0041,Czech Republic
U02162,Tomsk Polytechnic University,C0137,Russian Federation
U02163,Tomsk State Pedagogical University,C0137,Russian Federation
U02164,Tomsk State University,C0136,Russia
U02165,Tomsk State University Of Control Systems And Radioelectronics,C0137,Russian Federation
U02166,Ton Duc Thang University,C0177,Vietnam
U02167,Tongji University,C0033,China (Mainland)
U02168,Toraighyrov University,C0079,Kazakhstan
U02169,Toronto Metropolitan University,C0029,Canada
U02170,Tottori University,C0077,Japan
U02171,Toyama Prefectural University,C0077,Japan
U02172,Toyo University,C0077,Japan
U02173,Toyohashi University Of Technology Tut,C0077,Japan
U02174,Toyota Technological Institute,C0077,Japan
U02175,Transilvania University Of Brasov,C0135,Romania
U02176,Transilvania University Of Braãâov,C0135,Romania
U02177,Tribhuvan University,C0115,Nepal
U02178,Trinity College Dublin,C0073,Ireland
U02179,Trinity College Dublin The University Of Dublin,C0073,Ireland
U02180,Trinity Laban Conservatoire Of Music And Dance,C0170,United Kingdom
U02181,Tshwane University Of Technology,C0148,South Africa
U02182,Tsinghua University,C0033,China (Mainland)
U02183,Tu Braunschweig,C0054,Germany
U02184,Tu Dortmund University,C0054,Germany
U02185,Tu Dresden,C0054,Germany
U02186,Tu Wien,C0009,Austria
U02187,Tufts University,C0171,United States
U02188,Tula State University,C0137,Russian Federation
U02189,Tulane University,C0171,United States
U02190,Tunghai University,C0158,Taiwan
U02191,Turanastana University,C0079,Kazakhstan
U02192,Turin Polytechnic University In Tashkent,C0174,Uzbekistan
U02193,Turkmen State Architecture And Construction Institute,C0165,Turkmenistan
U02194,Turkmen State Institute Of Economics And Management,C0165,Turkmenistan
U02195,Tver State Technical University,C0137,Russian Federation
U02196,Tzu Chi University,C0158,Taiwan
U02197,Ubon Ratchathani University,C0161,Thailand
U02198,Ubt,C0083,Kosovo
U02199,Ucl,C0170,United Kingdom
U02200,Ucsi University,C0101,Malaysia
U02201,Udayana University,C0068,Indonesia
U02202,Uees Espiritu Santo University,C0044,Ecuador
U02203,Ufa State Petroleum Technological University,C0137,Russian Federation
U02204,Ufa University Of Science And Technology,C0137,Russian Federation
U02205,Uin Sulthan Thaha Saifuddin Jambi,C0068,Indonesia
U02206,Uit The Arctic University Of Norway,C0121,Norway
U02207,Ulm University,C0054,Germany
U02208,Ulsan National Institute Of Science And Technology Unist,C0149,South Korea
U02209,Ulster University,C0170,United Kingdom
U02210,Ulyanovsk State Technical University,C0137,Russian Federation
U02211,Ulyanovsk State University,C0137,Russian Federation
U02212,Umaru Musa Yarãââadua University,C0118,Nigeria
U02213,Umea University,C0155,Sweden
U02214,Umeãâ University,C0155,Sweden
U02215,Umm Alqura University,C0140,Saudi Arabia
U02216,Unesc,C0020,Brazil
U02217,Unesp,C0020,Brazil
U02218,Unichristus,C0020,Brazil
U02219,Unir Ãââ International University Of La Rioja,C0150,Spain
U02220,Unisinos University,C0020,Brazil
U02221,United Arab Emirates University,C0169,United Arab Emirates
U02222,United International University,C0012,Bangladesh
U02223,Universiapolis Ãââ Universitãâ Internationale Dãââagadir,C0111,Morocco
U02224,Universidad Adolfo Ibããez,C0031,Chile
U02225,Universidad Alberto Hurtado,C0031,Chile
U02226,Universidad Andrãs Bello,C0031,Chile
U02227,Universidad Andrãâs Bello Unab,C0031,Chile
U02228,Universidad Anãhuac Mãxico,C0106,Mexico
U02229,Universidad Austral,C0005,Argentina
U02230,Universidad Austral De Chile,C0031,Chile
U02231,Universidad Autonoma De Yucatan,C0106,Mexico
U02232,Universidad Autã³Noma Chapingo,C0106,Mexico
U02233,Universidad Autã³Noma De Aguascalientes,C0106,Mexico
U02234,Universidad Autã³Noma De Baja California,C0106,Mexico
U02235,Universidad Autã³Noma De Chile,C0031,Chile
U02236,Universidad Autã³Noma De Guadalajara Uag,C0106,Mexico
U02237,Universidad Autã³Noma De Madrid,C0150,Spain
U02238,Universidad Autã³Noma De Nuevo Leã³N,C0106,Mexico
U02239,Universidad Autã³Noma De Querãtaro Uaq,C0106,Mexico
U02240,Universidad Autã³Noma De San Luis De Potosã,C0106,Mexico
U02241,Universidad Autã³Noma Del Estado De Hidalgo Uaeh,C0106,Mexico
U02242,Universidad Autã³Noma Del Estado De Morelos Uaem,C0106,Mexico
U02243,Universidad Autã³Noma Del Estado De Mãxico Uaemex,C0106,Mexico
U02244,Universidad Autã³Noma Metropolitana Uam,C0106,Mexico
U02245,Universidad Autãâ³Noma Chapingo,C0106,Mexico
U02246,Universidad Autãâ³Noma De Chile,C0031,Chile
U02247,Universidad Autãâ³Noma De Ciudad Juãârez,C0106,Mexico
U02248,Universidad Autãâ³Noma De Coahuila,C0106,Mexico
U02249,Universidad Autãâ³Noma De Nuevo Leãâ³N Uanl,C0106,Mexico
U02250,Universidad Autãâ³Noma De Querãâtaro,C0106,Mexico
U02251,Universidad Autãâ³Noma De Yucatãân,C0106,Mexico
U02252,Universidad Autãâ³Noma Del Estado De Hidalgo,C0106,Mexico
U02253,Universidad Autãâ³Noma Del Estado De Mexico Uaemex,C0106,Mexico
U02254,Universidad Autãâ³Noma Del Estado De Morelos,C0106,Mexico
U02255,Universidad Bernardo Ohiggins,C0031,Chile
