university_id,year,global_ranking_score,research_impact_score,student_staff_ratio,faculty_student_ratio_score,international_student_percentage,academic_reputation_score,research_productivity_index
U0870,2024,,14.9,25.5,18.232871583676523,3.0,7.4,28.58
U0871,2024,,7.7,10.0,86.0539123923624,7.0,8.9,19.705
U0872,2024,,13.3,14.1,64.78846873830027,5.0,8.3,27.835
U0873,2024,,3.0,,,,4.7,
U0874,2024,,6.4,,,,5.6,
U0875,2024,,33.3,,,,7.9,
U0876,2024,,11.7,,,,3.4,
U0877,2024,,3.1,18.7,39.04904530138524,18.0,12.6,17.225
U0878,2024,,46.1,,,,4.7,
U0879,2024,,30.5,15.6,55.80307001123175,7.0,13.8,29.785000000000004
U0880,2024,,4.3,,,,10.5,
U0881,2024,,1.1,,,,11.2,
U0882,2024,,34.6,,,,6.7,
U0883,2024,,21.4,,,,10.4,
U0884,2024,,16.9,,,,6.8,
U0885,2024,,10.9,18.4,40.69636840134781,11.0,15.3,30.49
U0886,2024,,33.9,,,,8.1,
U0887,2024,,7.2,,,,12.3,
U0888,2024,,11.0,21.0,29.85773118682141,24.0,5.2,
U0889,2024,,3.9,,,,12.0,
U0890,2024,,5.3,35.9,6.2897791089479576,1.0,11.5,20.1
U0891,2024,,5.2,16.3,51.535005615874205,40.0,4.4,23.57
U0892,2024,,9.9,16.1,52.639460876076384,13.0,5.9,31.055
U0893,2024,,5.5,,,,4.2,
U0894,2024,,32.2,22.0,26.46948708348933,1.0,11.1,38.205
U0895,2024,,1.3,13.3,69.18757019842757,7.0,12.8,10.295
U0896,2024,,7.3,114.2,0.2246349681767179,3.0,10.6,22.3
U0897,2024,,3.9,,,,14.9,
U0898,2024,,2.4,15.9,54.26806439535754,1.0,15.3,16.58
U0899,2024,,7.8,,,,8.7,
U0900,2024,,12.8,10.6,83.05877948333958,3.0,7.1,33.94
U0901,2024,,12.2,,,,9.7,
U0902,2024,,12.1,38.4,4.82965181579933,14.0,8.2,38.085
U0903,2024,,31.8,,,,9.7,
U0904,2024,,49.3,,,,3.2,
U0905,2024,,23.4,,,,11.6,
U0906,2024,,2.0,9.9,86.42830400599027,11.0,4.8,
U0907,2024,,4.4,,,,18.6,
U0908,2024,,46.9,15.0,59.06027704979409,2.0,7.1,27.565
U0909,2024,,5.6,12.8,72.40733807562711,11.0,8.6,16.38
U0910,2024,,1.5,,,,14.8,
U0911,2024,,12.2,9.9,86.42830400599027,6.0,10.5,20.31
U0912,2024,,1.1,9.1,89.62935230250842,7.0,15.6,
U0913,2024,,1.7,15.0,59.06027704979409,11.0,15.1,
U0914,2024,,12.9,19.4,36.70909771621116,4.0,9.5,27.925
U0915,2024,,4.5,19.2,37.28940471733433,3.0,11.0,20.555
U0916,2024,,4.4,,,,10.9,
U0917,2024,,28.6,,,,4.8,
U0918,2024,,1.7,9.3,88.84312991388992,11.0,5.0,10.715
U0919,2024,,4.9,,,,7.6,
U0920,2024,,2.7,21.3,28.828154249344816,0.0,13.3,23.605
U0921,2024,,6.5,11.5,78.99663047547735,4.0,12.4,16.595
U0922,2024,,5.1,,,,9.1,
U0923,2024,,2.5,,,,6.1,
U0924,2024,,5.3,21.0,29.85773118682141,26.0,3.7,20.09
U0925,2024,,3.6,,,,8.4,
U0926,2024,,1.2,,,,12.5,
U0927,2024,,1.2,,,,5.3,
U0928,2024,,2.3,,,,12.9,
U0929,2024,,1.1,,,,13.0,
U0930,2024,,1.6,,,,26.4,
U0931,2024,,1.3,,,,20.6,
U0932,2024,,1.7,,,,8.4,
U0933,2024,,6.1,,,,13.0,
U0934,2024,,18.0,,,,8.9,
U0935,2024,,43.6,,,,4.6,
U0936,2024,,12.1,,,,17.4,
U0937,2024,,16.8,,,,5.8,
U0938,2024,,22.6,16.1,52.639460876076384,5.0,6.8,33.265
U0939,2024,,6.2,26.1,16.959940097341818,52.0,3.6,18.015
U0940,2024,,2.4,11.2,80.49419692998877,3.0,5.2,22.71
U0941,2024,,3.4,14.0,65.27517783601647,9.0,11.5,14.02
U0942,2024,,6.8,14.4,63.38450018719581,11.0,8.0,18.835
U0943,2024,,6.8,17.7,44.04717334331711,5.0,11.7,22.835
U0944,2024,,1.8,34.5,7.300636465743171,2.0,10.0,15.905
U0945,2024,,21.4,42.7,3.219767877199553,0.0,6.9,28.08
U0946,2024,,6.9,20.3,32.590789966304754,23.0,6.8,23.285
U0947,2024,,1.2,,,,7.1,
U0948,2024,,2.1,,,,18.8,
U0949,2024,,26.2,13.0,71.19056533133659,14.0,3.5,33.515
U0950,2024,,5.3,,,,11.7,
U0951,2024,,1.3,8.0,93.14863347061024,2.0,7.0,10.23
U0952,2024,,10.3,6.0,96.98614751029578,3.0,3.4,22.925
U0953,2024,,1.0,6.3,96.63047547734932,6.0,6.2,
U0954,2024,,20.0,53.7,1.4601272931486386,5.0,7.6,29.585
U0955,2024,,17.2,18.2,41.913141145638335,8.0,7.1,30.775
U0956,2024,,1.4,13.2,69.89891426432048,2.0,12.9,7.02
U0957,2024,,2.1,,,,12.5,
U0958,2024,,16.7,12.2,75.2714339198802,27.0,2.6,30.66
U0959,2024,,15.2,,,,7.3,
U0960,2024,,1.2,,,,13.0,
U0961,2024,,28.2,30.5,10.950954698614757,11.0,7.0,32.71
U0962,2024,,1.6,13.0,71.19056533133659,9.0,5.3,19.515
U0963,2024,,6.9,9.3,88.84312991388992,4.0,2.8,17.64
U0964,2024,,50.2,,,,4.3,
U0965,2024,,1.3,,,,8.8,
U0966,2024,,4.4,17.2,46.63047547734931,2.0,17.2,16.13
U0967,2024,,8.5,,,,13.2,
U0968,2024,,12.6,9.8,86.95245226506927,6.0,7.1,22.125
U0969,2024,,2.6,40.2,3.93111194309248,4.0,14.1,22.405
U0970,2024,,3.8,7.2,95.28266566828904,3.0,4.9,17.22
U0971,2024,,2.1,,,,13.1,
U0972,2024,,1.3,,,,17.3,
U0973,2024,,3.3,12.9,71.86447023586672,2.0,21.6,14.65
U0974,2024,,18.3,,,,3.5,
U0975,2024,,12.6,,,,6.3,
U0976,2024,,1.9,,,,6.1,
U0977,2024,,1.1,,,,6.7,
U0978,2024,,7.2,,,,5.5,
U0979,2024,,1.8,12.7,72.85660801198053,10.0,12.7,7.895
U0980,2024,,1.9,11.3,79.95132909022837,11.0,6.6,11.114999999999998
U0981,2024,,13.5,,,,4.4,
U0982,2024,,11.9,21.6,27.94833395731936,4.0,10.0,28.28
U0983,2024,,3.3,,,,11.1,
U0984,2024,,2.5,,,,23.6,
U0985,2024,,12.0,,,,10.6,
U0986,2024,,2.0,,,,21.0,
U0987,2024,,4.5,,,,6.7,
U0988,2024,,2.8,,,,16.4,
U0989,2024,,2.2,,,,7.7,
U0990,2024,,1.1,,,,19.5,
U0991,2024,,5.0,,,,9.8,
U0992,2024,,2.6,,,,12.4,
U0993,2024,,29.3,,,,9.5,
U0994,2024,,6.2,,,,13.4,
U0995,2024,,2.7,,,,13.1,
U0996,2024,,2.2,,,,9.7,
U0997,2024,,3.8,16.3,51.535005615874205,28.0,5.4,19.325
U0998,2024,,3.2,32.0,9.284912017970791,0.0,13.1,20.04
U0999,2024,,7.8,13.6,67.2407338075627,5.0,5.4,27.675
U1000,2024,,25.4,33.4,8.161737177087236,6.0,9.5,36.120000000000005
U1001,2024,,21.0,24.6,19.786596780232124,26.0,3.3,30.95
U1002,2024,,5.7,,,,5.2,
U1003,2024,,14.1,36.7,5.896667914638709,6.0,8.6,28.795
U1004,2024,,2.6,28.3,13.552976413328343,11.0,14.1,15.93
U1005,2024,,26.9,14.7,61.25046798951704,5.0,3.8,33.76
U1006,2024,,1.4,22.0,26.46948708348933,9.0,13.1,21.675
U1007,2024,,12.1,12.0,76.3010108573568,1.0,11.1,25.14
U1008,2024,,7.1,17.1,47.15462373642831,7.0,9.8,23.315
U1009,2024,,5.7,11.8,77.51778360164732,5.0,5.8,24.655
U1010,2024,,2.3,21.7,27.648820666417077,11.0,7.7,20.700000000000003
U1011,2024,,1.5,13.9,65.87420441782103,10.0,7.4,13.13
U1012,2024,,2.2,22.1,26.095095469861477,1.0,11.4,16.66
U1013,2024,,1.1,,,,7.3,
U1014,2024,,1.2,10.4,84.06963684013478,3.0,13.0,
U1015,2024,,9.0,8.0,93.14863347061024,3.0,13.5,25.94
U1016,2024,,7.5,19.0,37.776113815050536,6.0,6.1,25.22
U1017,2024,,6.7,,,,14.2,
U1018,2024,,15.8,,,,7.0,
U1019,2024,,3.2,17.2,46.63047547734931,26.0,6.2,24.86
U1020,2024,,2.0,16.9,48.221639835267695,1.0,11.6,22.88
U1021,2024,,10.4,,,,7.5,
U1022,2024,,3.7,20.1,33.43317109696743,15.0,5.1,17.46
U1023,2024,,1.6,,,,8.5,
U1024,2024,,15.6,33.5,8.03070011231748,7.0,6.3,24.53
U1025,2024,,10.3,14.0,65.27517783601647,5.0,3.8,19.015
U1026,2024,,11.4,,,,8.1,
U1027,2024,,3.1,,,,10.3,
U1028,2024,,4.7,,,,11.0,
U1029,2024,,3.0,,,,5.8,
U1030,2024,,3.2,20.3,32.590789966304754,4.0,10.0,14.725
U1031,2024,,2.6,,,,14.3,
U1032,2024,,5.4,,,,6.8,
U1033,2024,,18.5,,,,4.5,
U1034,2024,,9.2,18.3,41.276675402470985,11.0,8.8,33.980000000000004
U1035,2024,,7.6,14.6,61.92437289404717,4.0,6.6,18.535
U1036,2024,,6.3,24.1,21.04080868588544,18.0,5.2,24.06
U1037,2024,,4.7,7.6,93.99101460127292,4.0,3.5,12.025
U1038,2024,,27.7,,,,4.5,
U1039,2024,,28.1,19.8,34.66866342193935,2.0,5.4,32.85
U1040,2024,,16.5,,,,4.1,
U1041,2024,,3.0,9.7,87.40172220142269,5.0,7.0,18.18
U1042,2024,,3.2,11.6,78.45376263571696,16.0,6.0,13.465
U1043,2024,,10.0,,,,7.1,
U1044,2024,,1.5,12.1,75.739423436915,13.0,5.2,
U1045,2024,,8.0,,,,7.0,
U1046,2024,,1.5,8.4,91.96929988768252,70.0,5.5,
U1047,2024,,1.0,,,,6.3,
U1048,2024,,26.7,12.9,71.86447023586672,1.0,4.4,33.57
U1049,2024,,3.5,10.1,85.62336203669038,3.0,6.1,12.125
U1050,2024,,8.2,21.6,27.94833395731936,3.0,4.8,19.045
U1051,2024,,1.5,27.6,14.526394608760762,2.0,14.4,
U1052,2024,,12.7,,,,5.5,
U1053,2024,,25.6,,,,4.6,
U1054,2024,,7.5,21.9,26.900037439161363,15.0,4.5,24.92
U1055,2024,,2.0,,,,7.9,
U1056,2024,,8.9,13.1,70.46050168476225,5.0,5.0,17.655
U1057,2024,,3.3,25.5,18.232871583676523,50.0,5.0,
U1058,2024,,7.0,,,,8.5,
U1059,2024,,1.9,11.9,76.97491576188693,1.0,8.4,13.265
U1060,2024,,2.4,30.6,10.819917633845,5.0,8.1,13.03
U1061,2024,,17.4,14.6,61.92437289404717,4.0,6.2,28.66
U1062,2024,,4.7,,,,11.0,
U1063,2024,,1.3,6.5,96.25608386372146,1.0,5.0,7.46
U1064,2024,,1.8,15.5,56.34593785099214,18.0,9.1,11.645
U1065,2024,,4.5,,,,6.2,
U1066,2024,,26.8,13.5,67.83976038936727,2.0,5.0,32.629999999999995
U1067,2024,,1.3,13.0,71.19056533133659,2.0,9.6,
U1068,2024,,4.9,15.6,55.80307001123175,4.0,12.5,15.98
U1069,2024,,1.3,,,,6.5,
U1070,2024,,1.2,,,,5.1,
U1071,2024,,4.0,,,,5.9,
U1072,2024,,13.1,,,,5.8,
U1073,2024,,17.2,,,,4.0,
U1074,2024,,1.6,9.1,89.62935230250842,0.0,8.8,
U1075,2024,,10.5,,,,8.1,
U1076,2024,,24.1,18.6,39.666791463871206,1.0,7.8,32.285
U1077,2024,,5.3,,,,11.8,
U1078,2024,,1.2,,,,10.1,
U1079,2024,,6.3,11.4,79.44590041183078,6.0,7.8,16.045
U1080,2024,,6.3,,,,7.2,
U1081,2024,,1.1,10.4,84.06963684013478,4.0,4.9,10.95
U1082,2024,,1.8,,,,5.4,
U1083,2024,,2.1,13.4,68.43878697117185,12.0,3.6,24.08
U1084,2024,,2.1,10.7,82.4971920628978,14.0,4.1,11.47
U1085,2024,,14.3,28.1,13.815050542867835,5.0,5.4,27.66
U1086,2024,,4.5,17.7,44.04717334331711,12.0,6.7,23.515
U1087,2024,,11.2,10.4,84.06963684013478,3.0,3.6,19.43
U1088,2024,,3.8,,,,6.8,
U1089,2024,,7.0,12.0,76.3010108573568,4.0,6.8,18.11
U1090,2024,,7.2,11.9,76.97491576188693,5.0,8.5,14.0
U1091,2024,,3.8,8.5,91.65106701609884,7.0,9.1,11.294999999999998
U1092,2024,,9.0,28.5,13.290902283788842,2.0,4.4,
U1093,2024,,5.7,21.4,28.491201797079743,6.0,5.6,19.42
U1094,2024,,7.2,,,,4.9,
U1095,2024,,23.9,,,,3.0,
U1096,2024,,4.0,15.5,56.34593785099214,2.0,8.6,18.525
U1097,2024,,2.5,12.0,76.3010108573568,24.0,5.8,22.950000000000003
U1098,2024,,1.2,,,,5.6,
U1099,2024,,1.6,14.8,60.61400224634967,5.0,9.2,10.535
U1100,2024,,3.6,24.4,20.27330587794833,2.0,6.1,18.56
U1101,2024,,5.5,9.9,86.42830400599027,14.0,9.0,20.9
U1102,2024,,5.5,,,,7.5,
U1103,2024,,1.4,,,,8.4,
U1104,2024,,1.5,16.8,48.68962935230251,3.0,8.7,11.575
U1105,2024,,3.6,23.0,23.567952077873457,7.0,9.4,16.560000000000002
U1106,2024,,2.6,,,,3.2,
U1107,2024,,9.8,,,,4.6,
U1108,2024,,5.6,9.7,87.40172220142269,2.0,4.4,16.74
U1109,2024,,11.4,10.9,81.50505428678397,7.0,12.8,20.03
U1110,2024,,2.3,,,,12.3,
U1111,2024,,7.3,,,,13.9,
U1112,2024,,1.4,,,,3.7,
U1113,2024,,1.8,,,,14.5,
U1114,2024,,1.5,,,,19.3,
U1115,2024,,9.7,,,,7.9,
U1116,2024,,1.2,,,,18.9,
U1117,2024,,9.3,,,,10.3,
U1118,2024,,1.9,,,,7.9,
U1119,2024,,1.2,,,,9.6,
U1120,2024,,1.2,,,,14.6,
U1121,2024,,6.5,,,,12.5,
U1122,2024,,2.0,,,,10.2,
U1123,2024,,6.2,,,,10.8,
U1124,2024,,2.9,,,,9.6,
U1125,2024,,3.1,9.1,89.62935230250842,2.0,7.0,
U1126,2024,,1.9,8.9,90.49045301385247,1.0,18.1,6.855
U1127,2024,,3.7,,,,14.7,
U1128,2024,,1.6,,,,5.7,
U1129,2024,,1.6,,,,12.9,
U1130,2024,,1.1,,,,6.1,
U1131,2024,,1.2,,,,3.8,
U1132,2024,,1.3,,,,5.5,
U1133,2024,,2.2,,,,9.5,
U1134,2024,,4.5,,,,7.9,
U1135,2024,,2.6,,,,13.7,
U1136,2024,,1.1,,,,7.8,
U1137,2024,,1.1,,,,4.5,
U1138,2024,,7.3,,,,5.9,
U1139,2024,,4.1,,,,11.6,
U1140,2024,,17.8,,,,11.8,
U1141,2024,,5.2,,,,13.0,
U1142,2024,,3.6,,,,9.6,
U1143,2024,,29.3,,,,3.7,
U1144,2024,,16.7,,,,7.1,
U1145,2024,,21.7,,,,7.1,
U1146,2024,,1.3,,,,14.3,
U1147,2024,,1.5,16.9,48.221639835267695,2.0,12.9,15.83
U1148,2024,,13.0,,,,6.0,
U1149,2024,,6.8,,,,4.5,
U1150,2024,,6.3,,,,8.8,
U1151,2024,,5.2,31.5,9.99625608386372,11.0,7.9,20.075
U1152,2024,,3.7,,,,7.0,
U1153,2024,,1.7,,,,4.5,
U1154,2024,,7.1,,,,9.4,
U1155,2024,,1.9,,,,7.2,
U1156,2024,,6.2,,,,10.1,
U1157,2024,,4.5,,,,3.7,
U1158,2024,,2.5,,,,11.4,
U1159,2024,,3.7,16.6,49.81280419318608,4.0,14.7,12.735
U1160,2024,,3.2,14.9,59.86521901909397,13.0,13.2,13.76
U1161,2024,,12.2,16.8,48.68962935230251,5.0,10.5,23.325
U1162,2024,,8.6,,,,10.3,
U1163,2024,,11.9,,,,5.8,
U1164,2024,,5.1,15.8,54.867090977162114,18.0,4.8,24.47
U1165,2024,,7.8,18.8,38.581055784350426,6.0,6.3,24.815
U1166,2024,,5.4,,,,5.0,
U1167,2024,,3.5,19.7,35.09921377761138,0.0,9.9,21.265
U1168,2024,,32.6,,,,3.1,
U1169,2024,,19.5,32.6,8.798202920254584,5.0,7.2,26.115
U1170,2024,,4.9,39.3,4.342942718083121,0.0,11.6,10.545
U1171,2024,,2.6,,,,6.1,
U1172,2024,,2.6,27.5,14.732309996256088,0.0,8.4,22.455
U1173,2024,,7.7,,,,3.5,
U1174,2024,,19.7,,,,11.0,
U1175,2024,,16.9,,,,4.4,
U1176,2024,,42.4,,,,3.8,
U1177,2024,,14.7,,,,10.7,
U1178,2024,,16.9,,,,5.0,
U1179,2024,,13.4,20.6,31.093223511793333,6.0,5.1,31.695
U1180,2024,,17.2,,,,6.9,
U1181,2024,,3.6,15.1,58.36765256458255,1.0,8.4,12.81
U1182,2024,,16.2,14.5,62.67315612130289,3.0,5.6,28.005000000000003
U1183,2024,,1.9,15.6,55.80307001123175,0.0,4.4,9.19
U1184,2024,,8.8,14.4,63.38450018719581,4.0,11.0,22.905
U1185,2024,,3.0,19.5,36.09135155372519,2.0,5.2,22.09
U1186,2024,,22.8,,,,6.0,
U1187,2024,,14.2,,,,4.4,
U1188,2024,,8.8,35.6,6.40209659303631,2.0,6.1,24.165
U1189,2024,,25.2,29.8,11.531261699737929,13.0,3.6,37.325
U1190,2024,,18.2,17.0,47.69749157618869,9.0,3.7,26.75
U1191,2024,,11.5,,,,3.2,
U1192,2024,,15.6,,,,3.1,
U1193,2024,,3.7,17.5,45.05803070011232,3.0,6.9,15.03
U1194,2024,,8.3,16.7,49.2137776113815,28.0,3.2,24.64
U1195,2024,,21.1,14.1,64.78846873830027,4.0,3.2,31.07
U1196,2024,,6.6,,,,6.6,
U1197,2024,,22.4,,,,6.2,
U1198,2024,,4.7,14.7,61.25046798951704,13.0,6.0,15.725
U1199,2024,,6.8,,,,6.6,
U1200,2024,,18.5,18.3,41.276675402470985,5.0,5.6,
U1201,2024,,5.6,,,,4.2,
U1202,2024,,6.6,13.4,68.43878697117185,8.0,9.3,15.29
U1203,2024,,2.7,27.3,15.013103706476972,2.0,5.8,20.64
U1204,2024,,3.0,22.3,25.57094721078248,8.0,7.5,13.335
U1205,2024,,2.6,17.0,47.69749157618869,8.0,4.9,15.47
U1206,2024,,1.8,12.2,75.2714339198802,3.0,7.0,6.4350000000000005
U1207,2024,,4.4,,,,5.8,
U1208,2024,,1.3,,,,6.8,
U1209,2024,,14.6,27.2,15.16286035192812,0.0,6.0,24.875
U1210,2024,,1.5,,,,5.7,
U1211,2024,,9.4,,,,4.4,
U1212,2024,,1.2,13.6,67.2407338075627,5.0,6.6,
U1213,2024,,1.9,45.2,2.4897042306252337,1.0,13.7,8.36
U1214,2024,,2.8,,,,7.6,
U1215,2024,,2.3,,,,6.0,
U1216,2024,,13.7,,,,4.0,
U1217,2024,,6.5,18.3,41.276675402470985,3.0,3.6,19.655
U1218,2024,,3.9,37.5,5.316360913515538,5.0,5.5,14.98
U1219,2024,,1.2,,,,2.7,
U1220,2024,,2.2,14.4,63.38450018719581,4.0,6.1,
U1221,2024,,5.1,,,,8.9,
U1222,2024,,4.0,,,,4.1,
U1223,2024,,2.6,15.4,56.77648820666417,4.0,4.9,15.78
U1224,2024,,11.3,,,,7.2,
U1225,2024,,2.8,,,,9.5,
U1226,2024,,1.2,,,,6.1,
U1227,2024,,2.1,,,,6.8,
U1228,2024,,1.8,18.6,39.666791463871206,4.0,8.6,7.31
U1229,2024,,5.3,,,,4.4,
U1230,2024,,3.4,13.2,69.89891426432048,1.0,6.9,11.9
U1231,2024,,6.1,23.3,23.11868214152003,7.0,10.8,15.43
U1232,2024,,9.5,,,,4.7,
U1233,2024,,7.0,27.2,15.16286035192812,6.0,7.6,19.595
U1234,2024,,2.3,,,,4.4,
U1235,2024,,2.2,12.8,72.40733807562711,2.0,8.3,12.425
U1236,2024,,4.7,34.1,7.618869337326839,0.0,7.3,14.224999999999998
U1237,2024,,6.9,13.1,70.46050168476225,10.0,4.2,
U1238,2024,,1.6,22.4,25.32759266192437,2.0,7.3,13.454999999999998
U1239,2024,,3.0,,,,4.2,
U1240,2024,,1.6,23.0,23.567952077873457,1.0,4.6,7.784999999999999
U1241,2024,,1.4,,,,1.6,
U1242,2024,,1.4,,,,4.9,
U1243,2024,,1.7,,,,4.9,
U1244,2024,,1.3,10.7,82.4971920628978,2.0,5.7,6.695
U1245,2024,,8.2,,,,7.2,
U1246,2024,,5.7,17.3,46.10632721827032,0.0,9.7,23.37
U1247,2024,,12.6,,,,5.1,
U1248,2024,,7.0,17.2,46.63047547734931,6.0,3.6,18.27
U1249,2024,,1.0,,,,7.7,
U1250,2024,,1.4,11.6,78.45376263571696,16.0,5.7,6.74
U1251,2024,,1.3,,,,7.0,
U1252,2024,,1.5,10.8,82.01048296518158,11.0,3.9,10.89
U1253,2024,,5.3,13.9,65.87420441782103,0.0,6.9,17.17
U1254,2024,,5.6,,,,6.6,
U1255,2024,,4.9,,,,5.2,
U1256,2024,,3.1,,,,8.3,
U1257,2024,,3.3,23.3,23.11868214152003,0.0,8.5,18.49
U1258,2024,,2.9,11.6,78.45376263571696,11.0,3.6,11.19
U1259,2024,,2.0,60.8,0.861100711344065,1.0,6.9,20.745
U1260,2024,,11.7,13.8,66.39835267690005,6.0,6.1,14.465
U1261,2024,,1.0,,,,14.6,
U1262,2024,,9.1,12.2,75.2714339198802,3.0,3.4,23.51
U1263,2024,,1.6,34.0,7.712467240733812,5.0,6.7,8.25
U1264,2024,,2.8,14.9,59.86521901909397,6.0,4.5,9.63
U1265,2024,,7.8,,,,3.8,
U1266,2024,,1.3,,,,7.8,
U1267,2024,,14.5,,,,5.7,
U1268,2024,,5.4,18.6,39.666791463871206,9.0,9.2,17.065
U1269,2024,,1.9,,,,6.9,
U1270,2024,,2.8,15.7,55.29764133283415,6.0,7.6,12.005
U1271,2024,,10.8,16.2,52.09659303631599,8.0,6.0,20.62
U1272,2024,,1.7,14.6,61.92437289404717,17.0,6.0,8.219999999999999
U1273,2024,,7.8,34.4,7.450393111194309,7.0,5.5,22.785
U1274,2024,,1.3,,,,3.9,
U1275,2024,,21.0,25.7,17.87719955073006,3.0,5.4,21.880000000000003
U1276,2024,,1.5,,,,4.4,
U1277,2024,,16.5,21.5,28.229127667540244,1.0,4.1,22.615
U1278,2024,,1.2,,,,4.2,
U1279,2024,,9.4,,,,6.3,
U1280,2024,,9.2,20.5,31.54249344814676,5.0,4.1,25.725
U1281,2024,,7.0,11.4,79.44590041183078,10.0,5.7,14.79
U1282,2024,,3.0,,,,10.4,
U1283,2024,,2.1,14.4,63.38450018719581,4.0,4.0,12.595
U1284,2024,,6.8,15.3,57.35679520778735,6.0,4.9,12.995
U1285,2024,,1.2,,,,9.7,
U1286,2024,,4.0,,,,4.5,
U1287,2024,,4.3,,,,6.8,
U1288,2024,,2.1,,,,5.4,
U1289,2024,,10.3,,,,6.4,
U1290,2024,,5.3,17.8,43.5604642456009,0.0,7.6,15.91
U1291,2024,,1.8,,,,4.9,
U1292,2024,,3.5,,,,4.5,
U1293,2024,,5.3,,,,7.5,
U1294,2024,,3.4,,,,4.4,
U1295,2024,,2.3,13.1,70.46050168476225,1.0,4.1,18.4
U1296,2024,,2.4,,,,7.1,
U1297,2024,,1.3,,,,9.0,
U1298,2024,,9.6,26.2,16.754024709846504,1.0,6.4,18.08
U1299,2024,,5.0,22.5,24.990640209659297,7.0,5.7,14.97
U1300,2024,,2.2,17.3,46.10632721827032,1.0,6.9,19.715
U1301,2024,,3.9,20.5,31.54249344814676,2.0,4.6,16.005
U1302,2024,,4.6,13.3,69.18757019842757,10.0,3.9,13.005
U1303,2024,,3.7,,,,5.8,
U1304,2024,,4.6,,,,6.3,
U1305,2024,,6.0,,,,5.3,
U1306,2024,,1.2,,,,3.8,
U1307,2024,,3.1,,,,4.3,
U1308,2024,,1.9,,,,3.5,
U1309,2024,,2.8,16.0,53.46312242605767,4.0,10.5,14.445
U1310,2024,,5.5,,,,4.5,
U1311,2024,,1.2,14.1,64.78846873830027,2.0,8.5,
U1312,2024,,3.7,,,,6.4,
U1313,2024,,5.4,20.4,32.02920254586298,10.0,6.5,16.65
U1314,2024,,1.1,,,,6.5,
U1315,2024,,1.4,,,,3.2,
U1316,2024,,5.9,,,,4.5,
U1317,2024,,1.2,,,,8.1,
U1318,2024,,1.7,,,,8.3,
U1319,2024,,1.5,,,,12.5,
U1320,2024,,1.1,,,,8.4,
U1321,2024,,1.1,,,,6.6,
U1322,2024,,1.2,,,,7.5,
U1323,2024,,1.0,,,,10.2,
U1324,2024,,9.8,,,,3.5,
U1325,2024,,2.9,,,,10.9,
U1326,2024,,4.0,,,,8.0,
U1327,2024,,2.3,,,,7.2,
U1328,2024,,1.0,,,,3.7,
U1329,2024,,2.1,,,,10.1,
U1330,2024,,2.1,,,,9.7,
U1331,2024,,1.1,,,,4.5,
U1332,2024,,1.0,,,,7.5,
U1333,2024,,1.6,,,,6.3,
U1334,2024,,1.1,,,,7.6,
U1335,2024,,1.6,13.2,69.89891426432048,2.0,7.0,
U1336,2024,,1.0,,,,5.1,
U1337,2024,,1.5,,,,7.4,
U1338,2024,,3.5,,,,8.6,
U1339,2024,,1.4,,,,4.1,
U1340,2024,,2.2,,,,11.3,
U1341,2024,,2.5,35.2,6.739049045301382,0.0,12.7,8.515
U1342,2024,,1.7,,,,6.7,
U1343,2024,,1.5,,,,10.2,
U1344,2024,,1.1,,,,11.3,
U1345,2024,,2.5,9.4,88.50617746162486,0.0,9.5,11.875
U1346,2024,,3.1,19.9,34.18195432422314,0.0,9.0,13.17
U1347,2024,,2.8,,,,3.8,
U1348,2024,,4.7,,,,4.7,
U1349,2024,,5.2,,,,6.4,
U1350,2024,,7.8,,,,5.1,
U1351,2024,,5.3,19.8,34.66866342193935,1.0,7.4,14.080000000000002
U1352,2024,,3.4,,,,5.2,
U1353,2024,,2.1,,,,3.5,
U1354,2024,,6.5,,,,5.7,
U1355,2024,,1.8,,,,11.2,
U1356,2024,,1.4,29.4,12.354923249719208,1.0,6.6,
U1357,2024,,1.4,18.5,40.24709846499438,1.0,10.9,13.044999999999998
U1358,2024,,1.3,19.2,37.28940471733433,2.0,8.8,10.845
U1359,2024,,2.8,,,,9.2,
U1360,2024,,5.5,,,,6.6,
U1361,2024,,2.3,,,,8.8,
U1362,2024,,2.2,,,,6.0,
U1363,2024,,6.7,13.6,67.2407338075627,3.0,7.8,18.555
U1364,2024,,5.8,16.1,52.639460876076384,6.0,6.3,14.46
U1365,2024,,2.0,14.9,59.86521901909397,0.0,4.6,15.495
U1366,2024,,1.4,11.7,77.94833395731936,0.0,5.5,6.94
U1367,2024,,2.6,,,,5.4,
U1368,2024,,3.0,,,,3.7,
U1369,2024,,3.7,13.7,66.7540247098465,1.0,3.9,20.225
U1370,2024,,1.4,12.3,74.69112691875702,0.0,4.4,8.105
U1371,2024,,8.0,14.9,59.86521901909397,5.0,3.1,23.6
U1372,2024,,2.4,14.9,59.86521901909397,5.0,6.6,9.675
U1373,2024,,10.5,,,,4.2,
U1374,2024,,2.4,,,,5.0,
U1375,2024,,10.1,,,,2.6,
U1376,2024,,3.6,16.0,53.46312242605767,9.0,6.3,12.945
U1377,2024,,8.5,19.5,36.09135155372519,7.0,4.2,14.235
U1378,2024,,3.1,13.5,67.83976038936727,10.0,4.5,11.86
U1379,2024,,2.0,13.9,65.87420441782103,1.0,9.0,18.67
U1380,2024,,4.1,15.3,57.35679520778735,18.0,3.7,13.48
